MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
1:Del:C:0	9.12E-07	1.19E-03	1.05E-07	4.12E-02	8.57E-08	1.09E-02	2.74E-03	5.73E-02	4.32E-03	6.28E-03	1.33E-07	3.04E-02	1.03E-03	1.40E-02	1.30E-02	5.40E-03
1:Del:C:1	6.59E-04	0.00E+00	1.51E-03	1.59E-02	8.10E-08	4.26E-03	8.53E-03	3.87E-02	9.25E-04	7.48E-03	1.32E-08	1.83E-02	1.54E-03	1.26E-02	4.34E-03	4.02E-03
1:Del:C:2	0.00E+00	1.55E-04	1.44E-07	1.78E-03	1.45E-04	5.82E-04	9.58E-04	1.14E-03	1.12E-03	1.17E-03	7.94E-08	9.59E-04	3.68E-03	1.78E-03	1.76E-03	3.06E-04
1:Del:C:3	3.74E-04	8.10E-04	0.00E+00	2.60E-03	4.83E-04	1.40E-46	3.17E-03	3.10E-03	1.07E-02	2.86E-03	0.00E+00	4.89E-03	2.43E-03	5.85E-03	6.30E-03	4.70E-03
1:Del:C:4	0.00E+00	8.99E-04	3.21E-04	2.77E-03	3.51E-04	2.89E-04	9.51E-04	3.63E-04	3.61E-04	0.00E+00	1.19E-03	3.97E-03	3.06E-03	9.11E-03	1.96E-02	5.91E-04
1:Del:C:5	5.17E-09	2.25E-03	1.14E-03	2.53E-04	9.63E-05	5.27E-04	3.38E-04	4.24E-08	4.21E-03	2.10E-03	3.72E-04	1.27E-02	2.19E-04	7.85E-03	1.16E-02	6.10E-03
1:Del:T:0	2.42E-03	0.00E+00	0.00E+00	3.49E-02	0.00E+00	1.42E-02	1.06E-02	1.67E-02	1.56E-02	8.61E-03	1.81E-07	1.33E-02	1.64E-02	5.37E-02	3.51E-02	7.68E-03
1:Del:T:1	6.51E-04	0.00E+00	2.71E-07	7.78E-03	5.82E-08	3.71E-03	1.74E-03	1.01E-02	5.63E-03	1.35E-03	7.48E-08	1.43E-02	1.74E-03	1.16E-02	3.59E-02	5.41E-04
1:Del:T:2	2.88E-04	1.72E-06	2.97E-08	1.41E-02	0.00E+00	1.31E-03	3.61E-03	2.17E-02	2.66E-08	2.86E-03	1.74E-07	3.28E-02	1.09E-04	1.50E-04	9.32E-03	1.47E-03
1:Del:T:3	9.76E-04	3.31E-03	5.09E-09	5.63E-03	9.04E-08	0.00E+00	2.02E-03	2.29E-02	2.36E-03	8.10E-03	7.35E-04	6.65E-02	6.65E-05	1.63E-03	9.75E-03	3.09E-03
1:Del:T:4	3.13E-03	5.16E-03	2.60E-08	1.29E-02	0.00E+00	0.00E+00	2.02E-02	3.20E-02	5.61E-03	1.40E-46	7.71E-08	2.19E-02	7.94E-03	5.87E-02	2.64E-02	1.85E-03
1:Del:T:5	7.36E-08	6.00E-03	1.06E-07	2.04E-03	4.60E-07	3.11E-03	9.90E-03	1.93E-03	1.05E-02	1.33E-03	2.21E-07	2.32E-06	7.43E-08	1.80E-02	8.86E-02	3.34E-02
1:Ins:C:0	6.94E-05	6.88E-09	4.84E-05	4.68E-08	8.71E-08	1.25E-03	1.00E-03	4.67E-04	4.94E-04	9.78E-04	4.30E-04	1.05E-07	1.76E-04	3.24E-03	2.52E-07	5.98E-04
1:Ins:C:1	1.26E-03	3.04E-08	0.00E+00	9.80E-07	2.94E-02	1.40E-46	2.36E-03	5.49E-03	6.70E-02	5.37E-03	5.55E-07	1.37E-07	3.16E-02	4.02E-07	0.00E+00	6.51E-03
1:Ins:C:2	1.06E-08	2.57E-04	7.30E-07	5.67E-08	9.91E-07	9.97E-04	6.96E-04	6.19E-08	9.03E-04	6.13E-04	5.40E-07	2.32E-06	3.72E-04	1.12E-03	0.00E+00	7.22E-09
1:Ins:C:3	7.49E-04	5.39E-04	0.00E+00	1.40E-46	4.74E-03	2.51E-04	1.13E-03	1.01E-04	7.48E-03	1.15E-03	9.51E-08	1.58E-03	1.10E-02	5.30E-04	1.65E-03	1.67E-04
1:Ins:C:4	0.00E+00	6.65E-04	1.99E-04	1.93E-04	0.00E+00	7.12E-04	5.41E-04	3.65E-03	4.30E-04	2.36E-03	9.98E-04	5.92E-04	1.97E-03	7.88E-03	1.06E-03	5.29E-05
1:Ins:C:5	6.37E-03	5.65E-04	0.00E+00	1.09E-03	1.73E-08	5.39E-04	1.33E-06	5.25E-03	7.42E-03	4.30E-03	1.30E-06	3.13E-03	2.65E-02	1.53E-02	6.78E-03	8.36E-03
1:Ins:T:0	4.90E-04	5.67E-04	2.80E-08	4.58E-03	1.97E-04	2.01E-04	7.60E-04	5.39E-03	8.29E-04	1.90E-03	7.70E-04	6.15E-03	1.13E-03	1.27E-02	2.49E-03	2.20E-03
1:Ins:T:1	6.91E-04	2.10E-04	8.01E-04	2.41E-03	7.16E-08	3.66E-04	3.20E-03	8.67E-03	1.06E-03	3.65E-03	2.29E-07	2.39E-03	2.75E-03	3.49E-03	8.54E-03	3.56E-04
1:Ins:T:2	2.45E-04	2.45E-04	0.00E+00	5.91E-04	1.87E-08	0.00E+00	9.12E-04	9.08E-04	2.39E-04	1.12E-03	8.08E-07	2.13E-03	4.98E-04	1.39E-04	2.23E-03	3.08E-08
1:Ins:T:3	8.49E-04	2.84E-04	4.54E-04	0.00E+00	1.30E-07	0.00E+00	8.58E-04	1.61E-03	1.27E-04	2.02E-03	9.99E-09	1.86E-03	3.27E-03	3.10E-03	2.26E-03	7.64E-04
1:Ins:T:4	2.08E-03	4.99E-04	1.24E-04	6.48E-05	9.62E-10	1.35E-03	2.75E-03	1.91E-04	3.28E-02	0.00E+00	5.80E-04	3.63E-03	3.39E-02	2.89E-02	2.22E-08	2.87E-02
