Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V1	58	4	18	13	0	31	88	0	0	7	2	31	5	4	0	0	0	0
V2	22	7	8	0	8	0	1	0	0	1	2	5	0	1	1	10	2	0
V3	6	13	53	6	2	3	1	17	5	15	3	7	10	3	2	0	2	0
V4	0	11	1	57	39	117	24	52	28	0	13	0	2	34	7	0	1	0
V5	149	45	0	47	25	0	1	62	14	2	29	0	50	26	8	14	0	0
V6	86	0	26	5	0	7	3	4	6	8	0	13	7	0	5	0	25	0
V7	57	27	343	8	17	23	25	27	2	55	0	42	7	0	0	0	8	9
V8	27	55	109	7	6	11	20	11	0	16	5	31	8	5	0	30	0	0
V9	195	31	8	79	17	24	39	8	69	5	2	13	4	0	8	10	18	27
V10	10	27	24	13	8	21	19	15	0	6	9	28	6	25	5	0	3	0
V11	54	0	50	0	0	7	2	0	0	27	1	15	8	0	0	7	7	0
V12	16	82	23	0	29	24	13	0	0	7	18	33	0	24	0	41	2	0
V13	6	9	12	3	42	15	60	0	0	4	24	4	5	22	1	0	0	0
V14	20	1	2	33	67	5	12	215	3	1	31	3	2	21	0	33	0	0
V15	102	0	27	2	1	0	0	0	7	11	1	0	1	4	5	0	18	0
V16	200	0	0	22	0	1	0	16	20	1	0	0	3	22	8	0	5	0
V17	3	0	59	32	0	0	0	0	17	25	0	0	22	0	0	0	0	0
V18	0	14	62	88	4	8	4	0	10	35	0	3	6	0	0	0	0	0
V19	9	4	62	24	3	17	21	0	20	4	0	18	3	4	0	0	0	0
V20	6	8	26	38	179	4	5	88	62	8	2	0	0	12	0	0	0	0
V21	38	154	12	0	33	7	9	0	0	1	37	6	3	0	61	1	4	0
V22	0	56	1	0	3	1	5	0	0	1	3	0	0	2	11	0	0	0
V23	176	133	0	13	25	16	26	13	3	0	6	14	6	0	0	0	5	10
V24	28	21	40	1	13	47	33	3	4	4	0	20	4	23	0	0	7	0
V25	19	0	97	3	1	0	0	0	0	10	0	0	1	0	0	0	7	0
V26	241	5	7	9	42	0	11	56	19	3	3	2	5	11	2	40	27	0
V27	14	0	49	40	0	0	0	0	25	24	0	1	16	0	0	0	0	0
V28	13	87	136	89	48	0	0	3	0	73	18	5	3	0	11	0	0	0
V29	4	8	0	7	1	0	0	0	1	0	0	0	3	0	2	0	2	0
V30	0	50	7	84	1	0	1	0	63	2	2	0	33	0	0	0	0	0
V31	21	1	0	8	46	10	16	100	9	5	37	8	0	19	0	0	4	0
V32	28	0	23	4	0	0	0	0	9	24	1	0	1	0	0	0	2	0
V33	0	81	18	0	9	13	12	1	0	10	2	0	0	0	12	0	3	0
V34	0	2	88	9	2	9	27	0	15	17	0	3	6	7	4	11	24	0
V35	6	9	53	10	0	4	0	0	3	15	0	0	6	0	0	0	10	0
V36	8	0	25	27	5	19	10	0	59	32	1	2	44	0	0	0	0	0
V37	0	68	6	43	1	9	4	1	54	2	1	2	17	0	4	0	0	19
V38	0	6	17	24	13	0	2	9	13	2	5	0	0	3	3	4	0	0
V39	25	103	49	12	8	1	0	8	2	9	0	0	7	0	11	0	0	0
V40	13	0	10	4	11	139	51	3	2	5	4	60	4	2	0	0	0	0
V41	1	23	22	2	34	19	6	14	0	2	30	1	1	18	10	0	0	0
V42	216	9	85	73	0	22	13	0	36	15	0	28	33	3	4	0	27	17
V43	16	54	5	48	5	0	0	0	0	1	2	0	17	1	10	0	0	2
V44	15	154	5	17	24	3	0	15	5	4	10	0	0	3	0	0	0	0
