NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	43.851	19.061	10.224	10.806	0.121	0.989	40000.0
2	46.297	20.014	10.951	11.289	0.125	0.989	50000.0
3	45.532	20.236	10.716	11.348	0.122	0.99	50000.0
4	45.111	19.48	10.441	10.757	0.12	0.991	50000.0
5	44.885	19.515	10.437	10.797	0.123	0.992	60000.0
6	45.572	19.699	10.581	11.122	0.126	0.99	50000.0
7	44.786	19.382	10.351	10.669	0.123	0.991	40000.0
8	46.941	20.493	11.287	11.509	0.126	0.99	30000.0
9	45.148	19.645	10.963	11.499	0.123	0.989	50000.0
10	47.867	20.912	11.24	11.592	0.126	0.99	30000.0
