MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
1:Del:C:0	4.96E-04	2.41E-03	7.73E-08	5.82E-08	2.99E-46	5.82E-04	1.05E-03	3.17E-02	1.53E-02	3.38E-02	3.03E-02	9.34E-07
1:Del:C:1	1.77E-08	0.00E+00	9.95E-05	3.42E-04	5.47E-04	5.61E-03	7.34E-03	3.23E-02	2.16E-02	5.96E-03	2.98E-02	0.00E+00
1:Del:C:2	3.97E-05	1.54E-04	0.00E+00	0.00E+00	4.06E-07	1.21E-04	9.97E-04	1.44E-03	4.50E-03	7.84E-04	4.21E-03	9.96E-05
1:Del:C:3	1.40E-04	8.93E-04	0.00E+00	0.00E+00	8.35E-04	2.24E-03	1.66E-03	2.48E-03	2.87E-03	2.61E-03	2.32E-03	2.21E-03
1:Del:C:4	0.00E+00	5.56E-04	3.30E-04	3.89E-04	7.32E-05	1.26E-03	1.91E-04	1.34E-03	4.71E-03	2.85E-03	2.05E-03	4.87E-03
1:Del:C:5	1.15E-07	7.37E-04	2.93E-02	2.59E-07	1.80E-39	1.90E-02	5.03E-03	7.27E-07	7.90E-03	9.05E-08	8.74E-03	1.71E-02
1:Del:T:0	5.50E-05	1.01E-03	1.13E-04	4.94E-04	1.54E-03	6.03E-03	6.71E-03	2.12E-02	1.62E-02	1.09E-02	2.18E-02	6.58E-03
1:Del:T:1	0.00E+00	1.96E-03	1.13E-04	3.61E-04	1.94E-03	6.58E-04	4.60E-03	8.43E-03	7.84E-03	5.46E-03	1.88E-02	4.74E-03
1:Del:T:2	1.79E-04	2.50E-03	5.88E-04	5.44E-08	3.90E-03	2.86E-04	0.00E+00	1.64E-02	3.47E-02	1.07E-02	2.86E-02	6.95E-03
1:Del:T:3	0.00E+00	5.44E-03	6.78E-04	9.42E-04	5.73E-03	8.66E-04	3.24E-03	2.14E-02	1.89E-02	9.38E-03	2.35E-02	1.36E-02
1:Del:T:4	5.61E-04	6.57E-03	6.02E-04	0.00E+00	0.00E+00	0.00E+00	0.00E+00	1.45E-02	5.34E-02	1.11E-02	1.84E-02	6.12E-02
1:Del:T:5	3.77E-08	1.87E-02	1.35E-07	3.22E-07	1.53E-03	3.13E-04	8.25E-08	8.59E-04	9.54E-03	1.17E-02	5.75E-03	1.20E-01
1:Ins:C:0	1.16E-08	3.40E-04	7.91E-09	0.00E+00	7.64E-04	1.27E-04	1.81E-03	1.75E-06	1.03E-03	7.86E-08	1.63E-03	2.33E-04
1:Ins:C:1	5.37E-09	7.54E-05	1.35E-08	1.10E-07	5.56E-04	7.75E-04	1.41E-03	1.91E-04	1.08E-03	1.40E-46	2.05E-03	5.62E-07
1:Ins:C:2	2.12E-07	2.81E-07	5.18E-04	1.15E-02	8.95E-09	6.30E-04	4.67E-03	1.21E-03	7.98E-08	2.04E-07	2.63E-07	4.66E-02
1:Ins:C:3	6.42E-05	4.36E-04	1.34E-08	1.69E-03	0.00E+00	1.05E-07	0.00E+00	9.97E-04	4.83E-04	3.89E-08	8.26E-04	2.68E-03
1:Ins:C:4	1.13E-04	1.05E-03	0.00E+00	0.00E+00	3.62E-04	0.00E+00	0.00E+00	1.93E-05	1.33E-03	0.00E+00	4.51E-04	7.43E-04
