NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	64.654	20.64	14.955	12.164	0.106	0.989	40000.0
2	65.175	20.514	15.032	12.164	0.105	0.989	40000.0
3	66.527	20.403	15.48	12.014	0.103	0.99	50000.0
4	61.849	19.425	13.864	11.061	0.104	0.992	70000.0
5	65.999	20.227	15.251	11.932	0.102	0.99	60000.0
6	62.546	19.59	14.118	11.249	0.1	0.991	40000.0
7	65.291	20.328	14.838	12.066	0.104	0.99	40000.0
8	60.839	19.464	13.737	11.465	0.104	0.99	50000.0
9	64.523	20.438	14.91	12.034	0.109	0.99	30000.0
10	66.222	21.063	15.709	12.889	0.108	0.988	40000.0
