Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
V1	31	25	104	18	170	2	10	1
V2	75	39	101	437	0	27	63	146
V3	21	40	5	132	35	47	2	0
V4	37	21	69	24	14	0	41	5
V5	42	30	11	150	43	61	13	18
V6	73	4	67	12	41	17	35	16
V7	415	18	23	8	0	0	11	112
V8	18	4	27	0	24	65	0	18
V9	62	5	260	19	158	20	85	0
V10	231	2	0	122	0	6	0	108
V11	16	0	78	0	79	0	38	5
V12	46	307	5	124	4	51	2	0
V13	120	18	5	0	8	82	82	20
V14	0	0	36	32	107	135	67	0
V15	511	73	0	10	2	3	0	0
V16	84	21	18	2	3	18	52	3
V17	64	11	5	45	7	3	5	0
V18	27	26	1	0	43	0	1	0
V19	4	12	24	27	18	90	18	5
V20	42	6	68	0	0	6	24	0
V21	53	6	12	57	0	1	5	54
V22	4	34	0	52	28	130	0	0
V23	0	46	172	17	68	68	21	34
V24	0	195	54	3	123	0	12	0
V25	47	1	36	2	10	0	0	3
V26	5	2	126	0	0	83	26	47
V27	216	80	10	0	2	0	25	123
V28	4	528	9	0	0	0	0	1
V29	100	12	105	0	57	67	32	74
V30	28	4	4	0	3	4	0	20
V31	0	1	111	0	99	31	55	0
V32	30	0	54	2	1	0	40	0
V33	4	0	2	0	43	54	32	0
V34	0	165	140	103	45	20	13	8
V35	3	25	14	45	115	21	19	0
V36	0	23	348	17	61	18	0	4
V37	18	4	7	107	2	0	6	0
V38	32	15	63	9	0	4	1	28
V39	64	0	23	0	10	23	47	30
V40	26	20	49	3	70	31	2	0
V41	99	1	8	84	13	141	0	15
V42	11	38	0	1	53	33	0	6
V43	343	1	2	39	10	104	3	0
V44	2	4	58	13	0	41	51	12
V45	20	0	34	0	42	0	64	0
V46	65	26	0	72	120	14	8	22
V47	120	14	2	27	0	2	9	59
V48	2	4	103	39	66	3	2	0
V49	500	74	1	18	5	32	3	0
V50	108	4	48	0	39	5	24	14
V51	6	19	36	21	10	116	8	0
V52	22	128	89	0	5	0	77	5
V53	0	6	114	268	47	45	95	68
V54	9	102	0	0	168	10	4	10
V55	52	5	44	14	5	0	34	3
V56	0	153	18	2	74	53	12	8
V57	15	58	2	0	70	20	0	19
V58	247	77	29	0	33	63	18	49
V59	0	5	92	68	28	51	85	15
V60	54	62	2	127	0	2	4	123
V61	12	0	58	4	153	0	144	0
V62	107	93	26	15	72	12	65	9
V63	16	17	23	0	0	14	43	0
V64	61	97	25	0	0	67	20	0
V65	38	461	61	133	5	29	21	0
V66	42	89	45	37	1	28	2	4
V67	2	19	29	146	0	29	36	38
V68	31	0	10	0	15	7	5	17
V69	33	22	1	78	0	53	0	0
V70	2	112	10	0	4	3	0	5
V71	1	0	3	11	33	6	0	0
V72	6	13	0	23	223	51	6	25
V73	0	1	5	12	124	131	0	0
V74	115	58	33	12	51	11	22	0
V75	38	8	120	10	10	12	5	0
V76	15	12	1	0	7	35	2	2
V77	53	1	1	222	12	59	0	0
V78	137	41	12	46	29	20	12	24
V79	7	146	1	0	99	7	0	2
V80	152	20	131	0	65	0	83	0
V81	113	0	37	50	8	2	10	65
V82	4	35	1	1	15	8	2	6
V83	67	0	0	45	117	18	0	120
V84	0	20	24	0	7	3	20	0
V85	9	7	0	0	96	4	2	0
V86	70	50	25	22	56	12	1	29
V87	3	612	32	37	1	27	51	13
V88	14	10	23	26	14	3	8	11
V89	37	7	2	191	2	0	0	23
V90	97	94	167	51	0	16	37	63
V91	39	5	27	10	8	7	17	0
V92	15	24	10	23	14	212	23	20
V93	2	313	0	0	20	24	5	16
V94	19	25	54	4	147	3	44	0
V95	0	1	15	4	120	3	2	0
V96	46	195	52	134	5	14	72	0
V97	1	43	19	37	14	74	3	40
V98	34	9	15	113	4	93	0	0
V99	14	17	304	67	4	76	0	19
V100	2	17	0	24	2	1	2	9
