MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
1:Del:C:0	0.00E+00	9.95E-04	1.14E-03	5.59E-07	3.05E-02	6.35E-03	1.34E-02	2.90E-02	1.44E-06	1.53E-02
1:Del:C:1	4.78E-04	8.54E-04	7.08E-04	6.57E-04	6.55E-03	2.20E-03	3.76E-03	1.17E-02	3.50E-03	2.28E-02
1:Del:C:2	0.00E+00	2.25E-04	0.00E+00	3.00E-04	6.85E-04	8.39E-04	1.08E-03	5.43E-04	2.52E-03	3.71E-03
1:Del:C:3	1.39E-04	3.75E-04	3.51E-04	9.24E-04	2.33E-03	8.53E-04	8.12E-03	1.71E-03	1.71E-02	3.41E-02
1:Del:C:4	4.87E-09	0.00E+00	2.38E-04	8.50E-04	1.97E-03	5.77E-04	9.70E-04	5.66E-03	5.49E-03	3.92E-03
1:Del:C:5	1.76E-04	5.51E-04	1.90E-04	1.15E-03	1.40E-46	5.84E-04	2.47E-04	5.53E-04	3.40E-03	3.56E-03
1:Del:T:0	5.05E-04	3.31E-05	0.00E+00	2.12E-03	1.80E-02	6.48E-03	1.11E-02	2.08E-02	4.95E-03	2.47E-02
1:Del:T:1	4.63E-04	3.93E-04	5.37E-04	1.24E-04	4.29E-03	2.37E-03	2.33E-03	5.60E-03	7.31E-03	1.97E-02
1:Del:T:2	1.60E-04	4.15E-05	1.84E-04	2.15E-03	6.45E-03	9.58E-04	2.50E-03	7.92E-03	1.53E-02	1.63E-02
1:Del:T:3	7.23E-05	8.37E-04	1.04E-03	4.03E-03	2.08E-02	1.22E-03	2.32E-03	1.02E-02	5.15E-03	4.43E-03
1:Del:T:4	5.79E-04	7.73E-04	5.15E-04	3.48E-03	8.83E-03	0.00E+00	1.77E-03	1.47E-02	2.05E-02	9.86E-03
1:Del:T:5	9.87E-08	5.12E-08	1.77E-07	1.18E-02	1.21E-07	6.11E-06	6.48E-03	2.81E-02	3.73E-07	1.14E-01
1:Ins:C:0	4.66E-09	2.35E-07	1.48E-03	2.19E-06	3.52E-08	2.19E-03	2.16E-03	1.22E-03	1.13E-02	4.76E-03
1:Ins:C:1	1.68E-08	6.70E-07	2.36E-07	1.61E-04	2.50E-07	5.71E-04	1.43E-03	4.44E-04	1.64E-03	5.93E-04
1:Ins:C:2	2.10E-08	3.36E-08	1.95E-08	5.19E-09	1.96E-04	5.26E-04	4.66E-04	1.29E-04	1.86E-04	1.01E-07
1:Ins:C:3	3.61E-05	2.65E-04	3.86E-08	3.04E-05	4.66E-09	1.19E-04	4.20E-04	4.05E-08	6.75E-04	1.35E-06
1:Ins:C:4	1.40E-04	5.09E-04	4.43E-09	4.80E-04	1.08E-07	2.64E-04	1.38E-03	6.12E-04	1.49E-03	2.87E-03
1:Ins:C:5	3.62E-04	1.82E-03	0.00E+00	1.77E-03	1.13E-04	1.99E-04	8.22E-03	0.00E+00	7.90E-03	2.19E-02
1:Ins:T:0	9.25E-09	3.15E-04	7.46E-05	1.08E-03	2.43E-03	2.36E-03	2.65E-03	8.55E-03	1.08E-03	1.66E-02
1:Ins:T:1	0.00E+00	3.14E-05	3.12E-04	2.14E-04	2.28E-03	1.33E-03	3.87E-03	5.11E-03	2.06E-07	2.69E-05
1:Ins:T:2	3.77E-08	2.72E-08	1.96E-08	8.31E-08	9.42E-05	9.30E-04	1.16E-03	3.10E-03	4.48E-08	1.78E-04
1:Ins:T:3	0.00E+00	9.89E-04	1.68E-04	2.99E-04	2.42E-04	6.35E-04	2.33E-03	1.08E-03	4.84E-03	3.34E-03
1:Ins:T:4	2.18E-04	3.86E-03	4.28E-05	9.63E-04	5.55E-05	6.38E-08	7.87E-04	2.68E-03	4.97E-03	6.03E-03
1:Ins:T:5	5.67E-08	6.95E-03	3.75E-08	8.29E-08	4.16E-03	2.03E-03	7.44E-02	3.45E-07	1.19E-01	4.31E-03
2:Del:R:0	1.23E-03	4.33E-04	1.13E-04	6.63E-04	1.66E-03	6.16E-04	1.75E-03	4.24E-03	5.51E-03	2.12E-02
2:Del:R:1	1.83E-04	1.59E-04	1.36E-04	2.62E-03	1.44E-03	2.28E-03	5.36E-03	3.97E-03	5.90E-03	4.62E-03
2:Del:R:2	2.17E-04	3.83E-04	0.00E+00	7.82E-04	1.60E-04	7.70E-05	5.30E-04	5.83E-04	5.17E-04	2.23E-03
2:Del:R:3	1.76E-05	1.07E-04	1.25E-08	3.05E-04	1.48E-04	6.76E-05	8.09E-05	1.48E-04	2.38E-04	2.07E-04
2:Del:R:4	3.37E-08	2.05E-08	2.00E-08	1.19E-04	1.24E-08	3.72E-04	4.82E-04	3.49E-08	1.91E-08	3.40E-04
2:Del:R:5	4.26E-04	2.55E-05	4.97E-04	0.00E+00	3.45E-05	1.36E-04	3.40E-04	1.07E-04	1.57E-03	2.63E-03
3:Del:R:0	0.00E+00	2.15E-04	2.24E-04	0.00E+00	1.84E-04	2.54E-03	4.50E-03	6.57E-04	5.63E-04	4.60E-03
3:Del:R:1	1.80E-04	6.61E-04	2.08E-04	1.18E-03	5.39E-04	1.72E-03	1.66E-03	3.48E-03	5.35E-03	1.23E-02
