NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	34.271	13.406	8.14	8.216	0.08	0.995	30000.0
2	39.551	15.422	9.666	9.915	0.089	0.993	30000.0
3	35.622	14.02	8.506	8.832	0.083	0.994	30000.0
4	40.826	15.937	11.078	10.853	0.083	0.992	60000.0
5	38.635	15.139	10.635	10.565	0.082	0.992	50000.0
6	37.653	14.807	9.153	9.534	0.089	0.993	70000.0
7	40.303	15.727	10.472	10.231	0.082	0.993	40000.0
8	34.628	13.235	8.33	8.285	0.079	0.995	70000.0
9	43.397	17.155	11.084	11.409	0.092	0.991	50000.0
10	33.874	13.452	8.154	8.393	0.082	0.995	40000.0
