Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P
V1	80	4	14	76	54	25	3	15	0	48	0	0	0	5	0	0
V2	53	0	44	41	8	0	122	9	16	0	16	21	13	43	0	0
V3	95	88	72	41	7	74	1	7	0	51	0	5	0	0	0	30
V4	22	9	47	39	19	13	0	24	2	17	1	16	20	9	0	1
V5	56	110	6	4	10	6	0	0	10	0	9	0	9	8	0	0
V6	48	0	91	12	31	5	0	0	6	0	0	3	0	0	0	0
V7	17	3	33	2	0	53	12	0	7	74	2	0	7	2	0	2
V8	69	1	16	68	0	14	0	0	9	9	0	9	0	1	0	0
V9	213	38	1	47	69	0	0	0	0	0	0	0	0	0	0	0
V10	59	34	63	38	139	15	0	0	0	10	0	0	0	0	2	0
V11	2	46	0	28	28	0	0	0	0	0	5	0	0	0	0	0
V12	48	51	1	13	23	21	5	0	7	24	0	4	0	6	7	0
V13	0	30	28	0	4	0	0	0	0	3	7	6	21	2	14	0
V14	23	9	105	8	11	10	2	14	0	0	11	0	0	0	0	10
V15	76	0	0	31	20	3	15	33	8	0	11	26	50	19	0	0
V16	17	15	1	33	21	36	19	36	0	8	7	33	0	4	0	0
V17	18	21	22	15	0	4	1	0	0	22	7	2	0	2	17	0
V18	181	74	22	1	8	13	0	35	53	9	14	17	11	6	0	0
V19	119	14	2	2	2	51	0	0	24	16	0	0	0	9	0	0
V20	6	2	30	103	75	2	0	0	0	0	0	0	0	0	0	0
V21	256	12	16	59	7	0	0	11	47	0	0	5	0	0	0	0
V22	74	177	25	71	28	63	40	50	12	28	49	0	0	0	74	37
V23	27	79	42	44	44	4	0	4	0	1	38	6	0	3	4	0
V24	192	19	0	48	14	7	32	5	30	0	34	20	0	11	0	0
V25	8	27	29	62	59	32	0	2	0	60	0	1	0	6	29	10
V26	8	60	3	33	29	6	0	0	6	2	0	8	0	0	0	0
V27	11	14	1	89	101	2	0	3	0	11	0	0	0	0	0	0
V28	218	1	124	0	0	2	0	0	19	21	0	0	0	0	0	0
V29	13	31	125	38	0	11	12	60	0	15	52	112	0	17	0	0
V30	50	8	9	61	13	95	23	0	0	48	0	23	0	17	0	0
V31	2	52	8	22	3	0	2	0	0	0	0	4	0	2	0	0
V32	3	42	26	26	36	0	0	0	0	2	4	1	0	0	8	0
V33	78	60	2	14	9	14	1	0	23	0	12	22	0	0	0	0
V34	11	36	45	2	0	1	0	16	0	4	0	20	0	2	4	0
V35	47	21	0	75	25	25	0	0	0	0	0	0	4	3	0	0
V36	76	0	43	1	5	0	3	20	13	0	33	0	17	7	0	0
V37	179	529	3	2	2	7	0	0	31	8	68	8	0	1	0	0
V38	141	15	0	0	1	6	0	8	18	0	0	0	0	6	0	0
V39	14	0	6	21	2	1	6	72	8	0	18	9	6	11	0	13
V40	0	4	16	67	181	11	3	8	0	0	0	0	0	0	0	0
V41	49	0	145	0	9	0	94	94	12	0	11	4	8	23	21	45
V42	0	0	154	20	0	3	2	5	0	1	2	0	36	7	0	1
V43	73	40	29	12	2	27	45	31	14	10	8	0	0	80	5	0
V44	122	26	0	0	1	32	0	0	39	11	0	0	0	2	0	0
V45	0	26	198	33	53	0	0	0	0	0	4	8	0	0	1	0
V46	10	222	39	55	0	7	1	0	0	5	40	9	0	3	0	0
V47	21	62	73	5	36	18	12	16	0	42	29	0	76	6	0	0
V48	0	38	107	13	9	2	55	27	6	0	37	0	0	9	0	0
V49	24	175	43	6	20	27	4	7	0	0	31	3	0	8	0	0
V50	19	9	15	0	14	5	0	0	3	2	0	2	5	1	2	0
V51	180	296	13	0	12	77	2	28	54	47	124	27	14	0	0	0
V52	189	0	128	5	4	13	0	13	29	23	17	0	4	4	31	0
V53	265	7	0	33	46	53	0	0	25	0	0	0	0	0	0	0
V54	158	1	30	1	3	44	32	15	35	10	12	0	0	22	0	0
V55	104	5	42	0	5	10	10	21	11	0	0	21	0	5	0	0
V56	1	44	6	21	4	3	0	0	2	3	8	1	33	0	0	0
V57	158	192	112	4	2	19	9	7	61	13	0	2	0	0	30	0
V58	331	0	63	6	0	41	0	0	12	0	0	0	0	0	4	0
V59	18	9	80	27	34	15	53	4	0	1	0	4	0	21	15	0
V60	44	38	106	0	0	0	0	0	9	4	0	0	29	0	11	0
V61	278	57	3	12	14	0	80	196	24	0	6	0	56	10	0	18
V62	3	0	50	0	5	5	0	19	0	0	3	1	0	7	10	0
V63	12	42	18	56	58	100	21	4	0	24	0	16	0	17	0	0
V64	8	1	4	12	12	24	0	0	0	25	0	0	0	0	0	0
