NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	54.764	21.499	12.813	14.81	0.109	0.984	60000.0
2	53.346	20.836	12.528	14.091	0.101	0.987	50000.0
3	54.537	21.654	12.633	14.607	0.114	0.984	80000.0
4	51.553	20.365	12.042	13.68	0.102	0.987	40000.0
5	59.425	23.255	14.215	15.946	0.111	0.982	40000.0
6	54.141	21.103	12.633	14.037	0.106	0.986	70000.0
7	56.299	22.149	12.912	14.45	0.11	0.986	60000.0
8	54.5	21.092	13.157	14.407	0.101	0.986	40000.0
9	56.046	21.953	13.607	15.037	0.106	0.985	60000.0
10	59.532	23.165	14.517	15.924	0.11	0.983	30000.0
