MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	4.0299464956206064e-07	1.4012984643248171e-46	0.0008033432723436818	0.6620543003082275	5.350749233912211e-07	1.5980480370103577e-07	2.8965059527763516e-06	0.0031637133511578596	0.001830763227189891	7.006492321624085e-46	0.08891003548360459	0.09497592328934842	5.894897708458302e-06	8.873752238969246e-06	0.03931219783480629
1:Del:C:1	0.0001542046532705399	4.655743168768822e-08	0.0012530922656878829	0.0397816268011411	0.009570081316746836	0.0	0.004131558630615473	0.031126142838093073	0.014306818880152011	0.012320228823313073	0.00029730983872013896	0.30305237621068953	0.012876006269652861	0.01102914826410597	0.0013819974847137928
1:Del:C:2	4.820595458312482e-05	2.2772081820221502e-08	0.0001417607341771543	0.00036759344307029095	3.3494479367846e-08	0.00025967599503928795	3.849647711717807e-09	0.002893895108718425	0.004960190365665085	0.0013637572979689593	0.00024100970964484602	0.0032107844064455547	0.0015898110172315682	0.0041529644979164	4.7121571924435555e-07
1:Del:C:3	0.0004817482433281839	0.000616394160897471	0.0005567750195041299	0.00938662700355053	0.0	0.000575777399353683	0.0009007623419165611	0.0	0.005876865680329501	0.0036868780851364137	0.009947586641646921	0.008316031796857715	0.01669015418738127	0.02478700578212738	0.00965886706432002
1:Del:C:4	0.0007545897024328951	0.0	0.0	0.0	3.792111371581086e-07	0.829377043247223	0.034647030696214644	0.00016677698330340717	5.770205930843986e-07	0.08959861554680323	6.76397307586285e-07	3.1118257112439097e-06	0.018548830537224604	0.0010499418367210466	0.0052484853572366316
1:Del:C:5	3.676421371778815e-07	0.0025476476363689216	0.0498747988996457	2.8025969286496343e-46	0.8600620746612548	0.0009051218743223899	1.5828239270376797e-07	4.203895392974451e-46	0.0	1.0851253080090828e-06	0.032341873401543354	0.015624336495085345	8.621204187875265e-07	0.06830201052019333	0.016297218306431206
1:Del:T:0	0.0005814227275550366	0.0024104068288579583	1.4012984643248171e-46	0.09458352625370026	0.004473198520645383	7.731368327767995e-08	0.0007517291698604823	0.00029982924461364747	0.07195290955714881	0.022755136818159372	0.07315931096673012	0.135915544629097	0.0818101592361927	0.04306282967881998	0.025322303734719755
1:Del:T:1	4.040361964143813e-05	0.0	0.0009745927702169866	0.050161595141560156	0.0018976806895807385	0.0005828609340824187	0.00019563650712370873	0.0051812906982377175	0.005823111720383167	0.023843705331921684	0.026051464357090028	0.059149935469031335	0.007565246894955635	0.02482029777020216	0.009507496189326049
1:Del:T:2	0.0	0.0030409043001725423	1.8674514024041856e-08	0.022771269655049765	0.008766276016831397	0.009228609873935057	0.0013330629095435142	0.0	0.00042959321290254594	1.3997075711813523e-07	0.2542318169958889	0.05797578244510078	0.0069225354120135306	3.664343410036963e-07	0.009182482939081638
1:Del:T:3	0.00012897213455289602	0.006008003791794181	0.003081635385751724	0.048877940700146075	0.0032378013042034582	0.0002861105371266603	0.0	0.0062322698533535	0.0002836127299815416	0.13205157584743574	0.18617966655874624	0.042516686394810675	0.07459712498821318	0.03195566982030869	0.04598532193153915
1:Del:T:4	0.001836093135102601	0.016272814385592936	0.00124430563300848	0.009088674187660217	0.0	0.0019488279209099347	2.3333937963343488e-05	0.0008721162565052509	0.0009311293251812458	0.025150662456394458	0.07544143572449684	0.05047542443498969	0.46235119700431826	0.025668936036527156	0.03689548399438536
1:Del:T:5	1.202630551588868e-07	0.9405228734016419	1.5029632439953225e-07	4.6917188711859124e-08	1.6240958087720969e-06	7.942398156046693e-07	1.0883532752359315e-06	0.005360249057861211	2.9482199579433657e-07	0.004216067032993464	0.008597922121415991	0.004402232041871912	0.013603977654409505	0.09594260741899915	0.07531197095453561
1:Ins:C:0	6.546403213363306e-05	3.0504840964340475e-08	9.691271339136165e-05	5.719922857849724e-06	1.1912371748579176e-06	8.592874856105936e-10	1.3090084962641413e-07	0.005159720687152003	0.00675203784827545	0.0029212684307850624	8.33295052871108e-06	0.0002203300914402462	1.0101302177645265e-05	0.0050523468060418965	4.183554722203553e-07
1:Ins:C:1	4.488767302746055e-07	5.7942948090783374e-05	0.00018450924790158751	7.578795049312249e-08	9.792859856361247e-08	2.679145438833075e-08	1.2489609666488377e-07	0.003226134609639075	0.0026693601626902818	0.000829648012526718	0.0006612597004767906	2.3790116472355293e-07	5.1557184124817465e-05	0.0015115423128008842	1.4388287127076182e-06
1:Ins:C:2	0.00020410883109605037	5.535803992984256e-08	0.0	1.87658301342708e-08	2.2499716081370025e-07	6.852971701221122e-08	2.2844696729862334e-07	0.00040721654865194523	0.0005945213333518496	5.245644615570199e-07	4.203895392974451e-46	1.1506836870012193e-07	0.0004380752864733495	0.00018051245788228699	0.0004070322844810903
1:Ins:C:3	9.52439259755522e-05	0.0003888133859954124	5.713540218721392e-09	0.0	5.541513132811815e-08	7.320622850670589e-06	3.350182566919102e-08	0.00027747186491069444	0.0005737970641348511	0.004417574641283295	3.250513316288561e-08	0.00023100303042156156	0.0013222971931099892	0.0012085857335478068	0.0016755180151946548
1:Ins:C:4	6.585173167081849e-05	0.00012062492896802723	3.958327283726249e-08	0.0017921557744557503	0.0004853029981866541	0.0011363304278347642	0.00013914881274104118	0.0	1.8205975356977434e-05	0.008087088307365774	0.0010818319395184516	0.00011536823585629463	0.013474696595221759	0.0023739666678011416	0.0018777433782815934
1:Ins:C:5	0.01455829432234168	0.00555712374949735	0.0	0.0	6.542468327097595e-05	5.121804065311153e-08	4.0432233561205067e-08	0.00036516690161079166	0.002347000641748309	0.0037661172449588777	0.0019711729798103763	0.0009076748191887418	0.005219058834825319	0.01211855740829435	0.10581304300576448
1:Ins:T:0	0.0031854551518335937	0.0009288848298183439	0.00022039213185536254	0.014427830185741185	0.0	0.0	3.020447309154406e-07	0.004277897137149012	2.8025969286496343e-46	0.019637962753768078	0.016380119137465954	0.0029824587516486646	0.0	0.0034013595432043076	0.02467532642185688
1:Ins:T:1	5.03492032066788e-08	1.5751568094302116e-08	0.0	0.008935721358284354	2.6282778148356555e-05	0.0	0.0	0.0	0.0013258108189148742	0.0011579751306726393	0.0025380376486737076	0.012985861226047746	0.009091973956674337	0.003118340743048975	0.01221463996911325
1:Ins:T:2	0.0	0.0002981717957922569	1.6792904489193462e-08	1.3029171148559726e-05	0.003233842325630576	0.0	3.83173244244972e-09	0.0	0.001620818093761045	0.0	0.000986732881210628	0.001771518602163269	0.0020419514970853926	0.00019218476954847575	0.0036079247872919497
1:Ins:T:3	0.0006714209557060258	0.0	0.00020267112995497882	0.000360953618047688	3.679049598304118e-08	0.00026032672605822425	0.00032168662322646925	0.00011986542958766221	1.4012984643248171e-46	0.017396361211859813	0.003201950525135544	0.004978236369788646	0.023613446950912477	0.002280153939500451	0.006486451533498893
1:Ins:T:4	0.001407562824897468	0.0005931632431185107	5.777605451839918e-08	0.0	0.0001606147532257296	0.0	0.0037062550327888744	0.0	0.0	9.962944204744418e-07	0.00012333680224401177	0.022371082007884978	0.042713030613958834	0.0025029155467564124	0.1116670260205865
1:Ins:T:5	0.961690241098404	3.959790507490702e-30	7.006492321624085e-46	1.2556160982057918e-06	6.362573685692041e-08	1.151230812013182e-07	2.5448997007515575e-07	0.002294756224580473	0.0029870426355977906	7.65530759849753e-06	2.2378109861165287e-06	0.012783984571160544	0.015127143070873216	0.013203512074755962	0.21403689335188575
2:Del:R:0	0.00024335740191077092	0.0	0.0001968570752069354	0.013283521468110848	1.4012984643248171e-46	0.0009625766646408351	4.130409797653556e-05	0.008386860182508827	0.000991163495928049	1.3762646631221286e-07	0.007013097126036883	0.02162031624466181	0.015696364734321833	0.005302572716027498	0.002004789801787865
