NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	74.198	29.792	18.816	19.34	0.159	0.976	50000.0
2	71.244	29.623	17.97	19.326	0.166	0.975	30000.0
3	75.742	30.795	19.302	20.364	0.171	0.972	30000.0
4	72.399	29.801	17.664	18.861	0.173	0.977	30000.0
5	75.271	31.337	19.557	21.161	0.173	0.97	20000.0
6	72.035	29.631	18.01	19.168	0.167	0.976	20000.0
7	75.959	30.936	19.167	20.351	0.169	0.973	30000.0
8	75.761	30.958	19.851	21.031	0.166	0.969	30000.0
9	76.335	31.681	20.08	21.659	0.173	0.966	70000.0
10	74.809	30.004	19.259	20.028	0.175	0.972	40000.0
