Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V35	1.90E+00	0.00E+00	8.43E+00	1.86E+00	8.12E+00
V36	0.00E+00	1.74E+00	1.51E+00	1.06E+00	1.63E+00
V37	3.01E+00	5.64E+00	6.99E+00	2.37E+00	6.75E+00
V38	1.38E+00	1.17E+00	3.15E+00	1.29E+00	2.87E+00
V39	3.27E-01	3.14E-01	4.83E+00	1.03E+00	5.03E+00
V40	1.57E+00	1.12E+00	8.72E+00	3.40E-01	8.76E+00
V41	2.09E+00	1.61E+00	6.36E+00	0.00E+00	6.53E+00
V42	1.31E+00	7.52E-01	1.38E+01	8.23E-01	1.39E+01
V43	4.96E-01	0.00E+00	3.29E+00	1.02E+00	3.84E+00
V44	6.00E-01	3.17E+00	9.16E+00	0.00E+00	7.35E+00
V45	2.52E+00	1.14E+00	1.46E+01	9.89E-01	1.35E+01
V46	7.57E-01	1.50E+00	1.18E+01	1.64E+00	1.21E+01
V47	3.48E-01	3.90E+00	4.00E-01	2.31E+00	3.44E+00
V48	2.82E+00	4.90E-01	1.49E+01	9.63E+00	1.10E+01
V49	3.36E+00	7.18E-01	1.61E+01	3.22E+00	1.67E+01
V50	2.46E+00	2.17E+00	4.82E-01	0.00E+00	1.46E+00
V51	2.34E+00	1.29E+00	5.36E+00	2.70E+00	4.30E+00
V52	4.95E+00	1.42E+00	5.24E+00	0.00E+00	2.94E+00
V53	4.96E-01	8.31E-01	0.00E+00	1.59E+00	1.65E+00
V54	9.87E-01	7.31E-01	6.94E+00	4.54E+00	6.70E+00
V55	0.00E+00	2.49E-01	1.40E+00	1.24E+00	1.95E+00
V56	0.00E+00	1.15E+00	2.99E+00	0.00E+00	2.41E+00
V57	3.22E+00	3.81E+00	1.06E+01	1.21E+00	9.62E+00
V58	1.49E+00	3.59E-01	3.00E-01	1.27E+00	7.02E-01
V59	2.54E+00	6.57E-01	1.12E+01	1.04E+01	1.16E+01
V60	9.92E-01	1.92E+00	2.00E+01	1.18E+01	1.75E+01
V61	2.37E+00	1.74E+00	1.09E+01	4.73E-01	1.17E+01
V62	1.27E+00	6.29E-01	7.35E+00	2.47E+00	7.21E+00
V63	7.02E-01	2.31E+00	7.32E+00	1.34E+00	5.52E+00
V64	3.19E+00	1.53E-01	9.51E+00	1.60E+00	9.80E+00
V65	2.17E+00	2.21E+00	6.27E+00	0.00E+00	5.78E+00
V66	2.29E+00	4.22E-01	4.85E+00	1.47E+00	5.14E+00
V67	2.74E+00	1.07E+00	8.03E-01	1.62E+00	2.26E+00
V68	4.74E+00	3.89E-01	4.21E+00	2.02E+00	4.87E+00
V69	1.13E+00	1.40E+00	8.20E+00	4.42E+00	6.48E+00
V70	4.07E-01	0.00E+00	3.59E-01	0.00E+00	2.13E-01
V71	8.44E-01	5.39E-01	1.72E+00	1.47E+00	1.02E+00
V72	2.77E-01	1.40E+00	0.00E+00	2.30E+00	1.75E+00
V73	3.28E+00	6.74E-01	2.80E+00	2.56E+00	3.83E+00
V74	6.05E-01	7.27E-01	3.26E+00	1.75E+00	2.39E+00
V75	1.48E+00	4.82E-01	0.00E+00	1.15E+00	1.15E+00
V76	8.88E-01	2.21E+00	0.00E+00	0.00E+00	2.10E+00
V77	1.78E+00	1.32E+00	1.46E+00	1.88E+00	1.29E+00
V78	1.06E+00	1.27E+00	1.71E+00	1.90E+00	1.50E+00
V79	1.58E+00	2.12E+00	6.14E+00	7.00E-01	5.24E+00
V80	3.00E-01	1.82E+00	4.41E+00	3.39E+00	1.87E+00
V81	2.07E+00	0.00E+00	8.68E+00	2.01E+00	7.82E+00
V82	2.75E+00	3.82E+00	1.88E+01	6.67E-01	1.84E+01
V83	1.35E+00	1.45E+00	1.20E+00	5.73E-01	1.00E+00
V84	2.86E+00	0.00E+00	7.05E+00	0.00E+00	5.54E+00
V85	1.02E+00	0.00E+00	9.19E-01	2.23E+00	2.02E+00
V86	1.74E+00	2.39E+00	1.50E+01	1.30E+00	1.52E+01
V87	2.43E+00	1.84E+00	3.81E+00	9.64E-01	2.94E+00
V88	4.28E-01	1.31E+00	2.83E+00	9.12E-01	2.45E+00
V89	2.67E-01	1.76E+00	1.81E+00	2.39E+00	1.13E+00
V90	4.97E+00	1.61E+00	6.05E+00	5.81E+00	3.66E+00
V91	6.31E+00	1.39E+00	1.73E+01	5.28E+00	1.35E+01
V92	2.09E+00	1.51E+00	6.00E-01	1.21E+00	8.94E-01
V93	2.55E+00	1.66E+00	2.89E+01	1.75E+01	2.29E+01
V94	7.61E-01	2.43E+00	4.97E+00	1.01E+00	4.91E+00
V95	2.12E+00	3.15E+00	2.50E+01	1.51E+01	1.92E+01
V96	1.02E+01	1.06E+00	2.87E+01	9.38E+00	2.31E+01
V97	5.73E-01	2.08E+00	3.36E+00	2.54E+00	2.77E+00
V98	8.06E-01	2.82E+00	5.24E+00	4.00E-01	5.36E+00
V99	6.29E-01	8.97E-01	1.34E+00	0.00E+00	1.12E+00
V100	3.89E-01	6.96E-01	5.89E+00	2.95E+00	6.77E+00
