Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	422	17	0	105	5
V2	10	278	3	12	4
V3	54	123	0	81	15
V4	3	293	81	223	38
V5	5	107	175	0	7
V6	9	12	148	2	30
V7	217	317	36	33	1
V8	179	73	10	17	0
V9	5	107	28	0	0
V10	211	87	157	0	31
V11	391	2	99	39	33
V12	106	380	30	203	199
V13	45	181	57	6	3
V14	6	13	56	25	55
V15	8	9	120	145	20
V16	99	2	188	58	31
V17	68	3	134	5	42
V18	237	10	185	28	9
V19	8	103	88	31	3
V20	71	32	490	67	65
V21	49	0	68	103	26
V22	12	74	11	9	3
V23	65	40	22	62	266
V24	282	58	22	5	220
V25	20	82	86	351	0
V26	76	6	0	18	126
V27	41	84	54	52	1
V28	51	2	208	18	14
V29	51	2	164	11	8
V30	23	150	0	411	7
V31	113	63	47	12	1
V32	11	7	42	16	0
V33	1	0	53	9	0
V34	31	46	3	41	91
V35	42	0	43	60	86
V36	0	34	5	19	3
V37	63	670	33	30	150
V38	25	14	19	2	12
V39	0	2	68	6	1
V40	8	25	85	1	4
V41	40	65	80	0	10
V42	29	11	120	17	0
V43	2	0	26	4	63
V44	9	47	82	0	1
V45	42	11	130	16	0
V46	3	9	110	21	0
V47	1	645	0	109	27
V48	42	6	87	52	1
V49	191	20	129	56	99
V50	231	124	0	0	19
V51	61	36	51	66	24
V52	275	12	19	0	9
V53	3	11	0	47	16
V54	12	15	39	41	35
V55	0	1	0	62	167
V56	0	25	11	0	57
V57	170	180	74	6	29
V58	36	3	1	8	3
V59	42	8	43	634	131
V60	9	123	142	94	1
V61	26	86	147	1	0
V62	18	2	61	58	45
V63	3	67	75	18	99
V64	195	1	71	35	0
V65	32	41	38	0	84
V66	34	3	15	7	112
V67	322	10	0	34	41
V68	255	1	33	24	59
V69	9	34	47	2	10
V70	3	0	3	0	0
V71	13	3	11	54	3
V72	1	45	0	107	46
V73	152	12	0	48	103
V74	7	5	28	32	4
V75	12	3	0	17	50
V76	15	97	0	0	74
V77	29	24	7	17	0
V78	20	6	11	90	30
V79	21	119	55	1	75
V80	1	19	34	161	13
V81	143	0	79	30	0
V82	87	87	139	3	105
V83	26	58	7	6	0
V84	263	0	52	0	0
V85	6	0	0	30	100
V86	23	71	85	11	214
V87	51	54	25	7	0
V88	3	108	30	6	0
V89	1	34	13	191	16
V90	206	50	53	165	44
V91	145	16	112	23	74
V92	77	16	3	19	8
V93	74	93	199	124	16
V94	5	253	43	5	40
V95	23	89	181	153	0
V96	259	16	188	34	3
V97	1	35	0	138	82
V98	9	248	43	1	38
V99	7	23	22	0	0
V100	3	4	76	18	25
