MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	1.32E-07	0.00E+00	1.56E-03	9.44E-08	3.25E-02	2.79E-07	1.56E-02	6.13E-03	3.06E-02	7.76E-03	4.12E-02	2.69E-02	1.87E-46	2.26E-04	5.82E-03
1:Del:C:1	2.37E-08	0.00E+00	1.19E-03	5.96E-08	1.86E-02	8.21E-03	7.74E-03	4.41E-07	0.00E+00	1.13E-02	5.33E-02	8.02E-04	1.13E-02	1.85E-02	1.02E-06
1:Del:C:2	3.47E-08	9.20E-05	0.00E+00	1.91E-04	4.61E-04	9.63E-04	9.58E-04	5.42E-08	1.03E-04	6.02E-03	4.95E-04	1.87E-07	0.00E+00	4.15E-03	5.99E-04
1:Del:C:3	0.00E+00	1.57E-03	7.73E-04	0.00E+00	9.90E-04	2.59E-05	3.48E-03	3.08E-03	3.72E-03	3.94E-03	2.18E-03	5.37E-03	2.37E-03	4.21E-03	2.91E-04
1:Del:C:4	1.01E-04	4.12E-04	9.58E-04	4.52E-04	2.12E-03	7.32E-04	2.40E-03	0.00E+00	1.40E-46	7.39E-04	6.93E-03	5.50E-03	1.35E-03	1.26E-02	4.70E-03
1:Del:C:5	2.95E-05	3.07E-04	1.93E-03	1.09E-08	1.91E-07	4.05E-04	1.47E-03	2.19E-27	1.45E-03	5.99E-03	3.44E-03	1.29E-02	1.62E-03	1.90E-03	2.00E-03
1:Del:T:0	0.00E+00	3.37E-03	0.00E+00	5.14E-04	1.24E-02	7.87E-03	1.05E-02	4.20E-46	2.10E-02	9.07E-03	6.79E-02	4.30E-02	8.06E-03	7.47E-03	1.40E-46
1:Del:T:1	4.90E-04	3.08E-07	8.65E-05	8.85E-08	7.71E-03	1.16E-03	4.21E-03	8.93E-04	1.29E-02	2.06E-03	2.26E-02	1.78E-02	6.42E-05	6.97E-04	7.04E-03
1:Del:T:2	6.71E-05	1.53E-04	3.23E-08	7.71E-08	1.47E-02	3.58E-03	6.66E-03	0.00E+00	6.17E-03	3.63E-03	2.91E-02	1.32E-02	3.91E-04	4.96E-02	5.11E-02
1:Del:T:3	2.24E-08	5.85E-04	1.84E-03	1.64E-02	1.86E-03	4.87E-07	1.40E-46	3.16E-02	7.70E-02	1.13E-03	3.25E-02	7.77E-03	1.18E-02	2.99E-02	5.43E-02
1:Del:T:4	7.62E-04	3.03E-03	4.56E-03	0.00E+00	1.22E-02	3.60E-04	5.99E-03	1.51E-02	2.45E-02	0.00E+00	2.16E-02	5.95E-02	1.08E-03	1.16E-02	2.80E-02
1:Del:T:5	9.58E-08	1.60E-06	7.45E-03	0.00E+00	1.58E-07	2.40E-07	5.24E-07	3.28E-03	2.55E-07	1.08E-07	2.73E-07	9.44E-02	1.75E-02	6.66E-02	1.41E-03
1:Ins:C:0	7.67E-05	1.11E-08	9.47E-08	2.52E-08	4.66E-09	6.08E-04	1.12E-07	8.62E-09	1.31E-07	4.30E-04	9.61E-04	6.96E-08	0.00E+00	2.79E-06	0.00E+00
1:Ins:C:1	1.42E-08	1.17E-08	1.32E-04	2.82E-04	1.40E-46	4.54E-09	8.74E-04	0.00E+00	3.32E-07	9.08E-04	3.41E-04	2.83E-04	2.76E-04	2.08E-03	9.66E-04
1:Ins:C:2	3.56E-05	4.00E-08	6.85E-08	2.01E-08	6.64E-08	4.21E-04	2.72E-07	6.12E-08	4.64E-07	1.32E-03	4.72E-04	1.43E-07	2.04E-08	4.70E-07	8.08E-04
1:Ins:C:3	1.05E-04	5.22E-04	2.18E-08	9.64E-07	0.00E+00	3.53E-05	8.98E-08	0.00E+00	2.09E-04	5.50E-04	6.73E-06	3.40E-08	1.03E-03	8.06E-04	8.95E-04
1:Ins:C:4	2.65E-06	4.36E-04	3.42E-04	2.80E-46	0.00E+00	1.71E-04	8.91E-04	5.78E-04	3.22E-04	5.67E-04	2.15E-04	2.80E-04	2.71E-03	4.06E-03	8.83E-04
1:Ins:C:5	2.53E-08	3.56E-03	6.58E-04	2.39E-04	1.84E-04	0.00E+00	2.98E-04	9.43E-04	1.17E-03	1.47E-03	1.02E-03	2.64E-02	7.32E-03	2.67E-02	3.39E-03
1:Ins:T:0	3.55E-05	1.23E-03	1.92E-05	0.00E+00	2.75E-03	4.20E-46	2.69E-03	0.00E+00	0.00E+00	2.24E-03	1.92E-03	3.81E-03	3.35E-03	1.02E-02	7.67E-03
1:Ins:T:1	2.92E-04	9.67E-06	1.36E-04	1.25E-03	2.54E-03	2.51E-03	9.00E-03	2.54E-03	5.07E-03	1.01E-03	4.86E-03	2.23E-03	1.13E-02	1.60E-03	1.58E-03
1:Ins:T:2	3.30E-08	3.49E-08	7.03E-05	1.27E-04	3.13E-04	1.12E-03	1.13E-03	0.00E+00	2.84E-07	8.95E-04	2.06E-03	1.84E-03	5.14E-05	3.20E-03	2.35E-07
1:Ins:T:3	9.58E-08	1.07E-03	2.54E-08	0.00E+00	1.93E-07	2.24E-04	4.73E-03	9.59E-08	2.69E-04	4.20E-03	1.40E-03	2.74E-03	2.45E-03	1.15E-02	7.94E-04
1:Ins:T:4	4.64E-04	1.82E-03	7.05E-04	1.40E-46	1.89E-04	6.87E-04	1.06E-02	2.99E-07	6.10E-08	1.47E-02	2.11E-03	1.21E-03	4.80E-03	1.55E-02	1.68E-03
1:Ins:T:5	9.30E-08	8.25E-03	1.08E-08	2.08E-07	3.50E-07	1.80E-03	5.26E-02	5.69E-03	1.13E-07	1.98E-05	8.22E-07	2.03E-06	9.29E-02	4.63E-02	6.49E-20
2:Del:R:0	3.48E-04	5.93E-04	6.47E-04	6.43E-04	2.09E-03	4.74E-03	1.59E-02	7.94E-04	2.25E-03	1.10E-02	6.92E-03	5.62E-04	1.65E-03	5.30E-03	0.00E+00
2:Del:R:1	8.02E-08	6.31E-08	2.69E-03	3.14E-02	7.60E-04	4.77E-04	3.97E-07	4.41E-02	4.39E-03	5.45E-03	3.66E-04	1.06E-06	2.43E-02	2.53E-03	1.21E-02
2:Del:R:2	2.54E-08	2.17E-05	3.54E-04	3.00E-04	1.06E-04	0.00E+00	0.00E+00	3.97E-03	8.22E-04	1.18E-03	2.15E-04	3.59E-03	1.41E-03	3.06E-03	6.59E-04
2:Del:R:3	8.05E-05	1.66E-04	1.31E-07	0.00E+00	0.00E+00	0.00E+00	7.91E-05	0.00E+00	4.50E-08	3.41E-08	5.79E-09	3.13E-04	1.94E-04	9.53E-08	3.24E-04
2:Del:R:4	6.27E-03	2.50E-08	5.17E-08	3.80E-05	2.92E-04	1.61E-04	6.02E-04	2.61E-03	3.39E-03	2.64E-03	7.04E-08	6.57E-08	8.70E-08	1.85E-07	7.79E-02
