Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	11	3	19	142	0	200	0	0	0	0
V2	22	7	56	86	128	0	18	2	0	0
V3	24	25	16	7	0	5	0	11	36	9
V4	74	0	18	0	0	73	0	0	1	0
V5	92	236	77	70	71	16	0	0	22	0
V6	0	0	199	93	4	0	2	54	0	55
V7	0	6	44	19	2	23	54	30	37	28
V8	49	0	414	0	0	8	193	46	0	34
V9	81	111	0	31	29	148	0	87	15	0
V10	0	0	69	5	33	87	91	28	0	13
V11	8	23	0	70	11	122	10	0	0	2
V12	28	9	0	1	15	10	0	0	0	10
V13	31	0	0	20	4	9	0	0	15	18
V14	211	51	32	91	9	35	0	0	0	0
V15	17	24	26	19	0	0	0	0	0	0
V16	7	33	0	31	42	82	4	28	0	2
V17	87	217	54	103	75	8	0	0	28	0
V18	79	121	75	23	66	42	0	0	5	0
V19	195	32	117	83	11	38	3	0	0	0
V20	185	26	153	0	0	0	46	1	0	0
V21	0	0	20	116	8	50	11	0	8	0
V22	131	175	73	0	25	89	31	0	0	0
V23	142	47	82	38	306	48	0	0	0	0
V24	0	38	21	91	4	2	15	0	36	20
V25	383	147	0	125	106	36	0	23	30	9
V26	3	0	0	0	5	0	17	0	2	0
V27	0	4	0	147	98	1	0	41	0	39
V28	2	184	159	151	75	23	28	42	0	0
V29	45	178	99	66	154	61	3	0	0	0
V30	8	0	5	1	0	8	0	0	0	0
V31	64	32	40	42	26	5	0	0	0	0
V32	204	222	51	0	0	131	0	0	0	0
V33	0	117	112	0	3	7	43	2	0	2
V34	5	5	17	1	0	52	0	0	0	0
V35	71	21	27	17	53	0	0	0	6	0
V36	12	0	3	30	8	80	3	1	0	0
V37	17	7	51	122	3	46	0	27	0	0
V38	13	8	23	3	0	47	0	12	0	1
V39	59	117	2	13	68	51	0	4	46	38
V40	74	19	43	0	75	5	0	0	0	0
V41	4	29	99	58	4	0	6	29	0	0
V42	0	60	17	20	38	0	0	0	1	12
V43	103	9	0	2	33	22	0	0	0	24
V44	0	83	1	8	0	32	0	2	1	0
V45	181	31	0	114	20	50	0	50	0	49
V46	0	12	144	91	9	0	6	2	0	0
V47	5	82	5	249	50	130	7	40	0	0
V48	111	9	82	132	19	42	0	0	0	0
V49	91	11	73	0	66	12	0	0	0	0
V50	78	338	7	59	18	9	0	0	33	0
V51	67	45	21	42	11	1	0	1	0	22
V52	2	33	0	39	209	19	0	0	11	0
V53	0	0	44	0	0	20	0	9	81	0
V54	169	0	321	330	17	90	144	0	0	3
V55	0	70	13	41	45	19	20	19	0	0
V56	1	107	76	0	35	1	0	6	0	11
V57	252	149	58	3	45	129	0	0	0	0
V58	0	60	117	0	11	11	39	8	0	23
V59	208	28	0	141	0	8	0	0	39	15
V60	37	2	23	55	28	72	0	0	0	0
V61	0	304	70	0	0	88	76	0	17	0
V62	0	0	32	0	124	44	0	0	36	14
V63	23	59	9	69	94	2	0	18	0	0
V64	6	2	156	43	64	0	102	0	0	0
V65	13	138	8	101	45	0	12	28	0	1
V66	95	3	18	7	72	25	0	0	4	0
V67	61	454	129	0	0	24	17	0	1	0
V68	0	126	0	25	11	1	0	40	0	9
V69	242	0	44	29	0	27	0	0	0	0
V70	17	13	96	47	51	5	18	0	0	25
V71	8	91	4	32	0	1	0	9	0	0
V72	18	3	20	0	0	15	0	0	0	0
V73	49	1	7	0	16	21	15	0	30	0
V74	433	0	199	109	0	45	0	0	0	0
V75	12	14	3	7	4	276	0	21	0	0
V76	0	0	101	9	15	29	3	73	0	0
V77	350	9	26	57	413	7	5	0	0	0
V78	127	0	48	0	51	131	0	0	3	33
V79	8	2	9	55	0	7	0	50	0	0
V80	33	46	35	10	5	31	0	0	0	0
V81	1	30	70	2	32	63	61	0	0	0
V82	18	9	19	53	190	7	2	5	0	5
V83	71	0	29	0	21	72	7	1	0	0
V84	73	146	79	0	33	14	0	0	0	0
V85	139	77	78	235	71	0	0	20	0	0
V86	5	18	115	0	4	25	3	17	0	8
V87	23	3	10	0	57	0	0	44	0	5
V88	1	10	35	0	0	6	0	5	0	8
V89	162	133	79	266	106	5	0	31	0	0
V90	2	0	0	69	0	38	5	6	0	0
V91	28	4	9	2	190	14	0	30	0	0
V92	23	145	17	116	101	61	0	0	0	0
V93	0	0	194	0	0	52	27	17	43	12
V94	4	0	33	3	3	2	29	0	0	0
V95	21	0	102	309	0	7	34	108	0	5
V96	15	26	72	5	0	0	28	11	0	0
V97	2	75	55	193	7	3	2	0	0	0
V98	21	98	0	13	0	5	8	0	0	4
V99	31	125	117	0	61	113	176	0	0	4
V100	0	4	0	174	6	7	0	38	0	6
