MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H
1:Del:C:0	1.67E-03	9.80E-04	6.20E-03	6.82E-04	1.69E-03	3.78E-03	9.69E-03	4.12E-02
1:Del:C:1	4.13E-04	6.28E-04	4.98E-03	5.96E-04	1.28E-03	3.35E-03	5.91E-03	1.88E-02
1:Del:C:2	6.46E-05	0.00E+00	3.25E-04	1.20E-05	1.56E-04	3.58E-04	7.89E-04	1.53E-03
1:Del:C:3	9.67E-06	4.13E-04	6.31E-04	5.11E-04	5.22E-04	6.28E-04	3.31E-03	1.53E-03
1:Del:C:4	2.38E-04	2.50E-04	1.15E-03	0.00E+00	1.07E-03	3.56E-04	2.69E-03	4.19E-03
1:Del:C:5	9.24E-05	4.82E-04	3.15E-04	2.73E-04	1.63E-03	4.16E-05	1.51E-03	2.76E-03
1:Del:T:0	2.83E-04	5.93E-04	3.96E-03	3.80E-06	2.48E-03	2.05E-03	5.02E-03	1.80E-02
1:Del:T:1	1.82E-04	1.44E-05	1.55E-03	2.36E-04	1.32E-04	1.45E-03	3.73E-03	8.93E-03
1:Del:T:2	3.61E-04	4.75E-05	2.60E-03	5.07E-04	1.28E-03	1.65E-03	2.04E-03	1.54E-02
1:Del:T:3	9.00E-04	5.11E-04	2.44E-03	1.17E-03	3.56E-03	1.17E-04	2.18E-03	1.68E-02
1:Del:T:4	1.94E-04	0.00E+00	2.76E-03	1.15E-03	4.03E-03	0.00E+00	2.50E-03	1.86E-02
1:Del:T:5	8.40E-08	1.02E-03	1.01E-07	6.62E-08	8.46E-03	1.01E-03	5.62E-02	5.69E-02
1:Ins:C:0	5.42E-08	4.05E-07	1.95E-08	2.16E-08	8.09E-07	4.73E-04	1.61E-03	6.59E-05
1:Ins:C:1	7.26E-05	2.52E-09	2.15E-04	0.00E+00	2.96E-04	1.18E-04	5.69E-04	1.79E-04
1:Ins:C:2	0.00E+00	5.59E-04	1.62E-04	1.12E-04	0.00E+00	2.12E-04	5.50E-04	2.00E-08
1:Ins:C:3	1.55E-03	1.35E-04	3.28E-05	2.62E-04	2.84E-04	1.68E-04	3.01E-03	3.78E-04
1:Ins:C:4	1.08E-04	0.00E+00	0.00E+00	2.94E-04	4.35E-04	4.92E-04	2.36E-03	5.09E-04
1:Ins:C:5	1.59E-02	2.99E-46	5.60E-08	2.65E-03	1.10E-03	1.04E-03	3.32E-02	1.21E-02
1:Ins:T:0	0.00E+00	3.30E-04	1.38E-03	6.05E-04	2.28E-03	6.37E-04	3.41E-03	8.42E-03
1:Ins:T:1	1.36E-04	1.39E-04	1.26E-03	1.69E-04	0.00E+00	8.07E-04	2.05E-03	4.65E-03
1:Ins:T:2	2.27E-04	0.00E+00	2.37E-04	6.37E-05	8.85E-05	4.29E-04	4.36E-04	2.06E-03
1:Ins:T:3	1.99E-03	5.40E-03	0.00E+00	2.79E-03	1.16E-06	5.75E-07	3.97E-02	3.32E-03
1:Ins:T:4	2.00E-05	3.97E-04	5.09E-04	1.21E-03	1.30E-03	0.00E+00	1.71E-03	5.06E-03
1:Ins:T:5	4.47E-08	6.15E-05	7.72E-04	8.70E-03	5.90E-08	1.44E-03	6.58E-02	7.82E-02
2:Del:R:0	1.29E-04	3.27E-04	7.55E-04	1.27E-04	1.45E-08	1.17E-03	9.73E-04	3.33E-03
2:Del:R:1	2.95E-04	0.00E+00	4.99E-04	1.86E-04	1.13E-03	1.07E-03	2.07E-03	2.58E-03
2:Del:R:2	1.48E-04	0.00E+00	5.61E-05	6.98E-05	4.02E-04	2.73E-04	9.62E-04	2.26E-04
2:Del:R:3	2.57E-08	0.00E+00	1.97E-05	2.09E-08	1.50E-04	1.02E-08	2.22E-05	8.10E-05
2:Del:R:4	2.66E-03	2.03E-03	1.04E-04	8.88E-06	7.44E-04	1.51E-03	2.48E-02	3.67E-03
2:Del:R:5	2.47E-08	1.79E-05	1.80E-09	3.05E-08	1.58E-08	2.17E-04	3.10E-04	1.77E-07
3:Del:R:0	0.00E+00	6.57E-05	5.52E-04	7.18E-09	5.54E-04	1.21E-03	1.64E-03	2.20E-03
3:Del:R:1	2.41E-05	6.98E-09	5.78E-04	9.62E-04	2.84E-07	0.00E+00	2.97E-03	3.86E-03
3:Del:R:2	3.33E-05	3.54E-05	2.10E-04	3.35E-04	5.59E-04	8.52E-08	4.72E-04	1.63E-03
3:Del:R:3	9.77E-03	8.20E-04	3.00E-04	3.47E-04	1.02E-03	4.30E-04	1.32E-02	4.61E-03
3:Del:R:4	2.00E-08	4.02E-09	9.52E-09	8.92E-09	1.88E-08	1.33E-08	6.89E-08	9.12E-08
3:Del:R:5	5.86E-09	1.04E-03	7.85E-08	1.82E-04	6.18E-05	2.82E-04	1.77E-03	2.55E-04
4:Del:R:0	1.58E-03	2.65E-04	3.93E-04	7.44E-04	3.15E-04	1.21E-03	4.34E-03	3.45E-03
4:Del:R:1	1.44E-04	3.75E-04	5.42E-04	1.38E-04	1.82E-04	5.33E-04	7.39E-04	5.09E-03
4:Del:R:2	2.91E-04	4.67E-05	3.67E-05	1.91E-04	2.78E-04	4.14E-04	1.85E-03	1.95E-04
4:Del:R:3	2.00E-08	4.02E-09	9.52E-09	8.92E-09	1.88E-08	1.33E-08	6.89E-08	9.12E-08
4:Del:R:4	6.47E-05	0.00E+00	1.86E-08	2.78E-08	1.33E-04	1.33E-04	2.69E-04	6.59E-08
4:Del:R:5	1.59E-05	8.25E-08	3.73E-08	4.17E-08	6.39E-05	7.58E-08	1.58E-04	2.14E-04
5:Del:R:0	7.75E-05	2.70E-03	1.71E-04	5.44E-04	1.40E-46	8.71E-03	2.88E-02	3.20E-02
5:Del:R:1	1.50E-04	3.01E-03	6.50E-04	5.47E-03	1.50E-03	1.33E-03	4.57E-02	1.08E-03
5:Del:R:2	1.54E-05	0.00E+00	2.57E-05	2.57E-04	1.50E-04	2.11E-04	4.23E-04	1.95E-04
5:Del:R:3	4.30E-05	5.35E-05	3.31E-08	2.82E-08	1.56E-04	5.17E-08	5.40E-04	2.64E-08
5:Del:R:4	3.17E-08	1.95E-08	7.62E-05	3.23E-08	4.61E-08	8.91E-08	5.05E-07	1.67E-04
5:Del:R:5	2.00E-08	4.02E-09	9.52E-09	8.92E-09	1.88E-08	1.33E-08	6.89E-08	9.12E-08
2:Ins:R:0	4.23E-08	0.00E+00	2.53E-04	1.89E-04	4.71E-08	5.05E-08	6.75E-05	1.84E-03
2:Ins:R:1	1.13E-08	0.00E+00	2.90E-04	2.11E-04	1.18E-05	4.33E-04	4.66E-04	1.49E-03
2:Ins:R:2	1.40E-04	0.00E+00	2.24E-04	0.00E+00	4.32E-04	3.17E-04	6.52E-04	6.43E-04
2:Ins:R:3	2.88E-08	4.71E-05	1.97E-05	9.79E-05	2.57E-04	1.33E-08	8.03E-04	6.15E-04
2:Ins:R:4	1.68E-06	5.27E-04	0.00E+00	3.70E-04	6.15E-04	0.00E+00	3.57E-03	1.11E-03
2:Ins:R:5	1.06E-04	2.15E-04	0.00E+00	2.13E-03	1.06E-03	2.51E-04	5.41E-03	7.43E-03
3:Ins:R:0	1.57E-05	8.88E-09	1.68E-08	1.44E-04	2.90E-08	7.65E-05	4.81E-04	8.57E-09
3:Ins:R:1	1.56E-05	0.00E+00	5.58E-05	1.30E-04	5.43E-04	7.73E-08	1.32E-03	5.71E-04
3:Ins:R:2	1.59E-05	2.24E-08	3.85E-08	4.35E-08	8.18E-08	9.74E-05	2.38E-04	2.35E-04
3:Ins:R:3	6.56E-03	3.29E-03	0.00E+00	2.66E-07	2.57E-08	1.15E-03	4.40E-02	3.89E-03
3:Ins:R:4	6.39E-08	2.76E-08	3.79E-08	2.90E-08	5.37E-08	1.40E-04	2.87E-07	3.39E-04
3:Ins:R:5	1.04E-04	1.36E-04	7.63E-05	1.77E-04	3.09E-04	5.77E-05	6.51E-04	1.11E-03
4:Ins:R:0	7.03E-05	6.21E-08	3.38E-08	0.00E+00	3.49E-07	6.82E-05	4.48E-04	5.04E-04
4:Ins:R:1	5.08E-03	5.20E-04	9.49E-08	4.89E-04	2.00E-04	6.92E-04	2.06E-02	1.48E-03
