Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
V1	5	1	3	2	0	5	0	2	0	0	0	0	7	2	0
V2	36	17	114	6	11	34	20	8	0	0	18	20	7	35	33
V3	145	0	26	7	2	24	6	7	3	0	26	2	0	4	0
V4	0	40	22	10	1	3	8	1	0	0	0	11	2	3	14
V5	2	48	17	12	140	0	34	2	47	4	0	12	72	11	0
V6	7	5	86	11	13	8	10	66	13	10	83	2	0	12	0
V7	6	1	0	154	0	0	0	0	25	78	0	0	77	3	0
V8	101	7	31	5	2	27	4	33	0	8	1	0	1	2	3
V9	33	1	0	31	26	26	2	41	74	13	21	36	23	12	2
V10	18	0	134	89	0	11	0	8	12	8	1	0	76	25	0
V11	80	0	50	45	42	4	17	9	0	2	0	15	3	27	0
V12	312	17	48	36	4	0	2	3	46	26	0	2	0	20	0
V13	40	104	40	11	11	10	16	19	0	7	6	23	0	6	5
V14	249	18	17	1	0	8	2	10	0	0	2	0	1	0	8
V15	0	1	0	44	5	8	14	25	14	13	10	3	1	8	0
V16	18	0	205	0	86	78	41	112	0	0	18	55	6	53	2
V17	34	221	66	3	13	17	40	9	0	0	8	4	25	3	10
V18	12	1253	38	12	0	34	10	58	6	2	0	4	8	13	22
V19	1	5	0	23	4	32	12	41	26	5	8	4	14	3	20
V20	10	26	12	66	5	8	1	80	12	11	21	1	53	0	0
V21	29	67	7	1	1	0	4	18	9	0	0	0	2	4	0
V22	29	20	0	0	20	58	38	16	0	0	20	22	18	1	4
V23	2	59	17	36	29	94	50	18	72	38	79	10	5	54	0
V24	128	5	2	0	18	0	6	6	0	0	2	18	0	0	0
V25	24	25	1	18	0	1	0	6	7	15	2	0	4	8	0
V26	73	45	0	6	11	58	17	0	0	4	28	8	4	1	4
V27	4	12	9	1	31	60	108	44	0	0	20	15	6	0	0
V28	16	1	26	0	5	0	24	1	0	5	0	0	2	0	0
V29	6	40	9	40	90	3	72	1	11	0	0	28	2	2	15
V30	63	41	33	5	27	0	20	0	0	13	0	12	0	1	0
V31	178	24	5	4	58	10	36	4	0	3	8	84	23	1	11
V32	28	44	57	13	89	23	93	24	0	14	18	1	9	12	0
V33	12	96	4	0	22	3	34	6	5	4	0	67	10	0	0
V34	28	0	68	2	1	30	11	8	12	1	5	20	6	3	26
V35	51	29	0	126	81	4	150	1	49	241	1	2	50	91	0
