Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q
V1	15	0	7	8	30	8	0	5	14	0	0	4	0	1	5	0	7
V2	186	15	59	5	4	23	4	8	12	0	0	2	1	0	0	6	1
V3	26	0	0	3	18	13	9	7	7	79	0	42	0	25	4	4	0
V4	35	0	10	4	19	27	10	24	25	0	0	1	0	4	18	0	0
V5	0	320	4	2	26	2	19	5	2	0	0	0	0	36	6	19	2
V6	0	3	107	0	0	13	2	2	0	0	0	0	0	0	0	0	13
V7	54	175	44	15	13	1	18	9	6	42	0	2	0	16	0	29	10
V8	23	49	10	5	1	33	0	13	5	2	0	1	6	6	4	6	0
V9	255	0	32	4	53	0	78	0	0	0	0	14	6	13	10	17	2
V10	37	90	126	8	0	0	0	1	2	0	0	1	0	5	0	19	3
V11	75	21	0	34	36	10	3	5	1	0	0	3	26	5	11	6	0
V12	13	114	232	3	1	8	1	6	0	0	0	0	0	5	0	8	3
V13	57	2	0	30	60	4	4	4	10	0	4	7	2	11	22	0	0
V14	12	48	1	45	27	29	9	78	12	0	4	26	7	0	11	0	0
V15	48	20	56	8	5	6	11	7	2	0	0	1	41	3	26	12	6
V16	38	30	109	9	0	2	0	1	2	0	5	0	33	0	0	0	0
V17	45	30	24	1	17	7	0	1	3	0	24	0	8	11	0	18	0
V18	0	25	12	17	44	1	18	0	0	0	8	11	15	7	1	0	0
V19	14	8	11	7	9	52	11	107	57	7	0	7	0	0	16	0	0
V20	31	1	3	2	31	0	8	0	0	0	0	22	0	13	29	4	0
V21	4	81	234	70	51	5	54	0	0	0	126	21	0	0	0	5	2
V22	8	127	38	33	1	13	0	4	7	8	23	9	0	7	0	3	0
V23	125	94	10	16	42	9	179	8	4	0	5	94	0	23	8	2	0
V24	113	224	89	12	111	85	33	85	98	157	0	0	0	0	58	0	6
V25	37	167	79	4	15	28	0	39	58	69	1	11	0	8	0	4	0
V26	520	5	0	8	7	31	2	27	30	20	16	4	10	0	13	13	6
V27	4	111	55	0	1	27	0	53	43	33	0	18	0	0	5	1	0
V28	8	39	26	8	19	56	5	15	59	0	3	3	0	19	18	1	1
V29	35	0	190	28	26	0	28	1	0	0	16	8	0	31	1	6	2
V30	28	0	165	30	2	21	7	13	56	0	1	2	0	2	0	3	10
V31	46	30	17	0	0	2	8	1	9	0	0	5	0	0	1	12	0
V32	57	5	11	27	0	33	44	19	21	0	6	24	21	11	53	0	0
V33	0	28	4	15	6	1	0	0	2	0	2	4	0	0	0	6	0
V34	0	49	2	17	1	3	0	5	1	11	1	0	1	1	0	0	7
V35	35	81	4	0	0	1	0	9	7	38	0	4	10	5	3	7	0
V36	0	31	20	0	44	6	8	1	42	0	0	1	0	6	0	0	0
V37	53	29	2	48	5	1	0	0	0	19	0	1	33	9	0	0	0
V38	212	14	15	2	0	2	1	1	2	0	0	5	0	0	0	14	0
V39	64	318	69	33	7	7	11	2	0	5	4	14	16	19	0	0	0
V40	65	49	1	86	14	0	56	14	14	0	74	19	9	60	6	0	0
V41	12	40	4	62	3	8	1	3	0	11	13	0	0	4	0	0	10
V42	67	19	5	4	20	21	9	2	10	10	0	12	24	6	5	7	0
V43	45	13	51	163	14	3	4	0	0	8	7	0	13	8	0	0	0
V44	30	82	9	35	74	15	33	0	0	25	9	16	4	27	31	7	0
V45	49	265	52	3	38	21	18	11	16	0	0	29	0	0	24	0	0
V46	67	4	213	4	4	12	7	6	20	0	0	5	0	7	6	0	26
V47	236	120	0	0	0	2	0	3	4	45	0	2	10	26	0	3	0
V48	19	0	32	38	28	11	16	27	7	0	3	10	1	3	10	1	0
V49	6	15	16	0	26	22	43	41	34	10	0	15	0	21	0	0	0
V50	2	373	2	7	34	0	26	2	2	0	0	2	0	39	0	0	3
V51	3	14	23	26	23	0	0	7	1	0	0	14	0	29	3	0	9
V52	1	64	0	10	1	1	7	0	0	0	2	5	0	6	0	8	0
V53	0	0	35	76	17	70	0	45	30	0	27	12	0	0	4	3	0
V54	0	32	2	1	6	0	5	21	17	69	0	0	0	6	0	8	3
V55	319	8	95	2	10	3	0	17	1	0	1	0	11	0	6	1	0
V56	6	28	7	43	141	44	35	10	12	0	24	25	27	10	0	0	0
V57	154	4	133	5	0	0	0	0	0	0	17	0	7	2	1	7	10
V58	37	11	38	11	128	0	63	3	0	0	6	29	0	19	59	4	3
V59	0	17	18	68	2	6	0	4	0	0	0	0	0	0	2	0	0
V60	28	36	32	3	2	0	18	0	0	47	0	1	0	0	1	12	0
V61	20	3	44	6	11	1	6	0	1	0	3	1	0	2	3	0	17
V62	0	218	55	4	11	0	7	0	0	0	0	4	0	20	5	2	3
V63	12	0	0	23	79	6	54	0	0	8	0	37	0	12	0	0	0
V64	26	46	6	0	10	31	7	31	51	12	4	1	49	0	15	0	7
V65	24	79	13	55	0	7	0	8	18	0	7	24	22	0	0	6	4
V66	46	22	20	12	4	1	0	0	0	0	2	0	59	4	1	8	22
V67	206	26	0	8	39	1	27	0	1	0	0	26	23	8	0	0	6
V68	58	6	32	11	0	7	0	7	0	0	4	6	3	2	0	0	0
V69	23	0	112	6	4	17	2	13	4	0	4	3	7	0	0	1	0
V70	319	0	6	130	38	11	17	10	4	0	82	0	4	0	0	8	10
V71	7	0	4	13	10	23	7	22	17	0	5	0	2	0	6	2	1
V72	32	5	2	46	0	0	0	0	0	0	45	0	0	0	0	1	0
V73	1	149	7	0	12	13	25	2	12	0	0	0	0	0	7	2	0
V74	33	49	60	42	5	1	0	3	0	0	26	5	0	1	2	4	0
V75	56	6	36	28	38	0	0	0	0	0	16	3	0	9	22	8	0
V76	0	98	7	0	14	3	32	4	2	0	0	23	13	16	13	3	0
V77	94	77	110	49	12	1	19	1	2	3	0	9	3	2	1	3	0
V78	46	28	9	96	20	28	48	11	54	0	58	36	0	0	36	3	1
V79	7	0	460	77	16	7	3	18	7	0	11	12	0	0	8	0	2
V80	135	95	3	11	0	80	16	129	37	30	0	0	51	0	5	11	0
V81	3	10	177	86	3	2	13	13	4	0	0	19	0	0	0	1	0
V82	186	74	40	0	3	0	1	0	0	0	0	9	14	10	0	14	4
V83	0	21	54	634	5	18	0	17	0	0	201	0	0	0	0	0	0
V84	11	100	124	17	52	9	0	12	5	99	12	9	0	18	9	0	0
V85	5	38	22	8	15	0	0	0	2	0	13	3	0	7	9	0	0
V86	0	88	88	2	2	0	0	0	0	0	0	0	18	1	0	9	6
V87	7	16	65	0	16	16	4	2	17	0	0	3	0	0	5	0	19
V88	223	59	11	2	2	15	1	4	18	0	0	14	7	6	0	17	0
V89	0	3	75	1	20	5	6	5	5	5	0	23	0	8	10	0	2
V90	2	3	31	5	39	96	13	23	0	0	0	5	0	15	5	0	3
V91	74	0	49	6	4	36	0	5	16	1	9	2	13	0	0	0	0
V92	117	2	1	8	0	5	0	4	0	0	0	0	3	0	3	0	0
V93	3	5	7	38	45	3	30	0	3	0	20	15	0	17	9	2	5
V94	0	230	9	305	0	1	0	1	0	42	13	0	27	2	0	17	0
V95	381	58	14	43	0	2	0	6	2	17	0	0	136	8	0	7	0
V96	19	5	11	1	9	3	12	5	4	0	0	4	25	13	8	0	0
V97	137	9	0	45	2	0	4	0	0	0	3	0	13	0	8	5	1
V98	16	16	4	38	42	92	20	8	57	0	12	0	0	36	53	0	0
V99	5	35	40	2	0	29	0	0	16	0	0	0	0	2	0	4	11
V100	5	216	0	0	8	2	0	3	0	50	0	11	14	12	0	0	1
