NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	72.744	29.211	18.174	19.517	0.168	0.973	30000.0
2	73.198	29.785	18.505	20.139	0.172	0.969	20000.0
3	78.305	30.841	21.442	22.086	0.169	0.963	30000.0
4	73.698	29.567	18.302	19.896	0.17	0.971	50000.0
5	71.967	29.233	17.789	19.794	0.167	0.967	40000.0
6	72.484	29.033	18.698	19.587	0.167	0.972	20000.0
7	80.704	31.932	22.565	22.997	0.175	0.959	60000.0
8	78.162	31.423	20.196	21.814	0.177	0.963	40000.0
9	75.31	30.532	19.029	20.896	0.175	0.966	40000.0
10	74.56	30.25	18.521	20.43	0.174	0.968	40000.0
