Samples	ID83A	ID83B	ID83C
V1	1.11E+01	9.27E+00	3.94E+00
V2	1.16E+01	3.68E+00	1.14E+01
V3	2.72E+00	2.62E+00	2.75E+00
V4	1.67E+01	1.42E+00	1.71E+01
V5	1.92E+01	1.88E+01	1.47E+00
V6	6.96E+00	7.42E+00	6.74E-01
V7	4.91E+00	6.68E+00	7.26E+00
V8	4.16E+00	4.50E+00	1.88E+00
V9	7.03E+00	4.78E+00	6.63E+00
V10	2.18E+01	1.69E+01	1.83E+01
V11	4.74E+00	5.31E+00	4.98E+00
V12	1.36E+01	1.93E+01	1.49E+01
V13	6.24E+00	6.33E+00	7.72E+00
V14	4.94E+00	5.18E+00	3.64E+00
V15	2.53E+01	1.44E+00	2.50E+01
V16	2.35E+01	2.88E+01	3.57E+01
V17	2.19E+00	3.17E+00	2.24E+00
V18	1.23E+01	1.42E+01	4.67E+00
V19	1.49E+01	2.77E+00	1.38E+01
V20	2.67E+01	3.14E+00	2.64E+01
V21	2.81E+01	3.04E+01	1.17E+01
V22	1.20E+01	2.79E+00	1.29E+01
V23	4.27E+00	4.84E+00	2.47E+00
V24	9.10E+00	4.34E+00	9.36E+00
V25	7.66E+00	7.78E+00	1.01E+01
V26	1.61E+01	1.14E+01	1.75E+01
V27	1.68E+01	6.57E+00	1.58E+01
V28	6.34E+01	6.22E+01	4.77E+00
V29	4.57E+01	4.65E+01	1.74E+00
V30	2.68E+01	1.81E+00	2.71E+01
V31	1.52E+01	1.25E+01	4.13E+00
V32	3.14E+01	1.10E+00	3.14E+01
V33	2.09E+01	1.30E+01	1.54E+01
V34	1.23E+01	1.29E+01	6.74E-01
V35	1.18E+01	1.20E+01	8.09E+00
V36	3.27E+01	1.71E+01	3.58E+01
V37	5.79E+00	4.91E+00	3.92E+00
V38	8.27E+00	9.61E+00	4.86E+00
V39	1.22E+01	6.10E+00	1.18E+01
V40	6.79E+00	9.01E+00	8.83E+00
V41	2.12E+01	1.41E+01	1.24E+01
V42	4.28E+01	4.15E+01	2.15E+00
V43	9.54E+00	8.99E+00	3.98E+00
V44	2.60E+01	3.52E+01	4.12E+01
V45	1.40E+01	1.87E+01	1.92E+01
V46	1.04E+00	1.30E+00	8.70E-01
V47	2.03E+01	2.60E+01	2.77E+01
V48	5.18E+00	5.44E+00	2.76E+00
V49	4.18E+00	2.60E+00	2.74E+00
V50	2.70E+01	7.83E+00	2.74E+01
V51	2.61E+01	2.54E+01	1.55E+00
V52	3.15E+01	2.87E+01	4.51E+00
V53	9.26E+00	9.26E+00	0.00E+00
V54	2.50E+01	2.01E+01	7.08E+00
V55	2.30E+01	6.97E+00	2.22E+01
V56	1.89E+00	8.98E-01	2.22E+00
V57	1.09E+01	2.60E+00	1.06E+01
V58	4.70E+00	5.91E+00	3.64E+00
V59	4.98E+00	3.81E+00	3.00E+00
V60	3.40E+00	2.24E+00	3.95E+00
V61	7.28E+00	7.70E+00	7.29E+00
V62	2.71E+01	3.13E+01	3.01E+01
V63	1.37E+01	1.14E+01	3.79E+00
V64	1.06E+01	6.84E+00	1.02E+01
V65	2.73E+01	3.64E+01	1.89E+01
V66	2.27E+01	2.18E+01	1.38E+01
V67	2.63E+01	2.66E+01	2.81E+00
V68	6.57E+00	6.84E+00	8.16E+00
V69	2.79E+01	4.44E+00	2.93E+01
V70	1.34E+01	1.26E+01	3.04E+00
V71	4.40E+00	3.77E+00	1.62E+00
V72	1.20E+01	1.64E+01	1.84E+01
V73	5.99E+00	4.45E+00	5.22E+00
V74	9.72E+00	8.53E+00	9.05E+00
V75	4.01E+00	4.30E+00	2.46E+00
V76	2.19E+01	1.96E+01	2.45E+01
V77	2.27E+01	3.02E+01	2.42E+01
V78	6.66E+00	3.00E+00	7.93E+00
V79	1.39E+01	8.28E+00	1.44E+01
V80	1.36E+01	8.42E+00	1.17E+01
V81	2.38E+01	1.93E+01	2.50E+01
V82	5.52E+01	7.28E+01	3.72E+01
V83	6.44E+00	7.33E+00	9.08E+00
V84	1.31E+01	1.71E+01	1.28E+01
V85	1.04E+01	1.27E+01	4.69E+00
V86	3.14E+00	3.12E+00	3.69E+00
V87	1.49E+01	2.15E+01	2.00E+01
V88	7.49E+00	5.71E+00	7.22E+00
V89	2.01E+01	2.52E+01	2.55E+01
V90	1.62E+01	2.92E+00	1.59E+01
V91	8.91E+00	7.52E+00	4.31E+00
V92	2.79E+01	5.91E+00	2.91E+01
V93	1.21E+01	2.06E+00	1.26E+01
V94	9.79E+00	3.52E+00	9.96E+00
V95	1.29E+01	7.41E+00	1.12E+01
V96	1.02E+01	9.93E+00	1.59E+00
V97	3.64E+01	9.59E+00	4.16E+01
V98	3.17E+01	1.11E+01	2.80E+01
V99	3.23E+00	5.78E-01	3.64E+00
V100	9.73E+00	1.01E+01	3.54E+00
