Samples	ID83A	ID83B	ID83C
V1	56	130	4
V2	26	1	136
V3	138	38	18
V4	204	0	131
V5	40	210	16
V6	21	76	0
V7	2	33	24
V8	64	54	13
V9	7	88	23
V10	0	132	171
V11	144	49	23
V12	107	55	60
V13	31	35	43
V14	384	78	0
V15	6	0	213
V16	104	253	204
V17	380	0	0
V18	201	164	42
V19	10	31	163
V20	365	0	185
V21	100	276	104
V22	88	19	126
V23	90	12	12
V24	935	0	0
V25	53	84	47
V26	245	54	141
V27	48	0	184
V28	13	737	0
V29	81	468	0
V30	69	0	223
V31	744	140	0
V32	8	0	249
V33	126	0	170
V34	0	133	0
V35	0	144	98
V36	21	132	318
V37	27	84	19
V38	42	81	48
V39	0	55	152
V40	122	62	9
V41	131	308	12
V42	112	413	0
V43	22	125	34
V44	13	171	125
V45	30	68	91
V46	41	1	8
V47	208	186	136
V48	36	68	29
V49	185	0	8
V50	144	95	328
V51	150	277	0
V52	104	365	15
V53	0	93	0
V54	69	302	11
V55	171	28	293
V56	6	1	24
V57	0	9	135
V58	83	18	8
V59	29	69	18
V60	106	15	40
V61	196	60	15
V62	94	43	272
V63	142	148	10
V64	31	111	36
V65	402	25	78
V66	145	0	186
V67	77	270	9
V68	97	93	56
V69	0	0	251
V70	33	163	25
V71	134	57	0
V72	0	57	124
V73	179	67	41
V74	183	57	87
V75	291	26	0
V76	120	285	128
V77	227	93	109
V78	101	10	109
V79	60	43	135
V80	67	0	130
V81	5	28	296
V82	910	53	21
V83	0	45	26
V84	104	31	141
V85	331	82	17
V86	58	49	13
V87	168	128	100
V88	126	88	27
V89	54	114	171
V90	103	24	198
V91	0	110	20
V92	352	0	266
V93	55	0	108
V94	64	10	90
V95	50	173	23
V96	75	95	0
V97	111	0	360
V98	112	0	254
V99	27	0	26
V100	159	129	35
