Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	199	0	17	24	29
V2	19	23	10	16	2
V3	73	33	12	16	0
V4	0	277	48	38	6
V5	102	16	3	49	179
V6	167	0	26	40	0
V7	248	95	119	0	3
V8	38	7	137	14	0
V9	31	73	36	14	71
V10	533	44	23	214	74
V11	12	25	185	1	25
V12	13	47	189	98	19
V13	9	23	95	0	18
V14	29	47	12	3	44
V15	17	0	2	33	78
V16	0	173	3	4	21
V17	20	0	0	147	9
V18	57	16	47	62	2
V19	68	9	120	2	1
V20	30	108	202	43	47
V21	87	52	10	41	48
V22	34	126	4	32	364
V23	160	90	7	52	152
V24	44	311	0	0	72
V25	7	225	10	0	6
V26	16	26	12	26	101
V27	28	195	9	107	12
V28	172	33	35	33	2
V29	0	0	147	0	0
V30	41	0	106	8	6
V31	70	27	27	24	4
V32	23	14	23	65	19
V33	0	33	26	26	1
V34	165	0	3	71	153
V35	132	30	152	4	11
V36	48	372	110	0	39
V37	43	25	42	51	118
V38	113	1	63	12	1
V39	69	65	4	86	41
V40	110	97	473	19	20
V41	33	48	11	0	6
V42	31	0	158	227	44
V43	31	469	16	4	37
V44	17	24	13	21	106
V45	25	273	66	6	28
V46	480	13	2	0	9
V47	30	0	113	14	2
V48	100	100	10	1	7
V49	21	37	47	59	16
V50	261	33	13	191	66
V51	137	0	1	6	264
V52	9	0	3	58	144
V53	44	17	9	212	67
V54	199	16	6	0	209
V55	0	0	61	16	124
V56	94	45	9	6	1
V57	16	63	14	47	0
V58	48	4	6	6	22
V59	90	3	181	80	175
V60	72	6	6	23	17
V61	21	1	436	0	62
V62	9	62	5	256	31
V63	82	0	5	1	66
V64	12	1	0	6	5
V65	71	0	0	93	52
V66	87	18	73	30	31
V67	19	142	19	53	33
V68	91	292	416	18	234
V69	60	151	91	29	0
V70	29	70	22	0	27
V71	43	19	3	3	4
V72	46	6	267	1	4
V73	1	0	29	0	15
V74	242	16	37	20	11
V75	14	153	138	14	5
V76	0	180	38	128	0
V77	4	19	3	1	119
V78	68	20	1	34	41
V79	42	10	0	9	0
V80	12	11	35	0	11
V81	30	20	123	21	0
V82	23	78	3	55	0
V83	2	14	36	2	190
V84	0	228	88	37	22
V85	2	13	6	8	2
V86	88	102	25	639	18
V87	406	65	43	17	13
V88	45	0	45	52	30
V89	24	47	17	41	0
V90	67	29	2	2	4
V91	9	41	5	20	37
V92	58	0	72	294	5
V93	370	0	0	0	0
V94	22	33	21	97	250
V95	41	26	55	1	4
V96	81	39	119	17	43
V97	0	0	9	123	20
V98	21	50	12	24	114
V99	37	0	77	260	56
V100	139	38	2	10	151
