MutationType	ID83A	ID83B	ID83C	ID83D
1:Del:C:0	1.73E-02	1.50E-02	1.94E-02	1.51E-03
1:Del:C:1	5.21E-03	5.31E-03	6.21E-03	1.36E-03
1:Del:C:2	3.65E-04	4.09E-04	2.14E-04	0.00E+00
1:Del:C:3	5.30E-04	6.89E-04	6.40E-04	4.57E-04
1:Del:C:4	7.81E-04	7.00E-04	5.09E-04	3.30E-04
1:Del:C:5	3.92E-04	4.42E-04	2.30E-04	2.66E-04
1:Del:T:0	6.34E-03	4.75E-03	5.78E-03	8.49E-04
1:Del:T:1	2.63E-03	2.50E-03	2.77E-03	4.18E-04
1:Del:T:2	4.55E-03	3.90E-03	5.70E-03	7.83E-04
1:Del:T:3	5.85E-03	5.18E-03	6.14E-03	3.18E-04
1:Del:T:4	3.80E-03	4.18E-03	4.50E-03	1.23E-03
1:Del:T:5	3.03E-02	4.94E-03	9.10E-03	4.55E-03
1:Ins:C:0	1.00E-04	2.57E-04	1.10E-08	7.86E-09
1:Ins:C:1	6.20E-05	1.84E-04	3.18E-05	1.00E-05
1:Ins:C:2	7.12E-05	2.29E-04	2.43E-05	7.31E-09
1:Ins:C:3	2.96E-05	5.40E-05	5.18E-05	4.91E-05
1:Ins:C:4	2.29E-04	9.95E-05	2.40E-04	4.15E-04
1:Ins:C:5	4.97E-04	4.29E-04	2.82E-04	1.75E-03
1:Ins:T:0	6.04E-03	6.37E-04	1.80E-02	7.67E-03
1:Ins:T:1	7.78E-04	6.40E-04	8.53E-04	1.90E-04
1:Ins:T:2	1.39E-04	2.06E-02	3.89E-02	1.85E-02
1:Ins:T:3	1.44E-04	1.56E-04	4.38E-04	1.64E-04
1:Ins:T:4	5.00E-04	1.71E-04	2.14E-04	1.92E-03
1:Ins:T:5	4.75E-04	5.37E-03	5.97E-03	6.44E-02
2:Del:R:0	9.54E-04	1.09E-03	8.63E-04	4.12E-04
2:Del:R:1	5.69E-04	7.88E-04	2.95E-04	1.89E-04
2:Del:R:2	2.08E-04	1.50E-04	2.37E-04	2.06E-04
2:Del:R:3	4.55E-05	1.02E-05	9.94E-09	5.44E-05
2:Del:R:4	1.18E-04	2.65E-05	1.37E-04	6.13E-05
2:Del:R:5	9.54E-08	1.90E-04	3.32E-08	2.77E-05
3:Del:R:0	2.52E-04	8.26E-04	2.67E-04	1.85E-04
3:Del:R:1	4.90E-03	2.71E-04	1.45E-02	5.44E-03
3:Del:R:2	2.31E-04	2.82E-05	2.71E-04	2.90E-04
3:Del:R:3	3.81E-05	6.35E-05	1.18E-04	4.05E-09
3:Del:R:4	5.29E-09	9.22E-09	1.63E-08	6.72E-09
3:Del:R:5	1.06E-08	6.71E-05	5.82E-08	6.39E-08
4:Del:R:0	2.09E-02	4.19E-04	5.64E-02	2.31E-02
4:Del:R:1	2.77E-04	3.51E-04	1.44E-04	2.81E-04
4:Del:R:2	1.26E-04	1.20E-04	1.20E-04	2.69E-05
4:Del:R:3	2.01E-05	2.02E-08	4.13E-08	3.72E-08
4:Del:R:4	4.65E-08	2.21E-05	3.38E-05	4.59E-08
4:Del:R:5	4.76E-08	1.16E-05	1.81E-05	8.91E-06
5:Del:R:0	1.75E-03	1.69E-02	6.44E-04	1.72E-04
5:Del:R:1	2.29E-04	1.10E-04	6.93E-05	1.22E-04
5:Del:R:2	0.00E+00	1.88E-02	3.83E-02	1.73E-02
5:Del:R:3	5.29E-09	9.22E-09	1.63E-08	6.72E-09
5:Del:R:4	5.29E-09	9.22E-09	1.63E-08	6.72E-09
5:Del:R:5	5.06E-08	3.56E-05	4.54E-08	4.16E-08
2:Ins:R:0	1.47E-04	1.71E-04	1.87E-04	2.07E-04
2:Ins:R:1	2.52E-04	1.64E-04	1.85E-04	4.95E-05
2:Ins:R:2	7.54E-05	5.91E-05	1.24E-04	1.61E-05
