NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	42.596	21.136	10.233	12.826	0.119	0.988	50000.0
2	41.578	20.682	9.702	12.075	0.114	0.99	80000.0
3	42.601	21.103	10.163	12.631	0.118	0.988	60000.0
4	42.442	21.523	10.101	12.94	0.117	0.988	30000.0
5	42.967	21.673	10.174	12.777	0.113	0.988	50000.0
6	41.41	20.983	9.76	12.337	0.115	0.99	30000.0
7	41.876	20.905	10.101	12.778	0.119	0.988	60000.0
8	43.008	21.41	10.146	12.74	0.117	0.989	30000.0
9	43.224	21.671	10.146	12.876	0.121	0.988	40000.0
10	41.141	20.712	9.605	12.046	0.112	0.99	50000.0
