MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R	ID83S	ID83T
1:Del:C:0	4.4451408029999586e-07	0.015764436614699662	1.4012984643248171e-46	7.006492321624085e-46	0.0014072383753955364	1.481214439991163e-07	0.3661514550447464	0.28440774232149124	4.203895392974451e-46	0.1664452724158764	0.05041461046785116	0.38236242830753325	0.07418863442726434	0.00634420458227396	0.015240132900362368	0.2800047442317009	0.06442363411188126	0.03407486230134964	0.0023914275192510105	0.04966877824751066
1:Del:C:1	0.0006093551724916324	0.0	3.934560809284449e-05	0.00020637041889131068	0.00581381544470787	0.000816096485249318	0.13329154551029204	0.072206125035882	0.002895522049426802	0.02520124576985836	0.0057778749614953995	0.02732920111157	6.26770861344994e-07	9.920607624280819e-09	0.012782671039167326	0.07702454011887312	0.12004539263243715	0.0026660816743969916	0.0005335507914423943	0.03143900316208601
1:Del:C:2	6.74819094825807e-08	3.6589405283393717e-08	2.4030863627899634e-07	4.4031799006916116e-08	0.0003555285982187684	4.9011333658199874e-08	0.004059068382207443	0.004556872247871979	5.56850359423322e-07	0.0007862513982239249	9.998463212923526e-09	0.005439406478740238	5.072697434513884e-05	1.4396093206414662e-07	0.004794037203041057	0.0011652135829308464	0.000504120392747609	1.2973061416232668e-07	1.4651619757444222e-07	6.697612207062775e-08
1:Del:C:3	0.007633072821153064	0.0014655393035781117	0.005473570525646209	0.00028186787953927707	1.0353968491472187e-07	2.2493389906230733e-08	0.01261206867202418	0.005079085822217166	0.0008354570250958204	0.0025460216958890667	0.00768624662887305	0.004469833608777662	0.0026386181823909284	0.0028464609439804887	0.013256855681538582	0.028873060178011657	0.005855460185557604	0.0023271808051504193	0.011770064232405276	0.0036687832325696945
1:Del:C:4	0.0	0.0	4.740993317682296e-05	0.0013302116902195848	0.0	0.00033830352542736365	0.008955344259334197	0.004872486973181367	7.610976240357559e-08	0.008630974087282084	0.012956424964932012	0.011827187426388264	0.0030934532938317718	4.9565703375265005e-05	0.004078226520283579	0.028941274620092373	0.04110011218081126	0.006360467228557809	0.014122762344777584	0.0
1:Del:C:5	0.005904992192881764	2.0259473743067248e-08	0.0005565692206005224	0.009664789975693111	4.774498449933162e-08	1.69310652609056e-08	0.0001765549648553133	0.00017986254738389107	0.0030867375064644875	0.002263417506674159	0.0025901827495545147	5.8414594968780874e-05	0.028071418863146392	0.0	0.010749747269986187	0.0003227745881304145	0.002714559770961955	0.002594709349796176	0.03386338287964463	0.0007128399331122637
1:Del:T:0	0.0025407852499029103	0.010503420978784562	0.0016000590419707806	0.00036634302232414485	0.03438559453934431	0.002767049625970119	0.08600780450760795	0.13433571308851242	0.001342712203040719	0.027213368518278002	0.023659087577834727	0.07855816036462784	0.04491722621023655	0.0009027966298162937	0.0214238453814005	0.14125419035553932	0.05900454185903072	0.013203597022220492	0.009976121969521046	0.0293183371424675
1:Del:T:1	0.0006598521671321578	0.0003140607737748269	0.0013459781157806106	0.0	0.0031149554648436605	0.0008326685987412929	0.060791613219771536	0.033924884907901284	0.0010305639356374741	0.007995442859237301	0.003663210046943277	0.02873801328241825	0.059610765799880026	0.00028707587625831366	0.000705870067321257	0.021575355716049672	0.008460940420627594	0.004940893922496059	0.010099826318207761	0.016024311794899403
1:Del:T:2	2.138423856195004e-05	0.0033067593399209727	0.0	0.00550672470299105	0.0010351996683880317	0.00010273074731230736	0.0624694081954658	0.13150437735021114	2.3985325015019043e-08	0.012187402493873378	0.003808355052024126	0.05237113945186138	0.09359432272613048	0.0	0.02126464368775487	0.019187819585204123	0.0073546916246414185	0.010329252853989602	0.004621919523924589	0.031175415590405466
1:Del:T:3	0.00441139249742264	0.0005915685810123251	0.004760614678662023	0.007263283373322338	0.0009927024599164723	2.8025969286496343e-46	0.04208579994738102	0.13759879022836685	0.0009333507157862186	0.01806696696767176	0.0157492921105586	0.08508674539625645	0.16698793433606623	0.00039403361402037265	0.016351952590048312	0.07966964766383171	0.009833703422918916	0.010753637528978288	0.06641198784345761	0.01769467890262604
1:Del:T:4	2.8025969286496343e-46	0.004015704616904259	2.453786623846099e-06	0.018033606366952882	0.0	0.00522731700912118	0.016277711465954782	0.060928263719499574	0.0540033062454313	0.0434803307056427	0.00309374607168138	0.15412035807967187	0.2592347450554371	1.4012984643248171e-46	0.03371879188343883	0.017820189520716668	0.006945828255265951	0.018820914253592492	0.020723465172341093	5.6051938572992686e-46
1:Del:T:5	4.58600629826833e-07	5.055327522995867e-06	3.3650812980567935e-07	0.9293750524520874	3.5326221335239436e-07	6.60307521522796e-06	0.001552661463279037	1.821554320713403e-08	0.1309709154636721	0.022291089410828135	7.489013569283997e-08	0.016069372548729886	8.407790785948902e-46	6.364257558288955e-07	0.3704506099224091	7.428662229358452e-07	0.007226738938328481	0.07381406412350007	0.06416949748745537	1.128419512497203e-07
