MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	0.00000000	0.00000004	0.00199409	0.00353665	0.02099981	0.35091048
1:Del:C:1	0.00000000	0.00038464	0.00108468	0.00168581	0.02972250	0.07589547
1:Del:C:2	0.00000001	0.00042090	0.00005511	0.00000000	0.00378707	0.00127818
1:Del:C:3	0.00428618	0.00003685	0.00000000	0.00658126	0.00564424	0.00634246
1:Del:C:4	0.00048680	0.00070150	0.00015313	0.00661543	0.00231407	0.01055790
1:Del:C:5	0.00185153	0.00000000	0.00021578	0.01198583	0.00136490	0.00249387
1:Del:T:0	0.00707781	0.00082974	0.00007192	0.00051769	0.04280050	0.10475888
1:Del:T:1	0.00065826	0.00039421	0.00116703	0.00133997	0.00815961	0.03875673
1:Del:T:2	0.00162465	0.00069682	0.00148313	0.00364216	0.00966237	0.08457598
1:Del:T:3	0.00303050	0.14987856	0.00039651	0.01780084	0.00305317	0.12066533
1:Del:T:4	0.00740300	0.00019182	0.00182697	0.04184356	0.00109316	0.09185570
1:Del:T:5	0.00000070	0.00000004	0.00000061	0.84769403	0.00000154	0.00000014
1:Ins:C:0	0.00000001	0.00000003	0.00013053	0.00000004	0.00133348	0.00027588
1:Ins:C:1	0.00000002	0.00046171	0.00000001	0.00054371	0.00085982	0.00028453
1:Ins:C:2	0.00000002	0.00000000	0.00010527	0.00000010	0.00127081	0.00009912
1:Ins:C:3	0.00188123	0.00003829	0.00036939	0.00000000	0.00024919	0.00002494
1:Ins:C:4	0.00266785	0.00018664	0.00005659	0.00169189	0.00067920	0.00011044
1:Ins:C:5	0.02302751	0.00112334	0.00000000	0.00580150	0.00000000	0.00136987
1:Ins:T:0	0.00468003	0.00001609	0.00012140	0.00137303	0.00227367	0.01271959
1:Ins:T:1	0.00015097	0.00935077	0.00111920	0.00016578	0.00751023	0.01133188
1:Ins:T:2	0.00020501	0.00002040	0.00004600	0.00065727	0.00097212	0.00286787
1:Ins:T:3	0.00574513	0.00000000	0.00023590	0.00017592	0.00093703	0.00045942
1:Ins:T:4	0.01120560	0.00010190	0.00150967	0.00268809	0.00234075	0.00145609
1:Ins:T:5	0.87068681	0.00000062	0.00000023	0.00000004	0.00128327	0.00288810
2:Del:R:0	0.00081266	0.00109496	0.00168283	0.00202775	0.00995035	0.01110753
2:Del:R:1	0.00000007	0.54976279	0.00000034	0.00189379	0.00520069	0.00000070
2:Del:R:2	0.00087013	0.00214034	0.00006340	0.00150708	0.00022866	0.00052764
2:Del:R:3	0.00052038	0.00000000	0.00028324	0.00000817	0.00000001	0.00000001
2:Del:R:4	0.00000000	0.00619951	0.04383425	0.00026294	0.00412721	0.00085927
2:Del:R:5	0.00000000	0.00064379	0.00000007	0.00000001	0.00055050	0.00012608
3:Del:R:0	0.00011011	0.00104504	0.00000000	0.00000001	0.00872129	0.00499905
3:Del:R:1	0.00474814	0.14415927	0.00314721	0.00008856	0.00063988	0.00363642
3:Del:R:2	0.00076356	0.00098872	0.03520271	0.00540619	0.00399581	0.00194954
3:Del:R:3	0.00000008	0.00027088	0.00000002	0.00016582	0.00008949	0.00032699
3:Del:R:4	0.00000026	0.00000035	0.00000040	0.00000035	0.00000042	0.00000035
3:Del:R:5	0.00000026	0.00000035	0.00000040	0.00000035	0.00000042	0.00000035
4:Del:R:0	0.00000000	0.00000006	0.00000002	0.00041587	0.01106269	0.00096116
4:Del:R:1	0.00111276	0.00112399	0.00088086	0.00378326	0.00005857	0.00274151
4:Del:R:2	0.00000002	0.00000004	0.00001428	0.00029728	0.00018873	0.00168131
4:Del:R:3	0.00000008	0.00030803	0.89271477	0.00000055	0.00267858	0.00000017
4:Del:R:4	0.00000026	0.00000035	0.00000040	0.00000035	0.00000042	0.00000035
4:Del:R:5	0.00000026	0.00000035	0.00000040	0.00000035	0.00000042	0.00000035
5:Del:R:0	0.00000000	0.00720504	0.00000020	0.00000003	0.26534435	0.00578127
5:Del:R:1	0.00013082	0.00011608	0.00000000	0.00164252	0.00089624	0.00106094
5:Del:R:2	0.00000004	0.08580456	0.00020095	0.00106119	0.00000000	0.00067153
5:Del:R:3	0.00000021	0.00000029	0.00000017	0.00004497	0.00000016	0.00014445
5:Del:R:4	0.00000026	0.00000035	0.00000040	0.00000035	0.00000042	0.00000035
5:Del:R:5	0.00000016	0.00002094	0.00000027	0.00000021	0.00006773	0.00000022
2:Ins:R:0	0.00011066	0.00020292	0.00000000	0.00038775	0.00162717	0.00121959
2:Ins:R:1	0.00007181	0.00017609	0.00026586	0.00011142	0.00059839	0.00269591
2:Ins:R:2	0.00005381	0.00000008	0.00000000	0.00005698	0.00043067	0.00234960
2:Ins:R:3	0.00027340	0.00000000	0.00000000	0.00000000	0.00034391	0.00056365
2:Ins:R:4	0.00308943	0.00119558	0.00075402	0.00007412	0.00000000	0.00006429
2:Ins:R:5	0.02116219	0.00019257	0.00089105	0.01203699	0.00059110	0.00000000
3:Ins:R:0	0.00000002	0.00028730	0.00000013	0.00000000	0.00029754	0.00011599
3:Ins:R:1	0.00048228	0.00009605	0.00000000	0.00107011	0.00057212	0.00000579
3:Ins:R:2	0.00000026	0.00000035	0.00000040	0.00000035	0.00000042	0.00000035
3:Ins:R:3	0.00000009	0.00022271	0.00000016	0.00000010	0.00000122	0.00000011
3:Ins:R:4	0.00033388	0.00000033	0.00000003	0.00000003	0.00002280	0.00002417
3:Ins:R:5	0.00067773	0.00047017	0.00002751	0.00183062	0.00047975	0.00018409
4:Ins:R:0	0.00004312	0.00000005	0.00000004	0.00000012	0.00296892	0.00016238
4:Ins:R:1	0.00159675	0.00070428	0.00000000	0.00058527	0.00017941	0.00165463
4:Ins:R:2	0.00008201	0.00022807	0.00000003	0.00000002	0.00000001	0.00029204
4:Ins:R:3	0.00000026	0.00000035	0.00000040	0.00000035	0.00000042	0.00000035
4:Ins:R:4	0.00091904	0.00028508	0.00000013	0.00000006	0.00000001	0.00000005
4:Ins:R:5	0.00100435	0.00047236	0.00000001	0.00101849	0.00008620	0.00053707
5:Ins:R:0	0.00013866	0.00000000	0.00000004	0.00014368	0.00032877	0.00000002
5:Ins:R:1	0.00238547	0.00000000	0.00045836	0.00011828	0.01463229	0.00088624
5:Ins:R:2	0.00011670	0.00000012	0.00000014	0.00000026	0.00000013	0.00014919
5:Ins:R:3	0.00007504	0.00000000	0.00000001	0.00014222	0.00005344	0.00064531
5:Ins:R:4	0.00000057	0.00000000	0.00026281	0.00000000	0.00035972	0.00000015
5:Ins:R:5	0.00000007	0.00000011	0.00000019	0.00022248	0.00011294	0.00000011
2:Del:M:1	0.00164386	0.00018405	0.00000000	0.00000002	0.00462483	0.00572639
3:Del:M:1	0.00000349	0.00012799	0.00003899	0.00007214	0.01038773	0.00235571
3:Del:M:2	0.00220141	0.00072258	0.00069685	0.00259953	0.00313167	0.00206744
4:Del:M:1	0.00042148	0.00004886	0.00000003	0.00052568	0.00438971	0.00003686
4:Del:M:2	0.00083207	0.00000000	0.00001802	0.00057444	0.00191331	0.00223395
4:Del:M:3	0.00090003	0.01960071	0.00144243	0.00155372	0.00199686	0.00108181
5:Del:M:1	0.00335532	0.00235619	0.00000000	0.00000000	0.29402099	0.00755593
5:Del:M:2	0.00035520	0.00230840	0.00378952	0.00069446	0.12188939	0.00375847
5:Del:M:3	0.00100018	0.00313766	0.00118208	0.00000000	0.04508768	0.00282235
5:Del:M:4	0.00005012	0.00078945	0.00000004	0.00036598	0.01706919	0.00038114
5:Del:M:5	0.00087904	0.00046849	0.00000000	0.00086586	0.00968575	0.00187245
