MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
1:Del:C:0	0.00E+00	2.58E-08	9.60E-04	1.84E-03	6.22E-03	9.04E-03
1:Del:C:1	0.00E+00	1.83E-04	4.46E-04	5.67E-04	1.34E-03	1.49E-03
1:Del:C:2	6.78E-09	1.33E-04	4.60E-05	0.00E+00	2.53E-04	1.70E-04
1:Del:C:3	5.20E-04	3.69E-05	0.00E+00	1.77E-04	5.27E-04	5.36E-04
1:Del:C:4	2.09E-04	2.32E-04	8.82E-05	6.51E-04	4.59E-04	9.94E-04
1:Del:C:5	3.39E-04	0.00E+00	1.27E-04	7.60E-04	3.28E-04	5.09E-04
1:Del:T:0	1.08E-03	6.12E-04	7.19E-05	5.18E-04	1.91E-03	2.08E-03
1:Del:T:1	2.81E-04	1.75E-04	4.38E-04	5.38E-04	8.27E-04	9.18E-04
1:Del:T:2	5.58E-04	3.26E-04	6.52E-04	1.08E-03	1.75E-03	1.84E-03
1:Del:T:3	1.22E-03	2.02E-03	3.61E-04	2.42E-03	1.77E-03	4.92E-03
1:Del:T:4	7.87E-04	1.35E-04	4.48E-04	1.09E-03	7.98E-04	3.17E-03
1:Del:T:5	1.54E-07	2.20E-08	5.73E-08	4.82E-03	1.84E-07	7.20E-08
1:Ins:C:0	8.47E-09	1.07E-08	6.57E-05	2.31E-08	2.57E-04	1.41E-04
1:Ins:C:1	1.83E-08	1.45E-04	6.82E-09	1.82E-04	2.07E-04	1.55E-04
1:Ins:C:2	1.45E-08	3.35E-09	7.61E-05	5.05E-08	2.18E-04	9.89E-05
1:Ins:C:3	3.30E-04	3.83E-05	1.17E-04	0.00E+00	1.12E-04	2.49E-05
1:Ins:C:4	4.05E-04	8.27E-05	3.93E-05	2.99E-04	1.90E-04	9.33E-05
1:Ins:C:5	8.29E-04	3.37E-04	4.78E-09	6.03E-04	0.00E+00	5.27E-04
1:Ins:T:0	3.21E-04	1.61E-05	9.41E-05	3.90E-04	5.02E-04	8.88E-04
1:Ins:T:1	6.77E-05	7.92E-04	3.02E-04	1.40E-04	7.16E-04	7.23E-04
1:Ins:T:2	1.50E-04	2.04E-05	3.46E-05	2.45E-04	2.85E-04	3.03E-04
1:Ins:T:3	4.73E-04	0.00E+00	1.35E-04	7.93E-05	2.39E-04	1.90E-04
1:Ins:T:4	4.86E-04	1.02E-04	4.38E-04	5.66E-04	4.48E-04	2.91E-04
1:Ins:T:5	3.65E-03	2.07E-07	7.83E-08	2.94E-08	1.27E-03	2.06E-03
2:Del:R:0	2.40E-04	3.48E-04	3.91E-04	4.42E-04	8.99E-04	6.53E-04
2:Del:R:1	7.23E-08	3.03E-03	1.29E-07	1.27E-03	1.52E-03	6.63E-07
2:Del:R:2	2.15E-04	2.57E-04	4.42E-05	2.60E-04	2.29E-04	2.14E-04
2:Del:R:3	1.33E-04	0.00E+00	9.04E-05	8.03E-06	4.21E-09	7.90E-09
