MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M
1:Del:C:0	1.40E-04	7.93E-08	1.75E-07	7.22E-03	6.00E-03	7.56E-03	3.47E-02	1.39E-02	4.82E-02	4.96E-03	4.95E-02	2.41E-02	4.03E-02
1:Del:C:1	0.00E+00	5.53E-04	5.86E-21	6.64E-03	3.51E-03	2.12E-02	1.70E-02	1.04E-03	9.88E-03	4.49E-03	2.75E-02	1.11E-02	2.04E-02
1:Del:C:2	0.00E+00	3.68E-04	5.81E-09	3.41E-05	6.69E-04	1.34E-03	1.78E-03	1.86E-03	0.00E+00	6.14E-04	2.84E-03	2.77E-04	0.00E+00
1:Del:C:3	8.69E-05	4.81E-04	0.00E+00	2.06E-03	1.53E-03	3.78E-03	1.43E-03	0.00E+00	2.03E-03	9.32E-05	5.43E-03	5.88E-04	2.77E-03
1:Del:C:4	1.39E-04	1.20E-04	5.33E-04	1.40E-03	2.81E-04	2.53E-03	1.40E-46	1.29E-03	2.45E-03	2.20E-04	6.17E-03	2.48E-03	5.21E-03
1:Del:C:5	1.40E-04	2.58E-04	1.49E-03	8.54E-08	0.00E+00	0.00E+00	1.65E-04	1.51E-03	8.74E-03	1.30E-03	7.31E-04	1.67E-03	1.09E-03
1:Del:T:0	0.00E+00	3.24E-04	5.12E-08	2.88E-03	8.29E-03	5.35E-03	1.91E-02	1.18E-02	4.05E-02	1.69E-02	9.66E-03	1.06E-02	3.55E-02
1:Del:T:1	1.85E-04	6.27E-04	2.14E-04	2.22E-04	2.99E-46	6.00E-03	8.62E-03	2.47E-03	4.63E-03	6.86E-04	1.91E-02	1.75E-02	1.12E-02
1:Del:T:2	5.80E-04	6.68E-04	1.93E-03	6.22E-04	1.76E-03	6.14E-04	1.23E-02	3.68E-03	2.59E-02	1.57E-02	1.22E-02	5.89E-03	1.95E-02
1:Del:T:3	5.52E-08	3.53E-04	2.55E-03	3.86E-03	5.80E-03	9.11E-03	1.18E-02	2.52E-03	3.79E-02	2.80E-46	3.19E-02	8.42E-03	2.03E-02
1:Del:T:4	1.16E-03	0.00E+00	5.96E-03	0.00E+00	0.00E+00	1.55E-06	1.16E-02	2.12E-03	2.96E-02	0.00E+00	1.64E-02	1.20E-02	7.62E-02
1:Del:T:5	5.05E-08	1.63E-07	1.18E-02	1.87E-03	1.25E-02	8.67E-07	2.65E-07	1.11E-45	4.35E-02	2.05E-07	2.20E-06	9.24E-07	8.47E-03
1:Ins:C:0	9.86E-05	0.00E+00	8.43E-09	3.31E-04	3.57E-04	1.32E-03	0.00E+00	6.32E-04	0.00E+00	3.24E-04	0.00E+00	1.70E-03	5.91E-08
1:Ins:C:1	1.62E-09	1.44E-07	5.60E-08	6.46E-04	1.30E-02	3.37E-04	5.30E-04	5.45E-03	9.46E-08	5.92E-02	1.38E-03	3.29E-02	3.81E-03
1:Ins:C:2	4.16E-08	2.86E-07	1.17E-07	1.11E-07	2.81E-02	5.72E-03	2.51E-03	1.14E-02	2.96E-02	7.39E-02	1.63E-07	2.63E-02	2.18E-03
1:Ins:C:3	2.09E-08	1.12E-04	3.58E-05	1.67E-08	4.38E-05	2.07E-08	1.59E-04	5.53E-04	2.22E-04	7.79E-05	1.47E-04	2.78E-03	2.66E-04
1:Ins:C:4	3.02E-05	5.71E-04	5.48E-04	2.39E-04	1.07E-03	0.00E+00	0.00E+00	6.39E-04	4.44E-04	2.24E-03	0.00E+00	9.22E-03	4.62E-03
1:Ins:C:5	2.19E-04	2.34E-03	1.31E-03	3.40E-04	2.80E-46	3.93E-04	9.53E-04	1.04E-03	1.94E-03	3.46E-03	1.92E-03	3.22E-02	2.30E-03
1:Ins:T:0	2.03E-04	3.59E-08	5.35E-04	2.21E-04	2.71E-03	2.39E-03	2.41E-03	6.23E-03	5.27E-03	7.09E-03	7.56E-03	5.45E-03	4.48E-03
1:Ins:T:1	0.00E+00	1.42E-07	1.94E-04	1.96E-03	1.21E-03	3.65E-03	1.92E-03	1.32E-06	1.78E-03	2.07E-04	3.92E-03	0.00E+00	1.89E-03
1:Ins:T:2	5.33E-06	7.33E-04	3.84E-04	9.91E-05	0.00E+00	3.38E-04	1.56E-03	0.00E+00	5.17E-04	6.54E-08	8.92E-04	2.11E-03	1.32E-03
1:Ins:T:3	1.69E-04	6.33E-04	0.00E+00	7.82E-04	2.67E-04	8.99E-04	6.03E-04	1.53E-03	1.87E-04	1.40E-46	7.18E-04	6.76E-04	1.37E-03
1:Ins:T:4	1.21E-04	8.73E-04	2.37E-04	3.17E-04	5.29E-04	8.15E-04	1.23E-03	2.98E-03	1.65E-03	3.29E-04	3.60E-04	5.77E-03	8.04E-03
1:Ins:T:5	2.15E-08	5.18E-03	3.89E-08	3.42E-03	1.62E-07	5.64E-03	6.17E-03	4.68E-02	2.01E-07	2.18E-02	3.45E-07	2.48E-06	6.30E-02
2:Del:R:0	5.21E-04	4.33E-04	3.27E-04	1.01E-03	1.15E-03	1.60E-03	1.97E-03	1.63E-03	5.75E-03	5.81E-06	3.84E-03	1.44E-03	2.85E-03
