NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	48.389	22.276	11.237	12.742	0.132	0.984	60000.0
2	49.413	21.989	11.729	12.72	0.124	0.988	80000.0
3	47.567	21.4	10.996	12.275	0.122	0.988	40000.0
4	45.735	20.345	10.632	11.579	0.117	0.99	70000.0
5	47.84	21.522	11.346	12.396	0.126	0.988	50000.0
6	44.431	19.892	10.017	10.988	0.12	0.991	40000.0
7	45.861	20.139	10.636	11.364	0.112	0.99	60000.0
8	47.972	20.643	11.251	11.736	0.116	0.99	50000.0
9	47.836	20.997	11.275	11.996	0.114	0.99	40000.0
10	48.032	21.835	11.09	12.188	0.128	0.989	50000.0
