NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	48.022	19.346	11.245	11.558	0.115	0.991	40000.0
2	47.047	19.197	10.742	11.013	0.114	0.992	60000.0
3	50.84	20.437	11.937	12.153	0.121	0.991	30000.0
4	46.187	18.729	10.746	11.222	0.113	0.991	30000.0
5	45.34	18.048	10.469	10.753	0.11	0.992	30000.0
6	47.666	19.299	11.307	11.538	0.112	0.991	30000.0
7	46.544	18.591	10.806	10.912	0.111	0.992	40000.0
8	45.363	17.944	10.424	10.439	0.108	0.993	20000.0
9	51.214	19.96	12.39	12.207	0.116	0.99	50000.0
10	48.644	19.579	11.321	11.54	0.113	0.991	40000.0
