NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	39.829	14.325	9.931	9.084	0.07	0.994	60000.0
2	42.51	15.319	10.013	9.242	0.074	0.994	90000.0
3	45.123	16.335	10.779	9.95	0.078	0.994	50000.0
4	45.291	16.749	11.009	10.408	0.08	0.992	50000.0
5	38.365	13.783	9.24	8.605	0.072	0.994	30000.0
6	42.558	15.472	10.285	9.691	0.075	0.993	80000.0
7	41.659	14.808	9.923	8.954	0.072	0.994	40000.0
8	41.668	15.228	9.734	8.989	0.074	0.994	70000.0
9	38.672	13.965	9.282	8.451	0.071	0.995	50000.0
10	40.092	14.363	9.542	8.58	0.072	0.995	70000.0
