Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V40	3.44E+00	0.00E+00	2.36E+00	1.50E+00	1.08E+00
V41	9.00E-01	5.89E+00	5.44E+00	1.47E+00	1.58E+00
V42	1.87E+00	0.00E+00	0.00E+00	1.30E+00	2.49E+00
V43	0.00E+00	1.70E+00	9.89E-01	1.94E+00	9.78E-01
V44	3.19E+00	4.72E+00	6.32E-01	3.14E+00	2.36E+00
V45	1.47E+00	2.23E+00	2.11E+00	1.38E+00	1.45E+00
V46	9.64E-01	1.38E+00	0.00E+00	8.75E-01	5.26E-01
V47	2.76E+00	1.91E+00	1.23E+00	2.20E+00	3.02E+00
V48	3.68E+00	1.59E+00	2.67E+00	4.52E-01	5.39E-01
V49	9.30E+00	7.59E+00	3.16E+00	1.18E+00	1.97E+00
V50	2.78E+00	2.72E+00	3.07E-01	6.87E-01	4.42E-01
V51	3.19E+00	1.89E+00	3.10E+00	4.89E+00	5.73E-01
V52	1.78E+00	2.32E+00	2.70E+00	3.50E+00	1.45E+00
V53	2.43E+00	1.74E+00	2.31E+00	2.03E+00	1.95E+00
V54	2.13E-01	1.75E+00	1.79E+00	5.47E-01	5.73E-01
V55	1.28E+00	2.25E+00	1.39E+00	1.40E+00	1.19E+00
V56	3.27E+00	3.72E+00	9.45E-01	9.60E-01	1.38E+00
V57	0.00E+00	1.46E+00	0.00E+00	2.10E+00	2.05E+00
V58	4.02E+00	5.42E-01	3.52E+00	8.33E-01	2.31E+00
V59	2.84E+00	1.63E+00	2.75E+00	1.32E+00	4.20E+00
V60	5.62E+00	5.77E+00	1.25E+00	1.65E+00	1.12E+00
V61	0.00E+00	8.09E-01	5.39E-01	4.33E-01	7.77E-01
V62	2.17E+00	1.90E+00	2.14E+00	9.24E-01	0.00E+00
V63	3.07E+00	3.70E+00	3.92E+00	2.22E+00	1.21E+00
V64	7.61E-01	2.77E-01	2.49E-01	8.59E-01	3.14E-01
V65	8.97E-01	8.31E-01	6.36E-01	5.73E-01	1.15E+00
V66	6.36E+00	3.11E+00	4.07E-01	7.98E+00	4.21E+00
V67	5.87E+00	3.00E-01	3.10E+00	6.85E+00	1.55E+00
V68	3.03E+00	4.70E+00	1.97E+00	3.17E+00	3.33E+00
V69	1.00E-01	1.10E+00	2.67E-01	2.13E-01	9.71E-01
V70	4.35E+00	2.60E-01	1.29E+00	4.15E+00	2.65E+00
V71	1.71E+00	7.18E-01	2.28E+00	3.40E-01	8.98E-01
V72	2.65E+00	3.00E-01	6.05E-01	2.54E+00	0.00E+00
V73	1.24E+00	2.08E+00	9.43E-01	0.00E+00	1.26E+00
V74	1.47E+00	2.83E+00	3.74E+00	7.45E-01	4.22E-01
V75	4.03E+00	4.42E-01	3.57E+00	1.67E+00	4.05E+00
V76	1.81E+00	1.47E+00	1.65E+00	2.98E-01	1.65E+00
V77	2.36E+00	1.29E+00	2.52E+00	2.48E+00	9.34E-01
V78	9.43E-01	9.48E-01	1.46E+00	4.28E-01	1.02E+00
V79	2.36E+00	7.67E-01	1.74E+00	2.28E+00	7.45E-01
V80	0.00E+00	8.95E-01	0.00E+00	0.00E+00	8.92E-01
V81	1.75E+00	2.44E+00	2.12E+00	2.15E+00	5.93E-01
V82	2.63E+00	2.17E+00	5.26E-01	0.00E+00	2.39E+00
V83	0.00E+00	2.06E+00	1.58E+00	2.53E+00	8.44E-01
V84	2.08E+00	3.01E+00	1.62E+00	1.05E+00	2.49E+00
V85	2.00E-01	1.11E+00	6.23E-01	2.00E-01	7.77E-01
V86	1.22E+00	5.86E-01	4.20E+00	0.00E+00	4.51E+00
V87	4.58E+00	3.78E+00	1.46E+00	2.49E-01	1.63E-01
V88	2.00E+00	2.07E+00	1.31E+00	1.69E+00	1.93E+00
V89	3.88E+00	1.86E+00	4.97E+00	1.01E+00	2.70E+00
V90	4.65E+00	2.86E+00	0.00E+00	3.06E+00	6.15E-01
V91	1.28E+00	7.16E-01	1.91E+00	1.27E+00	1.96E+00
V92	4.37E+00	1.07E+00	5.62E+00	2.11E+00	1.27E+00
V93	1.49E+00	1.94E+00	5.17E-01	4.58E-01	7.00E-01
V94	3.08E+00	0.00E+00	3.04E+00	6.86E-01	1.13E+00
V95	3.40E+00	1.27E+00	1.47E+00	1.40E+00	2.55E+00
V96	4.35E+00	1.24E+00	4.18E+00	0.00E+00	1.38E+00
V97	0.00E+00	1.38E+00	1.76E+00	0.00E+00	1.02E+00
V98	1.54E+00	0.00E+00	1.83E+00	2.43E+00	1.26E+00
V99	2.85E+00	2.14E+00	1.97E+00	2.61E+00	1.38E+00
V100	3.18E+00	4.17E+00	3.11E+00	3.73E+00	2.16E+00
