Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	89	19	90	0	82
V2	0	41	131	2	64
V3	8	37	27	2	32
V4	120	26	215	27	36
V5	0	34	71	6	25
V6	76	0	11	39	29
V7	98	6	6	0	100
V8	2	208	0	16	11
V9	7	69	72	54	18
V10	13	69	204	21	30
V11	186	145	0	80	3
V12	8	98	8	3	42
V13	63	138	2	56	44
V14	16	14	158	1	7
V15	14	77	136	130	38
V16	96	75	13	9	95
V17	430	35	14	9	72
V18	69	62	41	99	26
V19	190	82	94	33	45
V20	0	139	0	12	85
V21	184	1	262	280	22
V22	17	55	88	11	39
V23	0	21	0	59	38
V24	58	443	93	5	141
V25	86	2	0	238	19
V26	114	162	0	3	12
V27	65	86	11	11	11
V28	106	63	11	222	154
V29	47	1	0	14	1
V30	83	260	48	58	57
V31	55	47	148	35	230
V32	18	235	53	141	74
V33	53	71	1	4	151
V34	85	25	1	8	40
V35	538	86	227	7	181
V36	71	6	23	4	8
V37	93	3	233	4	3
V38	51	20	462	245	8
V39	254	170	0	42	20
V40	215	9	37	27	13
V41	91	504	132	41	15
V42	42	0	0	23	126
V43	0	28	20	65	8
V44	54	201	13	153	32
V45	56	64	34	12	15
V46	19	87	2	10	2
V47	33	185	24	50	53
V48	61	9	25	5	4
V49	206	188	96	17	22
V50	78	29	0	5	2
V51	192	26	52	139	6
V52	0	63	72	135	32
V53	84	21	131	37	29
V54	0	104	49	6	5
V55	7	254	7	24	6
V56	189	33	25	14	17
V57	0	24	0	73	96
V58	135	3	110	5	67
V59	176	37	71	16	267
V60	151	325	43	50	9
V61	0	11	4	3	4
V62	262	99	11	16	0
V63	104	103	200	35	9
V64	24	3	0	27	1
V65	24	7	4	3	104
V66	290	51	0	359	170
V67	111	0	60	298	29
V68	58	94	19	100	138
V69	0	27	2	1	18
V70	435	0	4	239	60
V71	45	4	61	1	7
V72	81	1	0	162	0
V73	29	106	7	0	80
V74	0	167	130	11	1
V75	76	4	114	25	136
V76	12	25	28	1	19
V77	180	11	140	47	5
V78	39	14	18	5	148
V79	34	4	37	127	9
V80	3	62	0	0	4
V81	12	16	18	128	3
V82	257	41	11	0	61
V83	0	30	121	54	5
V84	93	50	17	8	50
V85	0	215	1	1	4
V86	9	4	105	0	206
V87	103	49	17	3	1
V88	20	122	16	34	43
V89	49	23	221	17	53
V90	278	60	5	76	1
V91	12	11	52	18	33
V92	40	4	155	27	17
V93	11	191	1	2	3
V94	197	0	285	9	17
V95	139	30	14	9	78
V96	147	16	128	0	11
V97	0	41	339	0	3
V98	17	0	101	42	11
V99	98	27	77	45	54
V100	0	239	132	133	49
