Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83C	ID83E
V1	1:Del:C:0	0.00025400503874057007	0.0	0.06498143487108834	0.9347645600901712	0.0	0.0
V1	1:Del:C:1	0.0038483469068894753	0.0	0.1221997378386833	0.8739519152544273	0.0	0.0
V1	1:Del:C:2	4.062648083514349e-16	0.0	0.41983589071230504	0.5801641092876946	0.0	0.0
V1	1:Del:C:3	0.07302407827829216	0.0	0.21242466823112904	0.7145512534905787	0.0	0.0
V1	1:Del:C:4	0.02945282716090923	0.0	0.05465903138569153	0.9158881414533993	0.0	0.0
V1	1:Del:C:5	0.7645828502223496	0.0	0.21756175411529619	0.017855395662354147	0.0	0.0
V1	1:Del:T:0	0.005931499369003672	0.0	0.15904639009228433	0.835022110538712	0.0	0.0
V1	1:Del:T:1	3.7380974777168796e-17	0.0	0.12122914994979954	0.8787708500502003	0.0	0.0
V1	1:Del:T:2	0.005816114042471291	0.0	0.05735701586057518	0.9368268700969534	0.0	0.0
V1	1:Del:T:3	0.010863308607847164	0.0	0.0477456799200752	0.9413910114720776	0.0	0.0
V1	1:Del:T:4	0.025028729448016984	0.0	0.0076298127316332814	0.9673414578203497	0.0	0.0
V1	1:Del:T:5	2.6393698540787073e-16	0.0	0.869746386513127	0.1302536134868726	0.0	0.0
V1	1:Ins:C:0	1.1659112789021376e-15	0.0	0.9999999999999957	3.3476990383435677e-15	0.0	0.0
V1	1:Ins:C:1	1.4835502657646969e-15	0.0	0.9984803512628369	0.0015196487371616008	0.0	0.0
V1	1:Ins:C:2	1.512974712493726e-15	0.0	0.7168438855814561	0.2831561144185423	0.0	0.0
V1	1:Ins:C:3	0.8760708899792616	0.0	0.1239291100207285	9.842036503613707e-15	0.0	0.0
V1	1:Ins:C:4	0.7570678048616197	0.0	0.2413232759689094	0.0016089191694708825	0.0	0.0
V1	1:Ins:C:5	0.9746400449920951	0.0	0.020166229276646738	0.005193725731258098	0.0	0.0
V1	1:Ins:T:0	0.07855151329149539	0.0	0.15924128754725264	0.7622071991612519	0.0	0.0
V1	1:Ins:T:1	0.0017307292261323126	0.0	0.21474280027726675	0.783526470496601	0.0	0.0
V1	1:Ins:T:2	0.033673859686221386	0.0	0.2563579703940917	0.7099681699196869	0.0	0.0
