MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O
1:Del:C:0	4.87E-09	7.10E-04	1.40E-46	1.87E-46	2.04E-03	9.17E-03	3.61E-03	2.56E-02	1.88E-02	4.59E-02	1.19E-03	8.12E-03	1.15E-02	4.23E-03	4.38E-02
1:Del:C:1	8.33E-05	5.16E-09	6.07E-09	0.00E+00	0.00E+00	4.17E-03	8.45E-03	4.38E-03	6.72E-03	5.94E-02	2.58E-08	2.88E-02	2.83E-02	4.16E-03	4.40E-02
1:Del:C:2	1.03E-04	2.71E-04	1.51E-04	2.62E-08	0.00E+00	1.02E-03	1.30E-03	1.47E-07	3.86E-04	1.56E-04	1.98E-08	1.96E-03	8.00E-04	2.35E-03	2.36E-04
1:Del:C:3	1.83E-04	0.00E+00	0.00E+00	2.55E-04	3.26E-04	2.05E-03	2.46E-03	1.53E-03	2.73E-04	2.82E-03	4.40E-04	1.13E-02	8.57E-03	3.63E-03	0.00E+00
1:Del:C:4	7.92E-05	8.68E-04	3.90E-04	2.91E-04	0.00E+00	8.59E-04	0.00E+00	5.77E-03	2.98E-08	2.70E-04	0.00E+00	2.39E-04	8.89E-03	8.74E-03	3.19E-03
1:Del:C:5	4.83E-04	1.51E-03	5.67E-04	4.04E-04	7.61E-09	4.42E-04	1.79E-03	0.00E+00	5.87E-04	1.41E-03	0.00E+00	4.97E-03	2.07E-08	5.98E-03	5.08E-03
1:Del:T:0	4.45E-04	3.09E-03	2.88E-04	8.99E-04	2.61E-04	7.28E-03	1.16E-02	1.16E-02	1.22E-02	3.77E-02	1.12E-03	1.94E-02	4.61E-02	8.41E-03	4.27E-03
1:Del:T:1	3.84E-04	7.79E-04	8.99E-04	4.91E-04	4.13E-04	3.50E-03	3.51E-03	5.26E-03	4.46E-03	1.99E-02	1.06E-03	5.84E-03	1.84E-02	7.65E-03	4.51E-03
1:Del:T:2	1.72E-08	1.40E-46	1.09E-02	2.72E-02	4.63E-08	1.08E-03	5.46E-04	1.28E-02	3.98E-02	1.55E-02	0.00E+00	5.25E-02	1.24E-02	1.33E-02	2.53E-06
1:Del:T:3	4.77E-04	2.75E-03	1.75E-03	1.32E-03	1.94E-03	1.85E-03	2.32E-03	8.32E-03	1.27E-02	3.15E-02	0.00E+00	1.12E-02	3.11E-02	2.74E-02	1.30E-02
