Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F
V1	1.92E+00	1.17E+00	2.98E+00	1.60E+00	1.67E+00	1.16E+00
V2	4.22E+00	2.40E+00	3.12E+00	4.67E+00	1.19E+00	2.64E+00
V3	1.93E+00	2.24E+00	6.40E-01	2.45E+00	1.48E+00	3.30E+00
V4	1.39E+00	1.19E+00	2.07E+00	1.00E+00	1.57E+00	9.55E-01
V5	2.24E+00	1.96E+00	9.83E-01	3.76E+00	1.49E+00	2.88E+00
V6	2.35E+00	7.61E-01	3.19E+00	1.30E+00	1.98E+00	1.38E+00
V7	4.28E+00	1.88E+00	2.08E+00	1.90E+00	8.46E-01	0.00E+00
V8	1.56E+00	5.86E-01	1.54E+00	1.00E-01	1.26E+00	2.37E+00
V9	2.68E+00	7.90E-01	3.12E+00	1.51E+00	2.63E+00	2.57E+00
V10	3.71E+00	1.01E+00	0.00E+00	3.53E+00	3.35E-01	1.27E+00
V11	1.42E+00	0.00E+00	2.70E+00	0.00E+00	1.96E+00	0.00E+00
V12	1.91E+00	2.91E+00	7.18E-01	4.51E+00	6.99E-01	2.10E+00
V13	2.63E+00	1.26E+00	1.94E+00	1.06E+00	1.29E+00	3.16E+00
V14	0.00E+00	2.77E-01	2.24E+00	1.65E+00	2.77E+00	3.66E+00
V15	2.59E+00	2.07E+00	0.00E+00	1.36E+00	5.22E-01	1.04E+00
V16	1.47E+00	1.46E+00	1.69E+00	6.70E-01	8.60E-01	1.75E+00
V17	2.04E+00	8.88E-01	8.23E-01	1.45E+00	1.05E+00	1.56E+00
V18	8.14E-01	9.83E-01	3.94E-01	0.00E+00	1.08E+00	0.00E+00
V19	8.60E-01	8.94E-01	1.53E+00	2.17E+00	1.41E+00	3.23E+00
V20	2.47E+00	9.36E-01	2.04E+00	0.00E+00	0.00E+00	1.16E+00
V21	1.10E+00	9.67E-01	1.76E+00	2.06E+00	9.78E-01	6.53E-01
V22	7.48E-01	1.54E+00	0.00E+00	2.59E+00	1.69E+00	2.84E+00
V23	1.42E+00	2.04E+00	3.88E+00	2.38E+00	2.84E+00	3.80E+00
V24	0.00E+00	2.32E+00	1.93E+00	4.99E-01	2.68E+00	2.21E-01
V25	2.05E+00	3.33E-01	2.01E+00	4.90E-01	9.89E-01	1.33E-01
V26	1.65E+00	3.79E-01	2.87E+00	1.53E-01	5.96E-01	2.57E+00
V27	2.30E+00	2.93E+00	1.73E+00	8.03E-01	1.43E+00	7.72E-01
V28	3.89E-01	8.00E-01	6.46E-01	0.00E+00	0.00E+00	0.00E+00
V29	3.28E+00	1.83E+00	3.88E+00	5.26E-01	2.13E+00	2.17E+00
V30	1.27E+00	8.36E-01	6.46E-01	0.00E+00	1.02E+00	1.19E+00
V31	0.00E+00	5.12E-01	2.99E+00	2.49E-01	1.87E+00	2.81E+00
V32	1.75E+00	0.00E+00	1.47E+00	7.19E-01	5.47E-01	3.96E-01
V33	6.71E-01	2.60E-01	6.70E-01	3.42E-01	2.18E+00	1.70E+00
V34	4.27E-01	2.83E+00	3.48E+00	2.40E+00	2.19E+00	1.48E+00
V35	7.77E-01	1.63E+00	1.15E+00	1.76E+00	2.05E+00	1.94E+00
V36	0.00E+00	2.13E+00	2.83E+00	1.00E+00	2.67E+00	2.35E+00
V37	1.68E+00	4.53E-01	1.10E+00	2.24E+00	5.47E-01	0.00E+00
V38	9.64E-01	1.57E+00	1.71E+00	1.33E+00	0.00E+00	7.95E-01
V39	2.88E+00	4.58E-01	1.63E+00	5.17E-01	1.21E+00	1.47E+00
V40	1.90E+00	1.76E+00	1.60E+00	5.97E-01	3.52E+00	1.45E+00
V41	2.97E+00	7.19E-01	6.51E-01	3.94E+00	1.48E+00	3.27E+00
V42	2.15E+00	2.30E+00	0.00E+00	6.11E-01	1.79E+00	1.42E+00
V43	5.00E+00	2.91E-01	4.90E-01	2.03E+00	1.12E+00	4.46E+00
V44	8.30E-01	6.18E-01	2.03E+00	1.51E+00	4.07E-01	2.26E+00
V45	1.48E+00	0.00E+00	2.37E+00	6.71E-01	2.18E+00	3.06E-01
V46	3.35E+00	2.21E+00	6.51E-01	3.74E+00	4.24E+00	2.32E+00
V47	2.16E+00	1.49E+00	6.37E-01	2.40E+00	0.00E+00	1.45E+00
V48	4.33E-01	5.59E-01	3.01E+00	2.40E+00	4.02E+00	1.07E+00
V49	2.65E+00	2.36E+00	3.14E-01	2.23E+00	7.31E-01	1.75E+00
V50	3.05E+00	8.23E-01	2.09E+00	6.16E-01	2.24E+00	1.22E+00
V51	6.51E-01	1.37E+00	1.37E+00	1.32E+00	1.03E+00	3.08E+00
V52	1.40E+00	2.74E+00	2.99E+00	0.00E+00	7.61E-01	1.16E+00
V53	3.48E-01	1.45E+00	5.76E+00	4.98E+00	3.02E+00	4.98E+00
