NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	71.814	26.038	18.587	17.309	0.154	0.979	30000.0
2	69.322	25.463	17.591	16.757	0.151	0.981	20000.0
3	64.798	24.158	16.12	15.888	0.15	0.982	30000.0
4	70.073	26.035	17.772	17.244	0.156	0.979	20000.0
5	64.924	23.926	15.944	15.114	0.149	0.985	30000.0
6	73.724	27.144	19.253	18.209	0.163	0.977	60000.0
7	72.338	26.492	19.326	18.194	0.149	0.976	50000.0
8	69.454	25.6	17.52	17.101	0.155	0.98	30000.0
9	70.038	25.952	17.224	16.768	0.156	0.981	60000.0
10	67.985	25.602	16.664	16.441	0.161	0.981	60000.0
