NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	48.588	18.827	11.395	11.331	0.108	0.991	40000.0
2	48.418	18.665	11.189	11.359	0.112	0.99	30000.0
3	46.319	18.513	10.199	10.614	0.112	0.992	60000.0
4	46.874	18.305	10.787	10.596	0.106	0.992	30000.0
5	48.228	18.597	11.28	11.153	0.114	0.991	50000.0
6	46.812	17.994	10.752	10.684	0.11	0.991	40000.0
7	47.919	18.408	11.292	11.266	0.111	0.991	70000.0
8	47.89	18.183	11.288	10.846	0.106	0.992	110000.0
9	54.44	21.11	13.33	13.012	0.122	0.987	90000.0
10	49.905	19.772	11.682	11.764	0.116	0.99	60000.0
