NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	80.746	31.378	21.364	21.404	0.175	0.969	50000.0
2	80.827	30.542	20.658	20.007	0.168	0.974	30000.0
3	75.863	28.874	19.154	19.24	0.163	0.974	30000.0
4	83.836	31.641	22.252	21.463	0.175	0.971	40000.0
5	77.411	29.815	19.505	19.619	0.167	0.975	40000.0
6	82.502	31.253	21.907	21.454	0.173	0.968	60000.0
7	82.422	31.492	21.653	20.976	0.174	0.971	30000.0
8	79.01	30.098	19.829	19.638	0.171	0.975	30000.0
9	79.321	30.122	19.866	19.646	0.172	0.976	40000.0
10	82.989	31.527	21.398	21.078	0.174	0.972	20000.0
