NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	59.029	19.91	13.565	13.602	0.086	0.987	70000.0
2	52.162	17.535	11.737	11.652	0.081	0.991	50000.0
3	55.523	18.879	12.93	12.969	0.084	0.988	60000.0
4	60.614	20.364	14.231	14.211	0.089	0.986	50000.0
5	58.949	19.745	13.804	13.729	0.085	0.986	40000.0
6	58.667	20.108	13.771	13.99	0.09	0.985	40000.0
7	59.771	20.284	14.013	13.95	0.089	0.986	30000.0
8	57.765	19.562	13.264	13.626	0.085	0.986	100000.0
9	55.972	19.012	12.988	13.135	0.084	0.987	50000.0
10	53.364	18.044	12.107	12.244	0.08	0.989	70000.0
