NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	149.145	49.415	49.898	38.016	0.287	0.897	30000.0
2	156.634	50.271	54.375	41.786	0.295	0.882	30000.0
3	164.643	53.842	58.274	43.213	0.307	0.873	20000.0
4	153.036	50.066	51.406	39.61	0.308	0.884	20000.0
5	148.566	49.405	49.671	37.92	0.286	0.899	20000.0
6	158.908	51.848	55.076	40.306	0.293	0.893	40000.0
7	170.497	54.62	64.532	46.422	0.306	0.863	20000.0
8	152.831	49.686	50.854	37.438	0.291	0.9	20000.0
9	148.656	49.737	49.919	38.062	0.285	0.899	30000.0
10	152.711	49.895	50.991	38.34	0.296	0.894	20000.0
