MutationType	ID83A	ID83B
1:Del:C:0	1.08E-02	1.06E-02
1:Del:C:1	2.95E-03	3.05E-03
1:Del:C:2	1.44E-04	1.32E-04
1:Del:C:3	3.13E-04	4.00E-04
1:Del:C:4	4.51E-04	4.92E-04
1:Del:C:5	4.59E-04	3.77E-04
1:Del:T:0	3.70E-03	4.02E-03
1:Del:T:1	1.18E-03	1.21E-03
1:Del:T:2	2.42E-03	2.58E-03
1:Del:T:3	3.65E-03	3.80E-03
1:Del:T:4	4.00E-03	4.13E-03
1:Del:T:5	1.97E-02	2.38E-02
1:Ins:C:0	4.61E-05	7.63E-05
1:Ins:C:1	7.20E-05	9.99E-05
1:Ins:C:2	2.03E-05	1.64E-05
1:Ins:C:3	6.29E-05	5.75E-05
1:Ins:C:4	2.05E-04	1.68E-04
1:Ins:C:5	1.11E-03	1.44E-03
1:Ins:T:0	3.67E-04	4.49E-04
1:Ins:T:1	3.24E-04	3.05E-04
1:Ins:T:2	1.67E-04	1.40E-04
1:Ins:T:3	1.68E-04	1.79E-04
1:Ins:T:4	9.98E-04	1.04E-03
1:Ins:T:5	3.16E-02	4.19E-02
2:Del:R:0	2.71E-04	2.73E-04
2:Del:R:1	1.85E-04	2.70E-04
2:Del:R:2	1.34E-04	1.27E-04
2:Del:R:3	3.52E-05	3.04E-05
2:Del:R:4	5.41E-05	7.92E-05
2:Del:R:5	9.37E-05	4.84E-05
3:Del:R:0	1.38E-04	2.65E-04
3:Del:R:1	3.01E-04	3.81E-03
3:Del:R:2	1.33E-04	1.34E-04
3:Del:R:3	5.80E-05	8.25E-05
3:Del:R:4	1.16E-08	9.25E-09
3:Del:R:5	1.16E-08	9.25E-09
4:Del:R:0	8.47E-05	1.61E-04
4:Del:R:1	1.40E-04	2.02E-04
4:Del:R:2	6.14E-05	6.20E-05
4:Del:R:3	1.37E-04	4.34E-02
4:Del:R:4	2.56E-02	1.73E-02
4:Del:R:5	1.16E-08	9.25E-09
5:Del:R:0	5.24E-03	4.58E-03
5:Del:R:1	5.76E-05	7.38E-05
5:Del:R:2	3.07E-05	7.83E-05
5:Del:R:3	1.16E-08	9.25E-09
5:Del:R:4	1.16E-08	9.25E-09
5:Del:R:5	9.58E-08	1.55E-05
2:Ins:R:0	1.39E-04	7.07E-03
2:Ins:R:1	1.88E-04	2.09E-04
2:Ins:R:2	6.85E-05	3.84E-05
2:Ins:R:3	6.35E-05	6.51E-05
2:Ins:R:4	1.36E-04	9.73E-05
2:Ins:R:5	8.86E-04	9.09E-04
3:Ins:R:0	2.55E-05	3.43E-05
3:Ins:R:1	7.24E-05	8.78E-05
3:Ins:R:2	1.49E-07	3.77E-05
3:Ins:R:3	3.89E-08	2.09E-05
3:Ins:R:4	8.62E-09	6.11E-05
3:Ins:R:5	5.92E-05	4.51E-04
4:Ins:R:0	4.85E-05	6.80E-05
4:Ins:R:1	1.04E-04	1.19E-04
4:Ins:R:2	1.16E-08	9.25E-09
4:Ins:R:3	3.17E-05	1.19E-05
4:Ins:R:4	2.38E-05	1.26E-05
4:Ins:R:5	8.25E-05	8.24E-05
5:Ins:R:0	2.22E-02	1.50E-02
5:Ins:R:1	2.70E-04	1.96E-04
5:Ins:R:2	3.54E-05	7.05E-05
5:Ins:R:3	3.37E-05	4.92E-05
5:Ins:R:4	1.16E-08	9.25E-09
5:Ins:R:5	1.91E-08	7.66E-05
2:Del:M:1	1.62E-04	1.74E-04
3:Del:M:1	2.21E-04	4.06E-04
3:Del:M:2	1.87E-04	2.33E-04
4:Del:M:1	1.56E-04	1.78E-04
4:Del:M:2	1.49E-04	9.96E-05
4:Del:M:3	5.94E-05	7.85E-04
5:Del:M:1	6.20E-03	5.71E-03
5:Del:M:2	2.38E-03	2.24E-03
5:Del:M:3	1.21E-03	1.15E-03
5:Del:M:4	4.59E-04	3.61E-04
5:Del:M:5	4.16E-04	5.17E-04
