NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	80.387	26.829	18.27	17.84	0.136	0.978	70000.0
2	77.655	25.928	17.665	17.54	0.132	0.978	60000.0
3	81.344	27.436	18.795	18.629	0.139	0.976	20000.0
4	78.645	26.273	18.033	17.774	0.136	0.978	30000.0
5	80.035	26.385	18.565	18.057	0.13	0.977	20000.0
6	78.836	26.545	17.783	17.743	0.141	0.977	30000.0
7	81.329	27.314	18.864	18.525	0.137	0.976	20000.0
8	79.661	27.082	18.327	18.754	0.137	0.975	40000.0
9	79.903	26.908	18.525	18.508	0.136	0.976	40000.0
10	78.692	26.35	18.208	18.002	0.129	0.978	50000.0
