MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	1.93E-07	0.00E+00	1.30E-03	1.68E-07	1.28E-02	1.32E-02	4.20E-02	5.79E-03	3.92E-02	3.56E-02	5.43E-04
1:Del:C:1	3.01E-08	0.00E+00	1.12E-03	0.00E+00	1.23E-02	3.03E-03	2.37E-02	4.31E-03	3.27E-03	5.48E-03	6.78E-03
1:Del:C:2	3.26E-08	3.47E-09	4.68E-09	9.50E-05	8.24E-04	1.06E-03	1.02E-03	5.03E-04	9.47E-06	8.63E-08	4.57E-03
1:Del:C:3	0.00E+00	7.83E-04	3.03E-04	0.00E+00	9.11E-04	2.29E-03	1.36E-03	1.86E-03	2.22E-03	2.57E-03	2.42E-03
1:Del:C:4	8.53E-05	1.03E-04	1.04E-03	6.63E-04	2.43E-03	1.05E-03	6.03E-03	1.57E-03	4.85E-03	2.99E-04	8.43E-04
1:Del:C:5	7.27E-05	2.29E-04	1.43E-03	0.00E+00	3.32E-04	2.90E-04	5.84E-03	0.00E+00	5.14E-03	1.86E-03	3.04E-03
1:Del:T:0	1.40E-46	1.27E-03	0.00E+00	4.64E-04	1.68E-02	5.17E-03	1.61E-02	3.12E-03	2.25E-02	1.86E-02	9.39E-03
1:Del:T:1	3.56E-04	3.37E-04	2.72E-04	1.40E-46	5.51E-03	3.95E-03	1.65E-02	5.80E-03	5.66E-03	1.08E-02	3.61E-03
1:Del:T:2	2.29E-04	7.12E-04	9.88E-04	7.44E-05	1.14E-02	4.97E-03	2.83E-02	4.90E-03	1.23E-02	1.76E-02	1.34E-02
1:Del:T:3	3.25E-04	1.86E-03	8.92E-04	1.71E-02	6.60E-03	4.42E-03	6.28E-03	4.25E-02	1.82E-02	7.92E-02	3.75E-03
1:Del:T:4	9.48E-04	1.35E-03	5.00E-03	1.12E-05	1.35E-02	1.37E-03	2.08E-02	9.23E-03	3.31E-02	2.20E-02	6.91E-03
1:Del:T:5	8.61E-08	1.44E-07	7.30E-03	1.50E-08	3.29E-04	3.51E-07	1.16E-03	9.50E-03	8.41E-02	5.95E-03	2.42E-02
1:Ins:C:0	7.84E-05	0.00E+00	1.80E-08	0.00E+00	8.38E-05	4.32E-04	3.55E-04	1.43E-08	1.81E-07	2.24E-04	9.93E-04
1:Ins:C:1	2.55E-08	0.00E+00	1.59E-04	3.20E-04	2.71E-07	6.90E-04	0.00E+00	1.05E-03	4.86E-04	2.21E-04	3.30E-03
1:Ins:C:2	1.53E-05	2.39E-08	7.86E-08	1.95E-09	3.85E-08	6.52E-04	7.48E-04	7.67E-04	2.32E-04	7.36E-04	8.03E-04
1:Ins:C:3	1.21E-04	4.48E-04	2.73E-08	8.92E-05	7.39E-09	1.97E-04	8.89E-05	1.13E-07	9.18E-05	1.78E-04	7.64E-04
1:Ins:C:4	4.24E-06	4.57E-04	4.27E-04	0.00E+00	0.00E+00	1.84E-04	5.48E-04	1.68E-03	2.25E-03	7.99E-05	1.52E-03
1:Ins:C:5	2.68E-08	2.75E-03	8.82E-04	8.12E-04	5.67E-04	1.29E-08	2.11E-03	1.48E-03	2.95E-03	0.00E+00	2.32E-02
1:Ins:T:0	1.22E-04	8.07E-04	3.78E-04	9.67E-05	3.19E-03	2.16E-03	2.26E-03	2.13E-03	2.82E-03	8.35E-04	8.34E-03
1:Ins:T:1	2.78E-04	1.30E-04	7.43E-05	1.32E-03	1.75E-03	7.33E-04	2.71E-03	2.00E-03	1.27E-03	2.84E-03	2.13E-03
1:Ins:T:2	1.91E-08	2.28E-08	1.97E-04	5.22E-05	6.01E-04	4.71E-04	1.14E-03	0.00E+00	1.66E-03	5.29E-04	5.30E-03
1:Ins:T:3	1.20E-04	1.03E-03	3.40E-05	0.00E+00	2.82E-04	3.32E-04	2.11E-03	2.49E-05	4.06E-08	1.99E-04	6.83E-03
