Samples	ID83A	ID83B	ID83C	ID83D
V1	154	0	0	88
V2	35	56	96	13
V3	143	35	0	22
V4	52	45	0	58
V5	0	29	125	51
V6	36	8	95	1
V7	95	122	50	73
V8	156	0	0	27
V9	349	63	87	5
V10	0	3	66	4
V11	21	4	61	3
V12	0	96	0	15
V13	210	36	0	150
V14	0	123	272	10
V15	15	75	303	38
V16	0	0	134	5
V17	3	0	257	123
V18	126	10	55	6
V19	44	101	5	68
V20	167	2	36	29
V21	258	20	57	28
V22	10	3	0	164
V23	109	344	42	5
V24	0	36	155	0
V25	0	358	22	106
V26	37	2	150	106
V27	448	8	129	0
V28	0	56	74	42
V29	245	17	134	1
V30	163	155	0	18
V31	67	21	47	86
V32	0	241	31	73
V33	72	112	57	113
V34	0	121	24	8
V35	45	63	259	10
V36	2	27	8	53
V37	15	17	75	3
V38	123	208	11	25
V39	37	154	100	0
V40	470	3	0	8
V41	113	36	3	276
V42	0	2	0	360
V43	185	7	154	101
V44	95	217	103	0
V45	411	224	0	6
V46	325	0	0	117
V47	83	20	35	26
V48	229	149	0	130
V49	0	0	98	17
V50	21	111	108	14
V51	0	205	171	2
V52	8	7	159	368
V53	105	46	298	263
V54	8	11	5	141
V55	0	97	2	0
V56	186	26	116	7
V57	59	16	2	46
V58	183	456	226	11
V59	7	63	0	33
V60	80	55	146	2
V61	0	83	47	4
V62	119	119	0	35
V63	54	18	36	19
V64	0	363	56	6
V65	7	2	0	21
V66	13	47	98	1
V67	35	20	11	0
V68	230	635	0	10
V69	0	0	457	11
V70	238	182	58	2
V71	328	63	65	26
V72	134	161	29	0
V73	146	0	20	0
V74	0	20	274	42
V75	8	23	7	40
V76	88	0	142	4
V77	443	25	125	69
V78	102	3	120	0
V79	74	8	12	8
V80	295	3	0	30
V81	0	42	290	0
V82	0	201	0	2
V83	66	54	138	13
V84	0	94	17	123
V85	143	400	151	22
V86	0	116	0	278
V87	16	43	6	16
V88	0	56	67	4
V89	293	125	5	11
V90	328	102	0	92
V91	57	61	77	13
V92	28	206	5	13
V93	0	90	135	0
V94	44	239	203	56
V95	0	171	241	130
V96	133	7	0	79
V97	89	106	86	8
V98	116	461	0	18
V99	110	46	15	6
V100	6	63	0	0
