Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L	ID83M	ID83N	ID83O	ID83P	ID83Q	ID83R
V50	1	26	5	33	6	13	0	31	3	21	1	0	17	8	15	27	2	0
V51	2	16	152	0	58	1	0	0	41	0	7	0	3	0	0	9	0	1
V52	31	0	57	3	139	17	6	7	52	0	1	0	2	7	0	0	6	0
V53	27	394	3	11	2	0	13	0	0	3	18	192	12	0	0	0	30	0
V54	1	37	30	60	53	0	7	0	66	7	5	0	14	0	31	0	0	0
V55	278	37	22	4	8	0	2	0	35	1	16	0	4	0	9	4	1	0
V56	6	5	0	165	25	76	36	21	0	172	14	0	132	0	122	0	0	0
V57	6	3	4	0	5	105	14	69	6	0	0	0	0	17	14	0	0	33
V58	18	1	3	8	1	13	3	51	17	0	0	0	0	0	27	0	0	0
V59	15	0	3	197	12	0	1	0	0	188	0	0	144	0	0	1	0	0
V60	39	5	0	18	0	8	6	0	0	4	0	0	1	6	0	7	7	0
V61	12	47	1	5	9	30	5	42	18	0	5	0	7	22	0	5	0	0
V62	63	0	7	37	0	0	9	0	0	21	17	2	8	1	0	0	8	2
V63	197	5	15	1	36	0	33	0	21	0	0	37	0	3	0	4	5	13
V64	33	47	2	70	9	171	4	125	0	62	0	0	8	2	16	0	0	0
V65	2	0	2	21	0	8	7	16	0	7	2	0	0	12	0	0	3	0
V66	0	0	7	18	0	0	47	0	0	4	27	2	2	64	0	0	0	0
V67	2	0	33	1	38	0	0	0	17	0	9	10	3	2	0	3	0	0
V68	173	176	10	39	12	5	15	2	17	36	21	5	7	0	27	0	16	0
V69	12	9	11	21	15	39	0	59	0	7	0	6	21	0	27	0	0	1
V70	91	0	0	0	3	23	3	3	0	1	2	0	0	0	0	5	12	11
V71	94	10	53	0	0	0	0	0	66	1	0	0	0	5	0	44	0	0
V72	19	1	17	0	24	26	23	113	18	6	7	0	0	47	1	10	0	0
V73	0	0	14	0	0	4	54	3	0	9	17	30	7	49	0	0	0	14
V74	14	53	2	95	0	0	74	0	0	21	25	0	49	10	19	0	3	0
V75	0	0	2	0	0	0	7	0	0	0	11	0	0	21	0	2	11	6
V76	26	69	8	7	4	41	15	1	0	4	0	28	5	0	0	0	0	62
V77	8	70	62	13	60	0	37	0	4	0	1	24	4	10	0	5	0	29
V78	5	7	11	4	7	57	4	38	8	6	0	8	0	2	0	0	0	8
V79	78	93	24	0	40	42	0	20	0	0	7	15	0	4	4	1	20	0
V80	13	0	27	2	20	0	8	0	6	1	11	0	0	0	0	16	0	0
V81	1	0	0	0	1	0	0	0	0	0	0	0	3	3	0	0	0	0
V82	8	0	10	4	8	0	1	0	0	14	0	0	4	0	0	0	0	0
V83	7	4	6	17	0	5	51	5	0	10	21	0	1	14	0	9	3	7
V84	70	5	11	8	13	0	13	0	0	1	4	0	0	10	0	9	16	0
V85	0	100	1	0	0	0	2	7	0	3	10	0	2	0	0	0	4	0
V86	23	0	54	9	12	26	28	4	0	2	6	3	3	16	23	0	0	0
V87	381	0	0	35	1	0	2	0	0	21	0	0	5	2	0	0	65	0
V88	20	0	33	17	7	16	8	26	0	2	3	4	0	6	2	21	0	51
V89	61	21	9	8	6	54	8	26	0	5	12	0	2	0	0	5	36	19
V90	121	64	7	0	1	14	1	22	0	0	12	0	0	0	0	3	33	4
V91	23	69	64	0	33	22	79	10	0	0	0	0	0	29	0	13	0	0
V92	0	0	21	5	23	12	19	7	16	14	0	0	0	7	21	12	0	0
V93	0	2	22	11	11	11	5	0	0	1	5	0	1	17	33	1	0	0
V94	4	0	11	1	10	22	83	1	10	3	53	12	4	18	0	0	0	4
V95	39	49	2	0	3	13	1	12	0	6	7	11	2	5	0	0	7	5
V96	0	61	22	1	169	18	0	16	0	0	4	0	1	0	0	19	3	0
V97	64	25	7	5	0	59	15	51	0	0	0	0	1	11	14	0	23	15
V98	38	3	53	43	42	0	0	15	48	1	22	9	23	3	2	27	0	0
V99	11	0	21	23	27	12	0	38	12	2	0	0	17	0	17	16	7	17
V100	33	0	1	20	4	34	8	37	0	7	0	5	3	2	0	6	0	0
