NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	55.145	26.169	13.162	16.533	0.145	0.979	50000.0
2	52.893	25.063	12.272	15.418	0.142	0.983	20000.0
3	55.275	25.737	13.339	16.18	0.141	0.981	60000.0
4	54.67	25.907	13.134	16.573	0.148	0.979	40000.0
5	55.298	26.037	13.058	16.507	0.148	0.98	30000.0
6	53.3	25.221	12.552	15.622	0.14	0.981	50000.0
7	53.718	25.076	12.468	15.597	0.144	0.982	30000.0
8	56.183	26.696	13.326	16.704	0.151	0.98	80000.0
9	51.822	23.956	12.118	15.454	0.137	0.981	20000.0
10	54.562	25.607	12.977	15.617	0.142	0.983	40000.0
