Samples	ID83A	ID83B
V1	46	303
V2	152	103
V3	0	301
V4	193	193
V5	135	60
V6	246	209
V7	444	625
V8	229	44
V9	286	0
V10	251	84
V11	35	227
V12	0	344
V13	262	26
V14	251	36
V15	168	113
V16	244	120
V17	134	0
V18	130	21
V19	100	156
V20	167	89
V21	210	222
V22	223	123
V23	332	0
V24	72	69
V25	357	127
V26	286	60
V27	208	114
V28	466	52
V29	0	336
V30	0	449
V31	92	82
V32	117	101
V33	477	26
V34	66	47
V35	92	38
V36	108	0
V37	252	44
V38	4	456
V39	0	505
V40	392	0
V41	33	57
V42	221	213
V43	137	0
V44	168	238
V45	309	65
V46	54	112
V47	270	0
V48	90	0
V49	155	70
V50	43	156
V51	235	280
V52	186	196
V53	332	41
V54	216	0
V55	255	4
V56	33	72
V57	209	120
V58	4	58
V59	98	1
V60	0	189
V61	67	131
V62	326	70
V63	0	626
V64	262	0
V65	13	18
V66	0	383
V67	103	23
V68	107	67
V69	69	287
V70	274	159
V71	740	0
V72	412	0
V73	208	203
V74	177	276
V75	0	408
V76	365	17
V77	123	195
V78	136	52
V79	203	67
V80	0	717
V81	444	0
V82	287	0
V83	276	46
V84	276	0
V85	190	0
V86	199	41
V87	488	0
V88	171	21
V89	151	19
V90	38	568
V91	73	339
V92	479	343
V93	47	80
V94	166	90
V95	30	141
V96	29	186
V97	181	126
V98	379	0
V99	185	0
V100	160	109
