Samples	ID83A	ID83B
V1	1.43E+01	1.43E+01
V2	1.67E+01	1.67E+01
V3	4.64E+00	4.64E+00
V4	2.00E+01	2.00E+01
V5	9.82E+00	9.82E+00
V6	4.66E+01	4.66E+01
V7	1.05E+02	1.05E+02
V8	9.15E+00	9.15E+00
V9	1.19E+01	1.19E+01
V10	3.87E+01	3.87E+01
V11	9.22E+00	9.22E+00
V12	6.16E+00	6.16E+00
V13	2.26E+01	2.26E+01
V14	1.63E+01	1.63E+01
V15	7.18E+00	7.18E+00
V16	1.54E+01	1.54E+01
V17	5.34E+00	5.34E+00
V18	1.85E+00	1.85E+00
V19	2.40E+01	2.40E+01
V20	1.26E+01	1.26E+01
V21	2.76E+01	2.76E+01
V22	8.21E+00	8.21E+00
V23	1.48E+00	1.48E+00
V24	6.69E+00	6.69E+00
V25	1.30E+01	1.30E+01
V26	4.97E+01	4.97E+01
V27	3.24E+01	3.24E+01
V28	4.54E+01	4.54E+01
V29	8.70E-01	8.70E-01
V30	1.50E+01	1.50E+01
V31	1.10E+01	1.10E+01
V32	1.01E+01	1.01E+01
V33	3.85E+01	3.85E+01
V34	5.89E+00	5.89E+00
V35	1.23E+01	1.23E+01
V36	4.00E+00	4.00E+00
V37	1.18E+01	1.18E+01
V38	1.53E+01	1.53E+01
V39	4.57E+00	4.57E+00
V40	2.02E+01	2.02E+01
V41	2.80E+00	2.80E+00
V42	2.52E+01	2.52E+01
V43	5.59E+00	5.59E+00
V44	2.47E+01	2.47E+01
V45	5.40E+01	5.40E+01
V46	7.47E+00	7.43E+00
V47	1.82E+01	1.82E+01
V48	5.10E+00	5.10E+00
V49	8.96E+00	8.96E+00
V50	2.19E+01	2.19E+01
V51	2.96E+01	2.96E+01
V52	3.34E+01	3.34E+01
V53	6.10E+00	6.13E+00
V54	9.93E+00	9.93E+00
V55	1.46E+01	1.46E+01
V56	7.14E+00	7.14E+00
V57	1.86E+01	1.86E+01
V58	1.78E+00	1.78E+00
V59	4.51E+00	4.51E+00
V60	3.53E+00	3.53E+00
V61	1.53E+01	1.53E+01
V62	1.61E+01	1.61E+01
V63	6.54E+00	6.54E+00
V64	1.06E+01	1.06E+01
V65	3.24E+00	3.24E+00
V66	5.88E+00	5.88E+00
V67	4.17E+00	4.17E+00
V68	7.34E+00	7.34E+00
V69	2.17E+01	2.17E+01
V70	2.52E+01	2.52E+01
V71	1.89E+01	1.89E+01
V72	1.36E+01	1.36E+01
V73	2.69E+01	2.69E+01
V74	3.34E+01	3.34E+01
V75	1.15E+01	1.15E+01
V76	1.72E+01	1.72E+01
V77	1.30E+01	1.30E+01
V78	5.06E+00	5.06E+00
V79	2.81E+01	2.81E+01
V80	7.44E+00	7.44E+00
V81	9.41E+00	9.41E+00
V82	8.29E+00	8.29E+00
V83	1.74E+01	1.74E+01
V84	2.30E+00	2.30E+00
V85	5.37E+00	5.42E+00
V86	3.05E+01	3.05E+01
V87	1.76E+01	1.76E+01
V88	1.68E+01	1.69E+01
V89	7.78E+00	7.78E+00
V90	3.15E+01	3.15E+01
V91	1.96E+01	1.96E+01
V92	1.64E+01	1.64E+01
V93	1.50E+01	1.50E+01
V94	1.68E+01	1.68E+01
V95	9.47E+00	9.47E+00
V96	5.13E+00	5.13E+00
V97	1.58E+01	1.58E+01
V98	1.58E+01	1.58E+01
V99	1.12E+01	1.12E+01
V100	1.21E+01	1.21E+01
