NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	50.486	18.873	11.715	11.022	0.104	0.992	50000.0
2	49.155	18.007	11.418	10.392	0.097	0.993	80000.0
3	49.567	18.438	11.52	10.568	0.101	0.993	60000.0
4	52.656	19.428	12.474	11.219	0.102	0.992	60000.0
5	50.735	19.09	11.986	11.163	0.099	0.992	50000.0
6	52.514	19.734	12.15	11.27	0.105	0.992	90000.0
7	50.713	18.663	11.439	10.545	0.101	0.993	30000.0
8	51.094	19.006	11.954	11.09	0.102	0.992	50000.0
9	49.242	18.539	11.168	10.42	0.101	0.993	60000.0
10	50.989	18.731	11.889	10.796	0.102	0.993	80000.0
