Samples	ID83A	ID83B	ID83C
V1	2.76E+00	8.97E-01	2.93E+00
V2	6.53E+00	6.84E+00	7.11E+00
V3	2.92E+01	2.85E+01	1.57E+01
V4	2.38E+01	1.96E+01	2.20E+01
V5	3.77E+01	2.31E+01	4.02E+01
V6	1.04E+00	1.52E+01	1.55E+01
V7	3.72E+01	3.52E+01	3.13E+01
V8	2.13E+01	7.58E+00	2.31E+01
V9	2.54E+01	3.85E+00	2.50E+01
V10	3.05E+00	1.90E+01	1.94E+01
V11	1.04E+01	1.55E+01	9.15E+00
V12	1.45E+01	1.39E+01	1.40E+01
V13	5.80E+00	7.48E-01	6.02E+00
V14	7.96E+00	8.20E+00	6.24E+00
V15	6.24E+00	5.28E+00	6.89E+00
V16	6.43E+00	2.10E+00	7.30E+00
V17	2.07E+01	3.89E-01	2.06E+01
V18	1.00E+01	1.05E+01	4.63E+00
V19	2.74E+01	1.48E+01	2.61E+01
V20	8.77E+00	9.07E+00	7.40E+00
V21	6.19E+00	8.70E-01	5.50E+00
V22	1.27E+01	2.03E+01	1.27E+01
V23	1.66E+01	1.05E+01	1.80E+01
V24	1.59E+01	1.57E+01	1.66E+01
V25	4.75E+00	3.61E+00	4.36E+00
V26	2.93E+01	1.22E+01	3.11E+01
V27	7.06E+00	5.57E+00	6.35E+00
V28	1.02E+01	1.24E+01	7.85E+00
V29	3.66E+01	3.69E+01	2.09E+01
V30	2.08E+01	2.37E+00	2.10E+01
V31	5.17E+00	5.12E+00	3.94E+00
V32	1.53E+01	1.67E+01	8.88E+00
V33	4.64E+01	4.66E+01	2.21E+01
V34	5.48E+00	5.68E+00	7.68E+00
V35	7.00E+00	9.36E+00	3.71E+00
V36	4.82E+01	4.32E+01	2.76E+01
V37	5.58E+01	3.48E+01	5.52E+01
V38	1.76E+01	5.23E+00	1.84E+01
V39	2.77E+01	3.33E+01	2.76E+01
V40	1.03E+01	1.02E+01	5.10E+00
V41	5.37E+01	4.17E+01	5.38E+01
V42	1.07E+01	9.19E-01	1.02E+01
V43	2.46E+01	5.20E+01	3.78E+01
V44	2.05E+01	1.97E+01	1.04E+01
V45	1.10E+01	8.61E+00	1.11E+01
V46	1.39E+00	1.31E+00	7.42E-01
V47	3.93E+01	3.92E+01	1.75E+01
V48	2.48E+01	2.18E+01	2.36E+01
V49	3.73E+01	3.60E+01	2.25E+01
V50	4.63E+01	4.54E+01	2.83E+01
V51	8.90E+00	5.80E+00	9.74E+00
V52	8.37E+00	8.03E+00	5.73E+00
V53	1.09E+00	6.95E+00	6.72E+00
V54	6.92E+00	6.32E+00	8.05E+00
V55	1.34E+01	1.11E+01	1.35E+01
V56	3.11E+01	1.94E+01	2.86E+01
V57	1.04E+01	1.09E+01	1.08E+01
V58	1.45E+01	1.76E+00	1.51E+01
V59	8.11E+00	6.54E+00	9.86E+00
V60	7.67E+00	9.07E-01	8.30E+00
V61	4.89E+01	3.73E+01	4.69E+01
V62	2.26E+01	1.82E+01	2.37E+01
V63	7.08E+00	2.04E+01	1.84E+01
V64	1.78E+00	1.50E+00	2.06E+00
V65	3.28E+01	3.53E+01	2.17E+01
V66	9.54E+00	9.37E+00	5.58E+00
V67	1.39E+01	1.93E+01	2.25E+01
V68	6.53E+00	8.09E+00	4.19E+00
V69	3.93E+01	2.60E+01	3.61E+01
V70	9.68E+00	4.09E+00	8.09E+00
V71	4.42E+01	3.12E+00	4.39E+01
V72	5.97E-01	2.50E+00	2.66E+00
V73	1.71E+00	3.28E+01	3.14E+01
V74	1.48E+01	1.42E+01	1.04E+01
V75	2.44E+01	2.44E+01	2.34E+01
V76	2.39E+01	2.20E+01	1.40E+01
V77	3.80E+00	5.31E+00	5.54E+00
V78	2.48E+01	2.44E+01	2.24E+01
V79	8.15E+00	7.41E+00	5.67E+00
V80	1.11E+01	8.02E+00	1.16E+01
V81	1.69E+00	2.16E+00	1.77E+00
V82	7.28E+00	7.43E+00	4.68E+00
V83	7.20E+00	2.55E+01	2.15E+01
V84	2.75E+00	5.99E+00	6.20E+00
V85	2.47E+01	2.17E+01	1.61E+01
V86	4.15E+00	4.01E+00	3.87E+00
V87	3.71E+01	3.79E+01	1.68E+01
V88	2.83E+01	2.56E+01	2.72E+01
V89	2.93E+00	1.81E+00	2.32E+00
V90	7.94E+00	1.67E+00	8.68E+00
V91	1.10E+01	9.39E+00	5.48E+00
V92	8.86E+00	1.50E+01	9.01E+00
V93	8.24E+00	2.32E+01	1.70E+01
V94	7.82E+00	5.50E+00	6.21E+00
V95	2.70E+00	3.12E+00	1.89E+00
V96	1.58E+01	1.36E+01	9.43E+00
V97	4.23E+01	3.62E+01	4.21E+01
V98	4.11E+01	3.98E+01	2.35E+01
V99	1.31E+01	1.15E+01	7.88E+00
V100	5.59E-01	6.83E-01	7.27E-01
