Samples	ID83A	ID83B	ID83C
V1	0	0	137
V2	69	68	9
V3	147	80	13
V4	213	267	75
V5	265	58	392
V6	0	160	21
V7	201	202	54
V8	147	26	38
V9	317	31	0
V10	0	220	0
V11	70	139	5
V12	272	25	22
V13	83	0	1
V14	107	5	5
V15	22	74	172
V16	52	1	35
V17	91	0	377
V18	73	22	16
V19	106	127	62
V20	56	112	50
V21	44	5	10
V22	9	191	208
V23	438	80	35
V24	125	300	298
V25	48	17	39
V26	235	8	103
V27	3	96	3
V28	14	0	258
V29	262	35	10
V30	250	0	4
V31	22	0	88
V32	175	17	6
V33	243	176	22
V34	84	64	4
V35	0	52	334
V36	149	502	63
V37	256	213	124
V38	277	0	9
V39	9	452	111
V40	53	7	6
V41	173	91	167
V42	0	0	472
V43	203	669	80
V44	84	144	5
V45	14	50	145
V46	28	7	3
V47	274	31	55
V48	33	175	322
V49	246	109	33
V50	270	99	4
V51	77	0	52
V52	23	92	4
V53	0	56	129
V54	94	112	7
V55	149	0	130
V56	66	109	132
V57	190	5	2
V58	125	8	39
V59	151	75	12
V60	44	0	150
V61	126	38	258
V62	472	0	0
V63	0	315	13
V64	0	0	236
V65	192	316	46
V66	71	7	6
V67	444	123	87
V68	107	2	11
V69	96	258	53
V70	22	34	101
V71	205	17	134
V72	0	5	145
V73	0	341	0
V74	0	0	474
V75	252	34	11
V76	104	208	7
V77	8	75	146
V78	196	119	64
V79	134	42	0
V80	93	17	29
V81	0	11	89
V82	26	23	38
V83	13	274	2
V84	67	0	151
V85	87	179	100
V86	9	5	69
V87	359	34	44
V88	226	4	21
V89	0	0	140
V90	0	0	250
V91	87	67	0
V92	0	158	55
V93	0	234	0
V94	129	36	0
V95	6	49	37
V96	15	50	193
V97	228	8	103
V98	289	86	3
V99	65	123	0
V100	3	0	22
