Samples	ID83A	ID83B	ID83C	ID83D
V1	73	23	16	25
V2	105	16	17	155
V3	78	19	132	1
V4	0	18	3	243
V5	55	96	18	406
V6	0	128	71	39
V7	7	104	279	3
V8	0	57	65	6
V9	109	221	1	8
V10	45	66	13	178
V11	31	24	481	0
V12	26	61	252	189
V13	411	0	1	64
V14	174	167	2	91
V15	403	0	150	52
V16	537	0	9	3
V17	172	51	20	189
V18	167	129	23	106
V19	34	15	1	3
V20	111	96	16	6
V21	10	33	29	243
V22	0	16	6	10
V23	0	114	4	21
V24	5	68	7	46
V25	240	0	18	44
V26	60	15	98	0
V27	121	145	9	8
V28	44	7	15	251
V29	81	70	3	36
V30	0	63	15	36
V31	68	1	15	31
V32	1	318	30	10
V33	290	67	85	39
V34	103	48	48	3
V35	63	69	4	13
V36	64	0	133	7
V37	39	57	94	4
V38	37	12	18	0
V39	0	35	90	7
V40	135	99	82	22
V41	7	5	85	1
V42	233	192	41	32
V43	31	13	7	241
V44	33	16	54	19
V45	7	127	109	12
V46	101	110	56	93
V47	316	255	82	5
V48	25	0	89	3
V49	15	31	152	0
V50	19	58	12	335
V51	188	42	2	40
V52	28	20	217	12
V53	110	0	15	23
V54	154	0	18	41
V55	0	125	223	0
V56	208	61	59	5
V57	57	7	0	6
V58	59	37	23	59
V59	48	86	133	34
V60	15	70	0	300
V61	508	46	49	14
V62	109	359	51	43
V63	469	0	23	380
V64	175	8	133	20
V65	240	20	46	13
V66	165	102	591	105
V67	35	70	12	2
V68	208	103	261	16
V69	225	82	9	27
V70	65	47	63	1
V71	0	53	2	23
V72	3	63	1	82
V73	0	226	5	33
V74	18	264	10	46
V75	14	20	133	82
V76	445	124	2	34
V77	182	87	23	7
V78	0	45	44	8
V79	71	206	4	84
V80	28	124	62	106
V81	0	0	12	788
V82	241	331	3	96
V83	173	362	65	3
V84	167	0	2	6
V85	16	16	291	11
V86	4	0	384	26
V87	4	55	5	31
V88	48	11	47	5
V89	214	15	18	65
V90	10	51	176	8
V91	200	111	17	26
V92	145	101	13	99
V93	64	10	84	2
V94	0	128	74	108
V95	98	6	6	3
V96	100	167	5	255
V97	211	27	37	26
V98	52	94	55	15
V99	207	59	24	4
V100	59	155	4	0
