Samples	ID83A	ID83B	ID83C	ID83D	ID83E
V1	26	15	0	32	6
V2	0	304	5	11	15
V3	29	59	0	19	34
V4	49	9	1	5	57
V5	19	229	109	10	0
V6	0	110	71	237	20
V7	69	19	53	9	7
V8	56	1	10	1	9
V9	30	136	6	43	25
V10	217	39	29	1	36
V11	0	98	149	3	12
V12	272	61	22	10	7
V13	36	0	23	22	167
V14	85	5	160	23	7
V15	142	38	48	4	107
V16	16	65	142	62	17
V17	3	0	186	33	101
V18	131	38	107	32	0
V19	16	89	19	15	71
V20	7	38	145	146	58
V21	72	157	178	66	284
V22	5	82	0	34	0
V23	110	14	113	16	22
V24	2	303	6	15	0
V25	76	63	9	8	6
V26	2	40	74	6	20
V27	60	247	48	13	0
V28	0	146	22	55	52
V29	109	3	65	21	0
V30	228	65	90	63	5
V31	112	0	0	68	63
V32	176	0	258	369	0
V33	1	20	39	14	68
V34	479	43	0	27	14
V35	216	28	49	1	13
V36	0	11	15	135	30
V37	113	108	2	22	58
V38	36	51	2	14	93
V39	44	0	51	0	189
V40	4	25	20	43	81
V41	45	2	52	1	1
V42	60	8	164	1	68
V43	42	0	4	1	14
V44	0	3	1	15	41
V45	4	3	52	15	13
V46	127	6	36	6	23
V47	26	53	1	44	16
V48	146	34	1	50	37
V49	15	0	3	64	50
V50	3	0	26	7	18
V51	267	14	77	11	0
V52	19	16	19	27	23
V53	39	15	0	83	36
V54	76	39	79	10	71
V55	16	3	27	11	107
V56	3	25	3	175	37
V57	7	16	0	12	7
V58	0	106	178	61	29
V59	1	0	79	9	43
V60	19	84	2	3	54
V61	23	6	0	1	29
V62	0	123	22	107	169
V63	265	0	2	25	27
V64	54	3	68	5	126
V65	26	85	55	15	0
V66	29	48	2	170	0
V67	7	2	7	0	6
V68	102	145	116	7	0
V69	39	83	6	49	36
V70	28	0	22	16	14
V71	2	8	3	12	16
V72	11	34	161	0	49
V73	1	129	36	8	13
V74	7	59	1	28	50
V75	62	23	50	1	11
V76	43	247	12	8	11
V77	62	40	9	1	40
V78	66	0	19	38	150
V79	39	8	193	133	105
V80	21	104	4	12	64
V81	2	10	10	52	16
V82	80	7	3	4	50
V83	143	97	1	7	35
V84	64	6	1	5	5
V85	0	49	96	88	0
V86	0	64	0	47	99
V87	15	44	22	0	59
V88	11	6	24	23	45
V89	10	4	1	56	84
V90	15	2	1	127	2
V91	201	38	12	12	108
V92	0	22	27	476	3
V93	0	40	0	29	35
V94	83	53	3	48	0
V95	14	38	0	17	22
V96	28	6	41	86	25
V97	0	26	115	343	47
V98	15	29	6	4	0
V99	20	6	97	40	39
V100	18	164	87	11	95
