De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 83-A, Signature ID9 (100.00%), 7.27,  3.86, 0.077, 1.00, 1.00
Signature 83-B, Signature ID8 (100.00%), 20.07,  12.78, 0.065, 0.99, 0.99
Signature 83-C, Signature ID1 (100.00%), 9.82,  3.07, 0.143, 1.00, 1.00
Signature 83-D, Signature 83-D, 0, 0, 0, 1, 1
Signature 83-E, Signature 83-E, 0, 0, 0, 1, 1
Signature 83-F, Signature ID2 (100.00%), 13.26,  2.40, 0.186, 1.00, 1.00
