NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	37.269	18.535	9.018	11.284	0.102	0.991	40000.0
2	35.551	17.778	8.435	10.619	0.096	0.992	50000.0
3	39.346	19.803	9.341	11.825	0.104	0.99	70000.0
4	37.092	18.368	8.704	10.916	0.098	0.992	40000.0
5	35.652	18.159	8.644	11.007	0.097	0.991	30000.0
6	37.925	19.006	9.428	11.8	0.101	0.99	40000.0
7	34.984	17.283	8.322	10.317	0.097	0.992	50000.0
8	39.211	19.84	9.496	12.167	0.102	0.989	40000.0
9	36.257	18.09	8.616	10.775	0.1	0.992	70000.0
10	35.638	17.867	8.551	10.821	0.097	0.992	60000.0
