Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K	ID83L
V11	6.51E-01	0.00E+00	9.36E-01	1.96E+00	5.21E+00	1.89E+00	1.68E+00	1.80E+00	6.15E+00	3.06E-01	1.30E+00	1.70E+00
V12	1.45E+01	8.45E+00	3.18E+00	8.95E-01	3.79E-01	1.15E+00	1.70E+00	7.00E-01	2.00E-01	1.22E+01	1.70E+00	6.79E+00
V13	6.25E+00	0.00E+00	4.67E-01	3.76E+00	9.24E-01	0.00E+00	8.00E-01	0.00E+00	7.90E-01	5.30E+00	1.52E+00	3.12E+00
V14	5.42E+00	1.07E+01	9.13E+00	1.96E+00	8.74E+00	2.42E+01	9.29E+00	2.29E+01	9.04E+00	5.85E+00	1.32E+01	4.06E+00
V15	1.00E-01	2.96E+00	0.00E+00	2.25E+00	1.18E+01	2.07E+00	0.00E+00	1.78E+00	1.18E+01	1.04E+00	0.00E+00	3.22E+00
V16	3.00E-01	5.40E+00	2.54E+00	7.57E-01	2.42E+00	1.20E+00	3.10E+00	1.20E+00	5.13E+00	1.50E+00	1.49E+00	8.88E-01
V17	1.69E+01	2.60E-01	6.97E+00	3.40E-01	1.53E-01	6.74E-01	9.51E+00	1.22E+00	7.57E-01	1.31E+01	2.16E+00	6.14E+00
V18	1.47E+01	1.07E+01	1.07E+00	0.00E+00	1.00E-01	8.83E+00	6.00E-01	8.92E+00	8.30E+00	1.07E+01	2.97E+00	6.16E+00
V19	9.20E-01	1.31E+00	8.16E-01	6.11E+00	5.09E+00	1.00E-01	1.20E+00	4.58E-01	5.28E+00	6.00E-01	3.12E+00	6.33E+00
V20	4.44E+00	1.19E+00	5.54E+00	2.40E+00	1.11E+01	6.41E+00	1.76E+00	1.29E+01	9.71E+00	1.42E+01	1.24E+01	2.41E+00
V21	1.01E+00	8.72E-01	1.06E+01	4.31E+00	1.77E+00	1.02E+00	1.08E+01	1.87E+00	1.08E+00	9.48E-01	3.04E+00	4.67E+00
V22	1.06E+01	4.94E+00	0.00E+00	8.58E+00	6.42E+00	1.76E+01	1.90E+00	1.91E+01	5.61E+00	9.36E+00	4.44E+00	1.58E+01
V23	1.03E+00	7.22E-01	3.11E+01	8.92E+00	1.04E+00	2.13E+00	3.13E+01	2.14E+00	1.62E+00	3.01E+00	8.86E+00	9.90E+00
V24	1.02E+00	6.33E-01	2.24E+00	3.08E+00	1.00E-01	7.11E+00	8.94E-01	6.42E+00	1.33E-01	1.05E+00	1.22E+00	8.15E+00
V25	3.26E+00	2.21E-01	5.22E+00	6.88E+00	1.10E+00	8.29E+00	4.41E+00	7.59E+00	3.35E+00	3.86E+00	2.13E+00	1.47E+01
V26	1.98E+01	3.22E+00	3.99E+00	9.59E+00	9.80E-01	1.09E+01	1.61E+00	1.05E+01	2.78E+00	1.27E+01	8.72E+00	1.74E+01
V27	8.42E+00	2.73E+00	4.94E+00	1.55E+00	1.09E+01	1.09E+01	2.72E+00	1.00E+01	9.88E+00	5.50E+00	1.24E+01	5.05E+00
V28	0.00E+00	7.25E+00	4.36E+01	1.84E+00	2.93E+00	0.00E+00	4.61E+01	0.00E+00	5.94E+00	1.15E+00	1.22E+01	3.86E+00
V29	2.81E+00	5.42E-01	2.95E+00	6.15E-01	9.00E-01	5.29E+00	3.34E+00	5.41E+00	9.33E-01	2.55E+00	2.34E+00	1.44E+00
V30	1.46E+01	3.59E-01	2.93E+00	6.97E+00	3.97E+00	3.11E+00	1.88E+00	2.90E+00	4.16E+00	1.05E+01	2.26E+00	8.56E+00
V31	1.44E+01	1.22E+00	2.46E+00	0.00E+00	3.74E+00	1.19E+00	2.27E+00	2.37E+00	4.31E+00	8.93E+00	1.28E+00	5.70E+00
V32	6.73E+00	7.12E-01	2.85E+01	1.47E+01	7.02E+00	5.17E-01	2.87E+01	1.00E-01	3.53E+00	8.15E+00	1.28E+01	1.70E+01
V33	1.52E+00	1.51E+00	8.92E-01	0.00E+00	1.93E+00	5.81E+00	1.66E+00	6.40E+00	2.18E+00	1.31E+00	1.33E+00	7.67E-01
V34	0.00E+00	2.88E+00	4.00E-01	6.84E+00	3.12E+00	1.33E-01	1.13E+00	2.69E-01	4.02E+00	6.05E-01	1.60E+00	7.03E+00
V35	4.57E+00	1.47E+01	6.51E-01	1.75E+00	1.79E+00	3.44E+00	5.00E-01	3.44E+00	1.55E+01	4.06E+00	2.87E+00	2.44E+00
V36	1.24E+00	0.00E+00	2.43E+00	1.90E+01	5.09E+00	1.03E+01	3.38E+00	9.76E+00	5.38E+00	1.30E+00	2.50E+00	2.35E+01
V37	1.35E+00	1.26E+00	3.45E+00	1.98E+00	0.00E+00	0.00E+00	3.54E+00	0.00E+00	4.00E-01	1.46E+00	9.00E-01	2.49E+00
V38	5.67E+00	2.18E+00	1.79E+00	4.70E+00	8.95E-01	0.00E+00	1.16E+00	0.00E+00	1.14E+00	5.77E+00	1.18E+00	7.54E+00
V39	3.28E+00	4.77E+00	6.29E+00	1.11E+00	3.66E+00	1.90E+01	6.66E+00	2.17E+01	7.05E+00	5.43E+00	5.77E+00	9.00E-01
V40	2.50E+00	3.01E+00	2.77E+00	8.53E+00	1.56E+01	3.23E+00	1.61E+00	2.25E+00	1.10E+01	4.12E+00	1.07E+01	1.02E+01
V41	6.77E+00	0.00E+00	1.53E+01	1.53E-01	1.95E+00	2.64E+00	1.63E+01	1.55E+00	6.00E-01	4.76E+00	4.60E+00	3.25E+00
V42	4.19E+00	6.45E+00	1.53E+00	4.43E+00	1.05E+01	1.36E+00	7.78E-01	1.19E+00	9.09E+00	3.30E+00	1.69E+00	4.66E+00
V43	1.89E+00	1.53E-01	4.34E+00	8.72E-01	5.73E+00	2.04E+00	3.91E+00	2.04E+00	6.40E+00	1.94E+00	2.88E+00	8.75E-01
V44	3.36E+00	3.40E-01	2.41E+00	1.54E+01	4.70E+00	1.14E+01	2.56E+00	6.10E+00	5.32E+00	2.91E+00	3.16E+00	2.08E+01
V45	2.23E+00	1.08E+00	6.71E+00	4.80E+00	5.82E+00	7.42E-01	5.24E+00	3.00E-01	1.67E+00	1.82E+00	6.97E+00	4.70E+00
V46	3.48E-01	2.00E-01	1.49E+00	5.96E-01	3.33E+00	0.00E+00	1.46E+00	0.00E+00	3.48E+00	1.06E+00	2.16E+00	1.19E+00
V47	8.13E+00	2.62E+00	1.66E+00	1.46E+00	3.31E+00	7.35E+00	1.30E+00	8.11E+00	3.07E+00	8.02E+00	4.91E+00	2.49E+00
V48	8.67E-01	5.62E+00	1.15E+01	4.69E+00	8.53E+00	2.35E+00	8.80E+00	2.39E+00	8.09E+00	4.47E+00	1.36E+01	5.18E+00
V49	1.18E+01	2.32E+00	2.47E+01	4.76E-01	1.48E+00	5.81E+00	2.55E+01	6.74E+00	2.56E+00	8.14E+00	7.21E+00	7.95E+00
V50	1.00E-01	4.09E+00	1.02E+01	7.78E-01	2.09E+01	7.64E+00	7.14E+00	8.79E+00	1.13E+01	2.65E+00	2.14E+01	2.70E+00
V51	3.30E+00	3.74E+00	1.14E+01	2.71E+00	1.04E+01	7.18E-01	1.19E+01	6.23E-01	4.47E+00	2.38E+00	1.23E+01	1.02E+00
V52	6.57E-01	4.46E+00	5.36E+00	1.70E+01	2.80E+01	5.33E-01	5.31E+00	3.00E-01	2.98E+01	2.19E+00	5.00E+00	1.83E+01
V53	6.11E-01	4.21E+00	4.28E+01	4.59E+00	3.73E+00	3.00E+00	4.49E+01	3.66E+00	4.45E+00	2.62E+00	1.51E+01	7.45E+00
V54	1.24E+00	1.09E+00	1.68E+01	3.00E+00	3.35E+00	6.08E+00	1.44E+01	8.31E+00	5.51E+00	2.09E+00	8.08E+00	6.72E+00
V55	9.48E-01	1.10E+00	1.09E+00	9.07E+00	4.22E+00	5.58E-01	1.32E+00	4.16E-01	2.73E+00	5.58E-01	2.45E+00	1.21E+01
V56	5.42E-01	6.50E-01	5.35E+00	1.01E+00	3.17E+00	0.00E+00	5.84E+00	0.00E+00	9.00E-01	9.87E-01	5.26E+00	1.60E+00
V57	7.93E+00	5.11E+00	2.35E+00	4.82E-01	7.02E+00	1.53E+01	4.66E+00	1.38E+01	7.60E+00	5.48E+00	3.40E+00	3.17E+00
V58	2.03E+00	6.53E-01	1.73E+01	6.58E+00	7.05E+00	0.00E+00	1.67E+01	0.00E+00	4.65E+00	1.31E+00	4.34E+00	6.46E+00
V59	1.35E+01	6.33E-01	4.67E-01	2.06E+00	1.94E+01	2.94E+00	3.96E-01	2.67E+00	2.03E+01	8.40E+00	1.92E+00	7.57E+00
V60	0.00E+00	2.50E+01	2.27E+00	1.02E+00	1.69E+00	9.93E+00	1.36E+00	7.66E+00	2.48E+01	5.36E+00	2.13E-01	1.39E+00
V61	3.07E-01	2.17E+00	0.00E+00	1.14E+01	2.21E+00	1.49E+00	4.99E-01	1.16E+00	2.56E+00	4.33E-01	1.00E+00	1.09E+01
V62	5.40E+00	2.71E+00	1.10E+00	8.62E+00	1.06E+00	1.04E+01	2.57E+00	1.17E+01	5.17E-01	4.45E+00	1.85E+00	1.13E+01
V63	3.71E+00	2.18E+00	3.36E+00	3.14E+00	2.75E+00	1.64E+01	6.11E-01	1.57E+01	1.00E-01	5.42E+00	6.10E+00	5.24E+00
V64	9.78E-01	1.67E+00	3.96E-01	1.71E+00	3.50E+00	1.28E+00	3.06E-01	8.31E-01	2.98E+00	2.79E+00	1.84E+00	2.29E+00
V65	1.37E+00	4.59E+00	4.00E-01	1.70E+00	8.23E+00	2.72E+00	7.00E-01	3.30E+00	9.00E+00	5.57E+00	2.30E+00	3.45E+00
V66	6.93E+00	1.79E+00	6.91E+00	4.89E+00	1.80E+00	2.66E+00	6.52E+00	3.11E+00	1.62E+00	3.43E+00	3.35E+00	3.88E+00
V67	4.47E-01	3.59E-01	9.52E-01	2.05E+00	3.60E+00	6.92E+00	1.55E+00	7.11E+00	4.32E+00	2.00E-01	1.44E+00	2.88E+00
V68	6.76E+00	2.77E+00	2.59E+01	1.05E+01	2.38E+01	2.21E-01	2.04E+01	0.00E+00	1.83E+01	7.21E+00	3.75E+01	1.11E+01
V69	1.00E-01	4.08E+00	6.01E+00	1.85E+00	8.68E+00	2.02E+00	2.93E+00	2.02E+00	6.98E+00	1.28E+00	1.03E+01	2.49E+00
V70	0.00E+00	7.03E+00	4.27E+00	6.66E+00	3.09E+00	1.02E+00	3.15E+00	9.52E-01	5.23E+00	2.97E+00	2.37E+00	7.85E+00
V71	2.72E+00	8.00E-01	0.00E+00	1.14E+00	2.69E-01	9.55E-01	1.33E-01	4.73E-01	6.05E-01	2.97E+00	0.00E+00	1.19E+00
V72	2.73E+00	9.75E-01	2.54E+00	1.22E+00	8.68E+00	2.16E+00	2.84E+00	1.73E+00	9.03E+00	3.53E+00	3.69E+00	7.48E-01
V73	8.57E+00	6.29E+00	1.47E+01	1.93E+00	3.99E+00	1.20E+01	1.89E+01	1.30E+01	1.11E+01	4.19E+00	9.00E-01	4.47E+00
V74	1.01E+01	1.60E+00	3.21E+00	1.44E+00	2.52E+00	1.61E+00	3.71E+00	9.75E-01	3.63E+00	5.40E+00	1.95E+00	4.85E+00
V75	8.49E+00	0.00E+00	3.81E+00	8.01E+00	4.71E+00	5.27E+00	2.60E+00	5.75E+00	1.13E+00	9.15E+00	4.92E+00	1.13E+01
V76	5.17E-01	7.45E+00	4.96E+01	6.82E+00	1.39E+00	1.17E+00	4.95E+01	1.00E-01	3.15E+00	5.58E+00	5.45E+00	8.60E+00
V77	0.00E+00	7.61E-01	1.07E+00	3.35E-01	8.95E-01	9.20E+00	0.00E+00	7.19E+00	7.00E-01	3.90E+00	6.03E+00	9.94E-01
V78	2.09E+00	1.28E+00	6.16E-01	0.00E+00	7.06E-01	2.54E+00	0.00E+00	2.43E+00	4.73E-01	2.28E+00	5.12E-01	7.00E-01
V79	2.70E+00	6.23E-01	3.70E+00	7.46E-01	4.06E+00	0.00E+00	3.01E+00	0.00E+00	3.39E+00	1.37E+00	4.87E+00	2.09E+00
V80	8.52E+00	5.20E+00	2.55E+00	3.73E+00	4.40E+00	5.79E+00	3.17E+00	5.81E+00	5.37E+00	6.49E+00	4.85E+00	4.56E+00
V81	1.41E+00	6.13E+00	8.03E+00	2.53E+00	3.88E+01	0.00E+00	7.98E+00	0.00E+00	3.04E+01	2.53E+00	2.66E+01	3.29E+00
V82	1.51E+01	7.19E+00	3.07E+00	6.74E-01	7.93E+00	1.52E+01	1.37E+00	1.84E+01	7.04E+00	1.77E+01	1.06E+01	5.98E+00
V83	2.79E+00	2.60E+00	7.64E-01	1.17E+00	2.64E+00	0.00E+00	5.33E-01	0.00E+00	2.16E+00	2.03E+00	3.01E+00	0.00E+00
V84	1.30E+00	6.67E+00	2.32E+00	1.13E+00	1.04E+01	7.07E+00	3.23E+00	6.41E+00	1.36E+01	3.08E+00	7.04E+00	1.31E+00
V85	4.47E+00	1.13E+00	0.00E+00	1.21E+00	1.67E+01	0.00E+00	3.40E-01	0.00E+00	1.61E+01	2.27E+00	1.22E+00	2.44E+00
V86	2.21E-01	1.47E+00	2.50E+01	0.00E+00	4.00E+00	0.00E+00	2.46E+01	0.00E+00	2.70E+00	7.72E-01	5.83E+00	2.79E+00
V87	3.97E+00	1.09E+00	3.22E+00	1.99E+00	5.15E+00	1.34E+01	4.30E+00	1.28E+01	4.33E+00	1.66E+01	9.12E+00	3.16E+00
V88	7.72E-01	5.29E+00	7.06E-01	4.00E-01	1.71E+00	7.35E+00	1.98E+00	6.69E+00	4.44E+00	3.03E+00	1.00E-01	6.00E-01
V89	2.21E-01	1.07E+00	1.91E+00	9.92E-01	1.32E+00	9.54E+00	2.00E-01	8.85E+00	1.39E+00	3.41E+00	3.59E+00	2.47E+00
V90	1.39E+00	6.68E+00	1.46E+01	1.58E+00	1.26E+00	2.77E+00	1.30E+01	4.25E+00	4.48E+00	5.93E+00	5.51E+00	3.29E+00
V91	4.16E-01	2.79E+00	2.38E+00	9.43E-01	1.08E+01	4.37E+00	2.78E+00	4.77E+00	1.02E+01	8.82E-01	3.44E+00	1.01E+00
V92	3.11E+01	0.00E+00	3.00E-01	2.22E+00	3.00E-01	2.94E+00	1.00E-01	3.01E+00	0.00E+00	2.20E+01	0.00E+00	1.25E+01
V93	4.57E+00	0.00E+00	2.81E+00	1.78E+01	5.30E+00	1.76E+00	2.63E+00	1.85E+00	5.83E+00	3.08E+00	5.44E+00	1.85E+01
V94	1.14E+01	0.00E+00	4.25E+00	4.48E-01	4.00E+00	3.66E+00	2.47E+00	5.13E+00	0.00E+00	7.16E+00	6.35E+00	4.92E+00
V95	2.78E+00	4.42E-01	2.17E+01	4.61E+00	2.08E+01	1.11E+00	1.41E+01	1.95E+00	1.35E+01	3.42E+00	3.87E+01	6.06E+00
V96	3.40E-01	2.98E+00	1.30E+01	1.76E+00	1.28E+00	5.61E+00	1.25E+01	6.20E+00	2.20E+00	3.67E-01	3.86E+00	3.59E+00
V97	6.90E-01	3.58E+00	2.21E-01	1.82E+00	2.91E-01	2.21E-01	0.00E+00	8.46E-01	2.54E+00	1.16E+00	0.00E+00	8.44E-01
V98	1.16E+00	9.00E-01	2.13E-01	1.39E+00	2.98E-01	0.00E+00	4.71E-01	0.00E+00	3.06E-01	8.19E-01	3.00E-01	9.94E-01
V99	1.63E+00	4.94E-01	8.14E-01	1.44E+00	1.19E+00	7.59E+00	6.11E-01	7.32E+00	1.19E+00	1.66E+00	1.00E-01	1.72E+00
V100	1.30E+00	4.92E+00	9.75E-01	1.17E+00	1.59E+00	0.00E+00	1.41E+00	0.00E+00	4.35E+00	2.19E+00	2.29E+00	7.30E-01
