Sample Names	MutationType	ID1	ID2	ID8	ID9	ID83B	ID83E
V1	1:Del:C:0	0.005305172219998639	0.9946948277800014	0.0	0.0	0.0	0.0
V1	1:Del:C:1	0.8492239113138293	0.1507760886861707	0.0	0.0	0.0	0.0
V1	1:Del:C:2	1.7126806371730815e-13	0.9999999999998287	0.0	0.0	0.0	0.0
V1	1:Del:C:3	0.11045947534654571	0.8895405246534543	0.0	0.0	0.0	0.0
V1	1:Del:C:4	0.028612314472247647	0.9713876855277523	0.0	0.0	0.0	0.0
V1	1:Del:C:5	0.03577824318104325	0.9642217568189567	0.0	0.0	0.0	0.0
V1	1:Del:T:0	0.026002479090673217	0.9739975209093268	0.0	0.0	0.0	0.0
V1	1:Del:T:1	0.11882355957845074	0.8811764404215492	0.0	0.0	0.0	0.0
V1	1:Del:T:2	0.020967197239027048	0.979032802760973	0.0	0.0	0.0	0.0
V1	1:Del:T:3	0.017930717700640805	0.9820692822993592	0.0	0.0	0.0	0.0
V1	1:Del:T:4	0.01444397516439004	0.9855560248356099	0.0	0.0	0.0	0.0
V1	1:Del:T:5	6.537934100037382e-19	1.0	0.0	0.0	0.0	0.0
V1	1:Ins:C:0	0.11882355957845074	0.8811764404215492	0.0	0.0	0.0	0.0
V1	1:Ins:C:1	2.3461791960432653e-15	0.9999999999999976	0.0	0.0	0.0	0.0
V1	1:Ins:C:2	2.0329911380187358e-14	0.9999999999999797	0.0	0.0	0.0	0.0
V1	1:Ins:C:3	0.2404435212898965	0.7595564787101036	0.0	0.0	0.0	0.0
V1	1:Ins:C:4	0.08981257477150553	0.9101874252284946	0.0	0.0	0.0	0.0
V1	1:Ins:C:5	0.3024436908264845	0.6975563091735155	0.0	0.0	0.0	0.0
V1	1:Ins:T:0	0.21668466592790134	0.7833153340720987	0.0	0.0	0.0	0.0
V1	1:Ins:T:1	0.9999999999993908	6.09092520382472e-13	0.0	0.0	0.0	0.0
V1	1:Ins:T:2	0.04577079722072734	0.9542292027792727	0.0	0.0	0.0	0.0
V1	1:Ins:T:3	0.38671529269785204	0.6132847073021479	0.0	0.0	0.0	0.0
V1	1:Ins:T:4	0.4344625001876758	0.5655374998123242	0.0	0.0	0.0	0.0
V1	1:Ins:T:5	0.9786167066143071	0.021383293385692906	0.0	0.0	0.0	0.0
V1	2:Del:R:0	0.402608699260778	0.597391300739222	0.0	0.0	0.0	0.0
V1	2:Del:R:1	0.05213979445610526	0.9478602055438947	0.0	0.0	0.0	0.0
V1	2:Del:R:2	0.039505937703961734	0.9604940622960382	0.0	0.0	0.0	0.0
V1	2:Del:R:3	0.08501498230249137	0.9149850176975085	0.0	0.0	0.0	0.0
V1	2:Del:R:4	0.00986418244122875	0.9901358175587712	0.0	0.0	0.0	0.0
V1	2:Del:R:5	0.10237942690497757	0.8976205730950224	0.0	0.0	0.0	0.0
V1	3:Del:R:0	0.6224128771965154	0.3775871228034846	0.0	0.0	0.0	0.0
V1	3:Del:R:1	0.13880060803266334	0.8611993919673366	0.0	0.0	0.0	0.0
V1	3:Del:R:2	0.05129418361935797	0.9487058163806421	0.0	0.0	0.0	0.0
