Samples	ID83A	ID83B
V1	0	385
V2	260	117
V3	277	327
V4	328	16
V5	397	226
V6	76	23
V7	428	0
V8	150	85
V9	65	79
V10	202	99
V11	383	179
V12	0	397
V13	132	120
V14	102	69
V15	343	0
V16	22	186
V17	230	57
V18	0	34
V19	141	187
V20	0	971
V21	84	110
V22	145	68
V23	0	518
V24	543	0
V25	58	61
V26	98	76
V27	173	26
V28	271	57
V29	140	13
V30	91	78
V31	0	42
V32	106	106
V33	182	2
V34	108	62
V35	0	146
V36	257	1
V37	246	43
V38	553	108
V39	260	0
V40	468	0
V41	237	110
V42	0	92
V43	0	382
V44	125	40
V45	50	448
V46	26	332
V47	295	0
V48	57	0
V49	0	107
V50	355	0
V51	279	26
V52	118	87
V53	89	407
V54	94	325
V55	41	52
V56	0	309
V57	188	47
V58	95	103
V59	134	136
V60	0	475
V61	77	247
V62	240	33
V63	84	22
V64	105	60
V65	214	216
V66	146	41
V67	258	94
V68	0	513
V69	38	46
V70	49	277
V71	193	35
V72	149	58
V73	102	116
V74	88	54
V75	0	343
V76	98	61
V77	324	9
V78	174	135
V79	346	117
V80	0	180
V81	0	202
V82	189	69
V83	0	124
V84	728	0
V85	204	116
V86	296	182
V87	268	142
V88	88	84
V89	78	0
V90	229	193
V91	81	60
V92	56	14
V93	329	211
V94	0	126
V95	327	155
V96	320	272
V97	65	15
V98	317	630
V99	14	321
V100	134	241
