Samples	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J
V1	35	2	0	23	0	5	4	0	3	24
V2	0	2	4	10	5	52	1	39	0	0
V3	30	183	9	7	69	0	18	7	25	0
V4	7	4	27	2	0	1	0	0	0	21
V5	0	15	4	15	59	10	113	23	14	0
V6	0	19	7	0	59	0	72	1	26	0
V7	4	2	22	0	11	37	3	22	0	38
V8	27	0	21	41	156	61	59	0	8	0
V9	0	29	17	23	19	25	7	70	0	0
V10	17	29	29	14	0	0	7	4	0	2
V11	0	0	17	1	16	10	29	2	30	0
V12	21	6	16	103	0	8	0	20	0	0
V13	0	27	94	0	49	30	10	0	22	4
V14	35	14	41	7	0	2	3	0	0	18
V15	35	18	5	0	20	15	19	2	0	0
V16	0	37	22	1	9	11	6	3	0	0
V17	191	35	0	26	46	0	34	0	40	27
V18	5	0	1	8	0	37	4	0	0	0
V19	229	11	0	22	0	7	27	10	10	12
V20	1	15	16	0	12	0	0	24	28	51
V21	4	145	42	81	0	0	0	1	19	90
V22	193	45	229	0	65	13	51	40	0	0
V23	6	166	1	4	19	4	11	0	41	0
V24	0	112	281	34	0	9	0	12	22	0
V25	219	0	0	2	140	0	184	38	11	20
V26	52	4	64	187	41	9	7	0	7	9
V27	39	56	105	0	146	0	31	4	4	22
V28	27	397	0	0	83	18	52	11	0	1
V29	145	10	29	15	19	0	0	11	0	2
V30	5	61	198	2	83	282	0	23	0	0
V31	4	168	153	0	84	3	95	6	88	96
V32	37	16	60	3	3	1	3	2	4	11
V33	0	0	14	78	0	11	0	15	6	39
V34	112	107	0	80	20	44	14	14	11	4
V35	2	10	29	15	58	8	15	5	1	24
V36	41	13	0	6	11	3	8	0	0	3
V37	14	33	0	2	1	2	0	4	0	0
V38	13	1	13	424	12	1	22	1	0	0
V39	426	85	2	49	0	14	124	19	37	0
V40	2	5	36	110	0	156	13	5	0	0
V41	76	23	1	0	1	6	5	0	0	0
V42	0	81	76	0	90	61	67	0	73	38
V43	103	1	0	2	3	2	9	1	4	0
V44	76	0	0	9	35	8	7	0	2	34
V45	5	88	2	182	0	42	0	128	0	0
V46	50	4	7	131	9	3	0	8	11	0
V47	54	47	4	58	1	17	0	0	4	0
V48	68	153	15	1	44	25	11	15	63	0
V49	19	21	49	19	44	8	5	1	21	0
V50	21	16	29	0	67	0	20	6	44	15
V51	0	22	7	79	19	23	0	0	7	2
V52	85	28	0	61	62	0	0	0	10	7
V53	15	44	1	30	34	0	24	0	13	15
V54	3	82	84	5	0	7	0	0	40	58
V55	5	0	0	2	5	0	4	2	2	15
V56	1	54	4	224	19	2	30	75	8	0
V57	57	39	0	4	2	1	0	2	13	6
V58	23	62	24	78	1	55	13	25	9	9
V59	11	60	15	39	51	6	0	0	0	0
V60	63	5	54	10	28	92	49	52	2	30
V61	47	37	35	45	11	90	29	7	17	0
V62	0	255	38	32	2	46	3	19	53	13
V63	5	15	5	9	0	0	0	0	5	18
V64	64	58	3	3	4	93	0	0	2	0
V65	1	93	41	1	2	39	3	2	6	0
V66	61	9	97	3	42	26	0	111	6	0
V67	0	39	0	156	57	50	29	11	0	0
V68	4	25	8	17	79	7	80	3	35	0
V69	138	28	43	4	21	13	18	26	42	0
V70	1	10	0	0	3	0	14	2	0	0
V71	209	20	173	11	26	28	34	19	0	0
V72	12	63	4	20	0	72	0	26	0	0
V73	1	115	21	42	29	27	0	76	25	0
V74	250	120	9	9	42	9	18	24	0	0
V75	83	151	119	1	83	13	48	0	31	0
V76	0	0	3	1	0	27	2	0	0	0
V77	0	8	0	5	50	0	17	0	0	125
V78	71	17	1	40	0	0	8	0	18	0
V79	5	95	9	1	0	10	0	4	11	0
V80	0	1	253	7	30	0	0	1	55	5
V81	4	27	16	105	0	0	0	0	0	55
V82	219	26	98	4	5	1	0	0	0	0
V83	84	4	416	0	0	39	12	106	0	0
V84	9	53	16	3	9	15	0	66	0	0
V85	36	37	10	25	0	0	0	26	16	0
V86	0	0	19	4	1	1	3	3	11	16
V87	0	2	2	26	0	0	1	5	1	40
V88	16	0	0	16	0	12	7	14	0	28
V89	11	28	28	0	21	0	11	23	0	23
V90	263	0	6	12	18	9	19	0	0	0
V91	123	58	7	208	0	15	0	0	0	8
V92	13	142	18	11	6	0	3	0	4	6
V93	0	28	18	12	25	3	4	13	0	0
V94	41	72	51	104	20	4	0	0	16	0
V95	8	58	4	3	3	16	0	1	7	0
V96	15	10	24	171	2	28	0	8	1	12
V97	249	0	31	0	10	27	7	11	2	0
V98	13	38	1	44	1	5	0	3	0	5
V99	18	287	97	0	0	0	7	0	36	52
V100	432	24	11	0	16	29	0	39	0	0
