Samples	ID83A	ID83B	ID83C	ID83D
V1	4.09E+00	2.48E+00	4.53E+00	1.15E+00
V2	2.86E+00	2.14E+00	0.00E+00	1.99E+00
V3	3.62E+00	3.77E+00	4.42E+00	3.68E+00
V4	4.02E+00	5.79E+00	2.36E+00	2.27E+00
V5	2.00E+00	2.73E+00	1.16E+00	3.39E+00
V6	2.89E+00	4.32E+00	1.26E+00	2.14E+00
V7	3.89E+00	5.72E+00	4.41E+00	2.39E+00
V8	2.90E+00	2.28E+00	1.20E+00	2.80E+00
V9	3.79E+00	2.70E+00	0.00E+00	4.53E+00
V10	1.70E+00	1.97E+00	2.94E+00	1.69E+00
V11	1.07E+00	3.95E+00	3.69E+00	1.89E+00
V12	3.33E+00	0.00E+00	3.56E+00	1.98E+00
V13	2.54E+00	9.91E-01	1.26E+00	2.26E+00
V14	1.63E+00	5.75E+00	1.53E+00	6.41E+00
V15	5.09E+00	1.27E+00	3.31E+00	4.05E+00
V16	3.77E+00	1.25E+00	3.05E+00	3.58E+00
V17	1.58E+00	2.67E+00	3.33E-01	3.77E+00
V18	3.28E+00	5.36E+00	1.22E+00	4.71E+00
V19	3.17E+00	4.87E+00	1.66E+00	1.36E+00
V20	2.93E+00	1.36E+00	2.39E+00	1.44E+00
V21	3.15E+00	3.85E+00	2.99E+00	2.20E+00
V22	2.88E+00	5.68E+00	2.46E+00	4.39E+00
V23	2.01E+01	3.48E+01	1.40E+00	3.34E+01
V24	2.07E+00	1.83E+00	2.34E+00	2.42E+00
V25	2.21E+00	1.11E+01	2.94E+00	1.03E+01
V26	0.00E+00	2.75E+00	1.91E+00	3.20E+00
V27	2.00E+00	2.99E+00	3.97E+00	3.13E+00
V28	2.65E+00	3.81E+00	1.86E+00	4.86E+00
V29	7.86E-01	3.71E+00	3.49E+00	5.26E-01
V30	2.18E+00	2.90E+00	3.33E+00	1.41E+00
V31	1.57E+00	1.77E+00	1.59E+00	1.97E+00
V32	2.45E+00	1.84E+00	1.63E+00	1.25E+00
V33	1.69E+00	1.90E+00	4.27E-01	1.87E+00
V34	1.52E+00	1.29E+00	1.53E+00	1.00E+00
V35	4.99E-01	2.23E+00	1.79E+00	2.66E+00
V36	1.41E+00	2.46E+00	0.00E+00	2.36E+00
V37	6.28E+00	5.14E+00	1.12E+00	4.14E+00
V38	1.27E+00	5.26E+00	5.77E+00	2.77E+00
V39	4.13E+00	0.00E+00	4.12E+00	1.00E-01
V40	5.14E+00	5.98E+00	1.54E+00	5.86E+00
V41	1.51E+00	2.52E+00	2.05E+00	1.39E+00
V42	3.98E+00	5.20E+00	1.47E+00	3.21E+00
V43	3.02E+00	3.01E+00	3.89E-01	3.77E+00
V44	3.28E+00	3.87E+00	4.54E+00	3.99E+00
V45	2.44E+00	2.47E+00	1.71E+00	3.61E+00
V46	2.13E+00	2.46E+00	1.45E+00	1.84E+00
V47	2.36E+00	1.67E+00	9.24E-01	1.61E+00
V48	1.51E+00	1.41E+00	0.00E+00	1.20E+00
V49	2.72E+00	2.78E+00	0.00E+00	2.83E+00
V50	1.84E+00	1.34E+00	1.09E+00	1.64E+00
V51	6.57E+00	5.31E+00	2.97E+00	8.44E-01
V52	2.50E+00	4.35E+00	2.20E+00	2.27E+00
V53	2.95E+00	5.35E+00	1.19E+00	5.98E+00
V54	2.11E+00	9.59E+00	5.37E-01	7.98E+00
V55	3.00E+00	2.34E+00	1.62E+00	2.00E-01
V56	7.67E-01	1.59E+00	1.21E+00	1.20E+00
V57	2.76E+00	3.77E+00	0.00E+00	2.85E+00
V58	1.11E+00	1.09E+00	1.38E+00	7.06E-01
V59	1.60E+00	3.40E+00	8.59E-01	2.71E+00
V60	2.09E+00	2.11E+00	2.54E+00	2.04E+00
V61	2.28E+00	2.38E+00	4.76E+00	2.91E+00
V62	4.29E+00	3.90E+00	1.34E+00	2.81E+00
V63	3.39E+00	6.43E+00	6.85E+00	9.00E-01
V64	5.33E+00	5.00E+00	0.00E+00	5.27E+00
V65	1.17E+00	1.08E+00	0.00E+00	5.86E-01
V66	4.42E+00	2.41E+00	5.79E+00	8.06E-01
V67	3.59E+00	5.65E+00	2.34E+00	5.58E+00
V68	2.06E+00	1.56E+00	1.59E+00	2.26E+00
V69	0.00E+00	2.67E+00	3.13E+00	3.70E+00
V70	1.30E+00	6.37E+00	1.57E+00	6.26E+00
V71	6.58E+00	3.32E+01	9.87E-01	3.35E+01
V72	0.00E+00	3.18E+01	1.15E+00	3.16E+01
V73	3.11E+00	3.84E+00	1.98E+00	2.37E+00
V74	3.89E+00	4.52E+00	2.07E+00	1.41E+00
V75	3.29E+00	0.00E+00	2.70E+00	2.62E+00
V76	2.15E+00	3.56E+00	1.28E+00	4.85E+00
V77	6.77E+00	4.71E+00	3.09E+00	9.17E-01
V78	4.77E+00	5.08E+00	1.92E+00	4.73E+00
V79	1.76E+00	2.08E+00	1.47E+00	2.25E+00
V80	0.00E+00	6.46E+00	6.56E+00	4.00E-01
V81	4.76E+00	2.79E+01	2.31E+00	2.69E+01
V82	1.03E+01	1.29E+01	3.27E+00	9.91E+00
V83	4.09E+00	0.00E+00	3.41E+00	2.79E+00
V84	7.23E+00	1.13E+01	0.00E+00	1.19E+01
V85	4.46E+00	2.29E+00	1.11E+00	4.57E+00
V86	1.46E+00	3.20E+00	8.03E-01	2.67E+00
V87	4.71E+00	5.07E+00	6.16E-01	6.40E+00
V88	9.46E-01	2.59E+00	1.26E+00	3.94E+00
V89	1.22E+00	1.16E+00	1.32E+00	1.80E+00
V90	2.20E+00	6.90E+00	7.03E+00	1.39E+00
V91	2.92E+00	3.09E+00	3.13E+00	6.18E-01
V92	2.40E+00	1.17E+01	6.14E+00	1.15E+01
V93	6.00E-01	1.70E+00	9.68E-01	1.14E+00
V94	3.63E+00	4.52E+00	2.13E+00	1.74E+00
V95	1.21E+00	2.85E+00	3.56E+00	2.70E+00
V96	2.33E+00	0.00E+00	1.58E+00	1.17E+00
V97	2.16E+00	9.67E-01	2.16E+00	2.45E+00
V98	3.69E+00	8.05E+00	1.91E+00	9.00E+00
V99	2.21E+00	5.50E+00	0.00E+00	6.15E+00
V100	3.04E+00	2.78E+00	2.46E+00	2.44E+00
