NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	46.103	18.212	10.79	11.231	0.102	0.99	40000.0
2	51.909	20.138	13.214	13.627	0.096	0.986	30000.0
3	52.863	20.297	13.517	13.195	0.098	0.988	60000.0
4	48.491	18.415	11.449	11.747	0.101	0.99	60000.0
5	54.522	22.009	13.688	14.522	0.111	0.985	30000.0
6	51.731	20.104	12.619	13.209	0.102	0.987	30000.0
7	47.82	18.494	11.527	12.022	0.101	0.989	40000.0
8	53.997	21.066	13.837	13.739	0.104	0.987	30000.0
9	50.064	19.075	12.529	12.57	0.104	0.988	50000.0
10	51.28	19.738	12.655	12.847	0.102	0.988	50000.0
