MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I	ID83J	ID83K
1:Del:C:0	2.02E-04	5.15E-03	7.76E-08	1.75E-07	5.45E-46	2.47E-02	1.23E-03	3.83E-03	3.13E-02	8.75E-03	4.10E-02
1:Del:C:1	1.57E-04	1.40E-46	1.18E-05	1.94E-05	8.67E-03	2.53E-02	4.38E-04	4.61E-03	1.46E-02	0.00E+00	1.52E-02
1:Del:C:2	3.01E-06	1.87E-04	0.00E+00	1.98E-08	1.19E-03	6.58E-04	1.41E-07	1.30E-08	9.49E-04	6.48E-04	3.43E-03
1:Del:C:3	1.11E-04	1.97E-03	1.40E-46	0.00E+00	1.09E-03	1.01E-03	1.34E-03	2.61E-03	1.95E-03	3.93E-03	3.97E-03
1:Del:C:4	0.00E+00	1.60E-03	3.81E-04	0.00E+00	1.57E-04	2.28E-03	5.00E-04	9.35E-04	2.07E-03	1.04E-02	6.54E-03
1:Del:C:5	1.27E-07	1.61E-03	3.20E-02	5.05E-07	1.03E-03	2.72E-03	3.88E-03	3.67E-02	6.61E-03	6.12E-03	1.13E-05
1:Del:T:0	1.37E-04	2.50E-03	1.32E-04	6.23E-04	7.01E-03	1.99E-02	1.79E-03	9.33E-03	1.16E-02	9.75E-03	3.58E-02
1:Del:T:1	0.00E+00	9.29E-05	8.33E-05	6.10E-04	1.47E-03	5.96E-03	2.14E-03	2.59E-03	6.01E-03	2.59E-02	4.35E-03
1:Del:T:2	2.05E-04	6.91E-04	2.53E-04	0.00E+00	0.00E+00	1.63E-02	3.52E-03	2.11E-04	1.50E-02	2.94E-02	1.56E-02
1:Del:T:3	9.90E-05	3.28E-03	4.22E-04	9.30E-04	2.74E-03	1.10E-02	5.31E-03	8.47E-04	1.19E-02	1.93E-02	2.25E-02
1:Del:T:4	4.56E-04	6.50E-03	5.80E-04	0.00E+00	0.00E+00	1.91E-02	0.00E+00	3.74E-08	6.36E-03	6.64E-02	7.19E-03
1:Del:T:5	4.99E-08	2.37E-02	1.61E-07	3.94E-07	9.01E-07	1.72E-07	2.37E-07	1.85E-03	2.99E-46	9.96E-02	1.19E-02
1:Ins:C:0	5.30E-09	1.63E-04	3.17E-08	1.26E-08	9.06E-04	7.33E-05	6.87E-04	0.00E+00	0.00E+00	3.31E-03	8.99E-04
1:Ins:C:1	6.05E-09	9.81E-05	0.00E+00	7.88E-08	1.16E-03	1.13E-07	4.50E-04	1.12E-03	1.33E-08	5.35E-07	1.37E-03
1:Ins:C:2	1.82E-07	4.83E-03	8.23E-04	3.89E-03	4.42E-07	4.84E-08	2.81E-08	1.09E-06	6.93E-08	1.73E-02	3.96E-07
1:Ins:C:3	1.36E-04	2.37E-04	5.89E-08	2.79E-03	0.00E+00	3.97E-04	0.00E+00	8.90E-08	5.59E-08	3.01E-02	1.05E-03
1:Ins:C:4	1.76E-04	2.61E-04	2.42E-09	1.29E-08	1.29E-04	0.00E+00	5.80E-04	0.00E+00	1.07E-07	1.36E-03	1.72E-03
1:Ins:C:5	2.22E-03	1.53E-03	1.10E-04	6.81E-04	1.43E-03	9.90E-04	1.12E-03	3.49E-04	3.30E-03	6.07E-03	3.55E-02
1:Ins:T:0	1.67E-04	4.45E-04	0.00E+00	6.78E-04	1.12E-03	1.70E-03	1.26E-03	2.05E-03	1.44E-03	1.56E-02	4.50E-03
1:Ins:T:1	3.95E-09	0.00E+00	2.37E-05	0.00E+00	1.30E-03	1.51E-03	1.25E-04	9.06E-04	1.28E-03	7.07E-03	5.59E-03
1:Ins:T:2	7.52E-05	4.42E-04	2.58E-04	0.00E+00	2.07E-04	4.80E-04	8.01E-04	1.67E-08	1.05E-03	2.07E-03	6.77E-04
1:Ins:T:3	3.08E-04	1.33E-04	0.00E+00	3.91E-08	6.66E-04	4.57E-04	4.75E-04	0.00E+00	1.95E-04	1.05E-03	2.02E-03
1:Ins:T:4	2.46E-03	4.73E-04	0.00E+00	4.88E-04	0.00E+00	0.00E+00	0.00E+00	1.63E-07	1.43E-03	5.44E-03	2.39E-02
1:Ins:T:5	6.54E-03	1.88E-08	9.34E-04	6.06E-08	2.44E-07	1.23E-07	2.01E-06	8.14E-07	1.86E-03	3.04E-07	5.28E-02
2:Del:R:0	3.49E-05	1.20E-04	1.40E-46	2.80E-46	2.20E-03	4.85E-03	6.76E-04	1.09E-03	4.65E-04	3.36E-03	6.23E-03
2:Del:R:1	2.31E-04	5.42E-04	1.36E-04	7.03E-04	3.06E-03	1.88E-03	7.84E-04	1.78E-03	1.69E-03	3.85E-03	3.43E-03
2:Del:R:2	2.08E-04	4.87E-04	0.00E+00	0.00E+00	0.00E+00	3.32E-05	1.08E-04	4.48E-04	2.40E-04	1.84E-03	1.62E-03
2:Del:R:3	5.96E-05	3.21E-03	1.08E-07	2.06E-03	1.23E-08	4.47E-08	1.04E-03	1.11E-03	0.00E+00	5.56E-03	1.19E-02
2:Del:R:4	2.18E-08	2.63E-04	4.10E-05	7.27E-08	2.98E-08	6.11E-05	3.21E-08	6.25E-07	9.10E-08	8.26E-04	6.09E-05
2:Del:R:5	2.98E-08	6.28E-08	1.70E-08	3.30E-08	3.66E-04	1.93E-04	8.56E-07	0.00E+00	4.05E-05	4.67E-04	6.13E-04
3:Del:R:0	6.15E-08	1.28E-04	0.00E+00	0.00E+00	3.85E-03	1.21E-04	0.00E+00	2.74E-03	0.00E+00	3.67E-03	6.11E-03
3:Del:R:1	3.29E-04	8.50E-04	1.78E-04	3.62E-04	3.41E-04	1.96E-03	4.62E-04	0.00E+00	2.89E-03	5.62E-03	3.74E-03
3:Del:R:2	0.00E+00	2.34E-04	2.63E-04	1.12E-08	5.07E-04	8.77E-04	1.40E-46	3.34E-04	3.98E-04	3.85E-03	4.84E-04
3:Del:R:3	1.21E-04	4.88E-05	4.08E-05	1.92E-04	0.00E+00	4.05E-08	1.95E-07	3.17E-09	9.17E-08	1.42E-04	9.53E-04
3:Del:R:4	7.23E-09	1.81E-08	1.17E-08	7.32E-09	4.23E-08	4.76E-08	2.74E-08	4.39E-08	5.56E-08	1.67E-07	1.77E-07
3:Del:R:5	7.23E-09	1.81E-08	1.17E-08	7.32E-09	4.23E-08	4.76E-08	2.74E-08	4.39E-08	5.56E-08	1.67E-07	1.77E-07
4:Del:R:0	5.15E-09	7.17E-05	2.84E-04	0.00E+00	2.17E-03	3.01E-04	6.87E-04	1.35E-03	6.27E-04	3.24E-05	4.49E-03
4:Del:R:1	1.04E-04	3.76E-04	0.00E+00	2.52E-04	5.44E-04	1.45E-03	1.10E-03	6.11E-04	3.47E-04	2.75E-03	1.50E-03
4:Del:R:2	5.26E-09	0.00E+00	5.02E-05	2.76E-04	1.37E-04	3.72E-04	3.00E-04	4.64E-05	0.00E+00	0.00E+00	4.30E-04
4:Del:R:3	7.23E-09	1.81E-08	1.17E-08	7.32E-09	4.23E-08	4.76E-08	2.74E-08	4.39E-08	5.56E-08	1.67E-07	1.77E-07
4:Del:R:4	7.23E-09	1.81E-08	1.17E-08	7.32E-09	4.23E-08	4.76E-08	2.74E-08	4.39E-08	5.56E-08	1.67E-07	1.77E-07
4:Del:R:5	1.69E-08	1.46E-07	2.56E-08	4.43E-08	1.21E-08	4.12E-08	2.02E-04	3.78E-08	8.35E-08	1.25E-07	6.94E-04
5:Del:R:0	0.00E+00	0.00E+00	8.84E-03	5.30E-08	1.31E-02	4.38E-08	2.42E-02	2.69E-02	6.47E-08	1.60E-03	2.81E-02
5:Del:R:1	0.00E+00	1.54E-03	1.49E-08	1.77E-04	0.00E+00	1.20E-04	1.94E-04	2.54E-04	5.54E-04	9.78E-04	4.47E-03
5:Del:R:2	1.08E-08	1.02E-04	9.10E-06	5.81E-08	9.58E-05	2.99E-04	1.83E-07	6.79E-08	5.30E-04	1.36E-03	7.58E-04
5:Del:R:3	3.45E-08	6.13E-08	3.86E-08	1.33E-04	6.09E-08	4.87E-08	2.75E-08	4.51E-08	1.03E-07	1.72E-07	1.07E-07
5:Del:R:4	7.23E-09	1.81E-08	1.17E-08	7.32E-09	4.23E-08	4.76E-08	2.74E-08	4.39E-08	5.56E-08	1.67E-07	1.77E-07
5:Del:R:5	7.23E-09	1.81E-08	1.17E-08	7.32E-09	4.23E-08	4.76E-08	2.74E-08	4.39E-08	5.56E-08	1.67E-07	1.77E-07
2:Ins:R:0	1.42E-05	2.10E-04	1.87E-08	0.00E+00	6.45E-04	8.92E-05	1.48E-04	1.27E-03	3.10E-04	5.18E-03	5.41E-04
2:Ins:R:1	0.00E+00	1.39E-04	2.80E-04	0.00E+00	7.30E-04	1.01E-03	7.91E-04	0.00E+00	9.94E-04	3.84E-03	1.97E-03
2:Ins:R:2	0.00E+00	9.25E-05	1.29E-04	1.97E-04	1.10E-04	5.59E-04	3.62E-04	9.16E-08	9.46E-04	3.66E-03	1.07E-03
2:Ins:R:3	8.51E-05	1.13E-08	5.95E-09	6.38E-06	1.66E-04	1.47E-04	0.00E+00	1.32E-06	4.97E-04	1.16E-04	2.16E-04
2:Ins:R:4	3.26E-04	3.26E-04	2.57E-04	5.31E-04	2.49E-04	3.79E-04	0.00E+00	5.14E-04	4.77E-04	2.52E-04	3.51E-03
2:Ins:R:5	1.73E-03	1.73E-03	0.00E+00	4.29E-04	7.12E-05	7.96E-04	6.47E-04	0.00E+00	1.32E-03	5.77E-03	2.57E-02
3:Ins:R:0	3.24E-05	5.28E-05	3.59E-09	2.01E-08	1.95E-08	1.43E-04	4.23E-04	0.00E+00	4.38E-04	2.32E-04	3.10E-04
3:Ins:R:1	0.00E+00	2.79E-04	0.00E+00	0.00E+00	1.41E-04	1.59E-04	1.20E-04	4.87E-04	2.86E-07	5.77E-04	3.24E-03
3:Ins:R:2	7.44E-05	1.66E-04	1.89E-08	3.05E-08	2.06E-08	2.89E-08	2.18E-04	1.30E-08	1.36E-06	2.57E-04	1.21E-03
3:Ins:R:3	2.77E-08	3.03E-08	4.12E-08	7.22E-08	2.57E-08	2.99E-04	3.31E-07	3.44E-08	2.35E-08	8.66E-08	4.54E-04
3:Ins:R:4	2.19E-08	6.72E-05	6.49E-05	3.69E-08	8.47E-05	2.60E-08	3.96E-05	2.65E-04	1.48E-07	1.36E-06	3.63E-04
3:Ins:R:5	1.23E-04	7.27E-04	0.00E+00	0.00E+00	1.18E-04	1.34E-04	1.79E-04	5.00E-04	0.00E+00	6.12E-04	3.02E-04
4:Ins:R:0	5.26E-05	1.01E-08	3.06E-08	1.60E-04	3.65E-04	0.00E+00	0.00E+00	1.90E-04	3.25E-08	3.42E-08	1.18E-08
4:Ins:R:1	1.72E-04	1.35E-03	0.00E+00	2.12E-04	5.44E-04	9.38E-04	3.94E-04	5.06E-05	6.69E-04	2.16E-03	3.04E-03
4:Ins:R:2	6.03E-05	4.17E-08	3.56E-08	6.08E-08	3.78E-08	4.01E-08	6.17E-08	5.61E-08	7.15E-08	1.43E-07	1.15E-07
4:Ins:R:3	7.23E-09	1.81E-08	1.17E-08	7.32E-09	4.23E-08	4.76E-08	2.74E-08	4.39E-08	5.56E-08	1.67E-07	1.77E-07
4:Ins:R:4	1.28E-04	1.30E-04	6.22E-05	1.42E-04	1.11E-04	4.08E-07	7.55E-08	1.15E-04	1.69E-08	2.90E-04	4.01E-07
4:Ins:R:5	1.44E-04	8.00E-04	0.00E+00	0.00E+00	1.29E-04	0.00E+00	0.00E+00	4.92E-04	3.73E-04	9.35E-04	1.89E-04
5:Ins:R:0	3.57E-08	4.80E-08	4.34E-08	6.26E-08	4.17E-08	1.75E-04	6.04E-08	5.79E-08	1.08E-04	4.22E-04	4.63E-04
5:Ins:R:1	2.42E-04	6.82E-05	0.00E+00	2.22E-04	2.49E-03	4.79E-09	2.32E-03	2.26E-03	0.00E+00	1.67E-04	2.79E-03
5:Ins:R:2	8.31E-05	5.93E-08	3.83E-08	6.72E-08	1.46E-04	1.54E-07	2.61E-04	9.67E-08	1.04E-07	5.44E-04	3.09E-07
5:Ins:R:3	2.19E-07	1.94E-08	9.91E-05	6.77E-09	1.55E-04	4.22E-09	1.49E-04	2.81E-08	1.90E-04	5.29E-07	7.61E-08
5:Ins:R:4	7.29E-05	1.84E-04	1.68E-08	2.51E-04	3.26E-04	1.69E-07	7.20E-07	8.32E-05	2.25E-04	1.19E-03	2.19E-03
5:Ins:R:5	0.00E+00	6.68E-05	4.08E-08	8.05E-09	1.51E-04	0.00E+00	3.23E-04	0.00E+00	2.78E-08	9.87E-05	1.46E-04
2:Del:M:1	1.96E-04	0.00E+00	1.25E-04	0.00E+00	6.97E-04	8.40E-04	6.36E-04	1.88E-03	3.52E-04	8.61E-04	1.33E-03
3:Del:M:1	9.16E-05	1.41E-04	2.99E-04	1.60E-04	2.26E-03	1.03E-03	1.12E-03	1.34E-03	9.03E-04	1.93E-03	2.80E-03
3:Del:M:2	2.05E-04	1.27E-16	0.00E+00	5.49E-04	2.46E-03	0.00E+00	1.19E-03	1.43E-03	1.81E-03	3.62E-03	3.65E-03
4:Del:M:1	9.87E-06	1.07E-04	2.10E-04	0.00E+00	1.38E-03	1.13E-03	3.79E-04	1.05E-03	7.83E-04	5.57E-03	3.17E-03
4:Del:M:2	5.84E-09	6.42E-05	0.00E+00	1.01E-08	6.48E-04	6.92E-04	0.00E+00	1.38E-08	7.17E-04	1.12E-03	1.37E-03
4:Del:M:3	1.16E-05	1.66E-04	0.00E+00	1.18E-04	8.12E-04	7.69E-04	3.07E-04	4.69E-04	1.38E-03	2.48E-03	5.61E-04
5:Del:M:1	2.71E-04	6.69E-04	9.32E-08	1.54E-07	2.71E-02	3.55E-08	1.44E-02	3.77E-46	1.98E-07	1.03E-03	2.62E-02
5:Del:M:2	3.90E-07	6.11E-04	2.90E-02	6.80E-05	1.48E-02	7.73E-07	9.18E-03	4.70E-02	1.21E-07	2.80E-46	5.28E-07
5:Del:M:3	1.38E-04	3.82E-04	0.00E+00	0.00E+00	5.92E-03	0.00E+00	5.15E-03	4.44E-03	0.00E+00	4.32E-04	1.34E-02
5:Del:M:4	6.73E-08	2.22E-04	8.45E-09	1.72E-08	5.75E-03	3.91E-04	0.00E+00	5.25E-03	5.76E-04	2.54E-04	1.04E-02
5:Del:M:5	1.68E-04	1.50E-04	1.76E-04	2.62E-04	2.36E-03	6.15E-04	1.85E-03	1.14E-03	1.18E-03	2.07E-03	4.81E-03
